brand,model,year,kilometer,fuel,engine,transmission,price
Suzuki,Swift,2022,29700km,Essence,1.3 ess 4X4 94ch,Automatique, 290.0000 DA 
Volkswagen,6 Carat Golf,2012,400000km,Diesel,2.0 TDI 140ch,Manuelle, 175.0000 DA 
Volkswagen,7 Golf,2019,85000km,Diesel,,Automatique, 500.0000 DA 
Peugeot,308 GT Line,2021,77449km,Essence,,Manuelle, 123.0000 DA 
Peugeot,Allure Rifter,2023,,,,, 570.0000 DA 
Chevrolet,Captiva LT,2010,324km,Diesel,2.0 VCDI 150ch,Manuelle, 555.0000 DA 
Chery,Harbin yoki,2018,,,,, 122.0000 DA 
Volkswagen,Life Polo,2022,13000km,Essence,,Manuelle, 450.0000 DA 
Peugeot,B9 Partner,2013,553km,Diesel,1.6 HDi 92,Manuelle, 200.0000 DA 
Peugeot,308,2014,250000km,Diesel,1.6 HDI 112ch,Manuelle, 230.0000 DA 
Volkswagen,Polo classique,2000,489700km,Diesel,1.9 S.D.I,Manuelle, 63.0000 DA 
Hyundai,Extreme Tucson,2014,320km,Diesel,2.0 CRDI 4x2 177ch,Manuelle, 280.0000 DA 
Renault,4 Gtl,1977,123568km,Essence,1.2,Manuelle, 24.0000 DA 
Renault,5 95 Clio ch zen,2021,26000km,Essence,,Manuelle, 315.0000 DA 
Fiat,500 Dutchvita,2023,,,,, 123.0000 DA 
Renault,Symbol,2010,350km,Essence,1.4 ess 75ch,Manuelle, 127.0000 DA 
Audi,A4,2011,300000km,Diesel,2.0 TDI 140ch,Automatique, 165.0000 DA 
Hyundai,i10,2008,200000km,Essence,,Manuelle, 142.0000 DA 
Renault,Symbol,2021,60000km,GPL,1.6 ess 100ch,Manuelle, 290.0000 DA 
Citroen,Berlingo,1999,3500km,Diesel,,Manuelle, 655.0000 DA 
Peugeot,308,2013,180000km,Diesel,1.6 HDI 112ch,Manuelle, 111.0000 DA 
Peugeot,208,2015,112000km,Diesel,1.6 HDI 92ch,Manuelle, 111.0000 DA 
Toyota,C _ hr,2023,,,,, 100.0000 DA 
Toyota,Dynamique RAV4,2012,280000km,Diesel,2.2 D4D 177ch,Manuelle, 280.0000 DA 
Mercedes,Sprinter,2011,,,,, 360.0000 DA 
Mercedes,220 C Classe Exclusive,2008,400000km,Diesel,220 CDI,Manuelle, 170.0000 DA 
Volkswagen,T-cross,2022,,,,, 625.0000 DA 
Peugeot,308,2009,321000km,Diesel,1.6 HDI 90ch,Manuelle, 138.0000 DA 
Citroen,Saxo,1999,11111km,Essence,,Manuelle, 62.0000 DA 
Chevrolet,5 Aveo portes,2012,294000km,Essence,1.5,Manuelle, 154.0000 DA 
DFSK,2m30 Mini SC Truck,2024,00km,Essence,1.1 ess 53 ch,Manuelle, 111.0000 DA 
DFSK,500 Glory la toute,2024,,,,, 288.0000 DA 
DFSK,Mini Neuf,2024,,,,, 170.0000 DA 
Hyundai,Accent,2019,12000km,Diesel,1.6 CRDI 128ch,Manuelle, 220.0000 DA 
Toyota,Edition Red Yaris,2018,30000km,Essence,1.3 VVTI 100ch,Automatique, 300.0000 DA 
Seat,HIGH Ibiza,2019,204000km,Essence,1.6 MPi 110 ch,Manuelle, 295.0000 DA 
Renault,Campus Clio,2010,300000km,Essence,1.2 ess 16V 75ch,Manuelle, 161.0000 DA 
Chevrolet,4 Aveo portes,2007,,,,, 145.0000 DA 
Fiat,#NAME?,2023,5000km,Essence,1.6 ess,Automatique, 318.0000 DA 
Fiat,500L,2022,,,,, 11.0000 DA 
Peugeot,207,2012,220000km,Essence,1.4 VTI 95ch,Manuelle, 145.0000 DA 
Renault,Captur,2021,87000km,Essence,1,Manuelle, 365.0000 DA 
Mercedes,ML,2008,390000km,Diesel,320 CDI,, 11.0000 DA 
Suzuki,800 Maruti,2008,,Essence,0.8 ess 47ch,Manuelle, 58.0000 DA 
Lifan,Van,2014,232000km,Essence,1.3 ess 65ch,Manuelle, 68.0000 DA 
Peugeot,307,2007,560000km,Diesel,2l hdi 90 ch boch,Manuelle, 125.0000 DA 
Dacia,Sandero Techroad,2019,81000km,Diesel,1.5 DCI 75ch,Manuelle, 299.0000 DA 
Fiat,Doblo,2023,,,,, 331.0000 DA 
Gonow,Bien Mini bus,2016,,,,, 110.0000 DA 
Peugeot,407,2007,210902km,Diesel,2.0 HDI 140ch,Manuelle, 150.0000 DA 
Renault,1 Megane,1999,1km,Diesel,1.9 D 65ch,Manuelle, 52.0000 DA 
Nissan,Trail X,2010,880000km,Diesel,2.0 Dci 150 Ch,Manuelle, 120.0000 DA 
Volkswagen,Caddy Trendline,2013,230000km,Diesel,1.6 tdi,Automatique, 111.0000 DA 
Hyundai,Atos GL,2002,1000000km,Essence,1.0 ess 55ch,Manuelle, 70.0000 DA 
Hyundai,Creta DZ,2016,241km,Diesel,1.6 CRDI 128ch,Manuelle, 111.0000 DA 
Chevrolet,4 Aveo Lt portes,2006,490000km,GPL,1.5 ess 85ch,Manuelle, 120.0000 DA 
JAC,J3 La toute,2011,,,,, 100.0000 DA 
Chery,Youcyou,2019,,,,, 129.0000 DA 
Volkswagen,6 Golf Line R,2011,277000km,Diesel,2.0 TDI 140ch,Manuelle, 160.0000 DA 
Dacia,Duster FaceLift Laureate,2022,45000km,Diesel,,Manuelle, 111.0000 DA 
Seat,FR15 Leon,2019,180000km,Diesel,2.0 TDI 143ch,Manuelle, 405.0000 DA 
Hyundai,i10,2008,200000km,Essence,,Manuelle, 142.0000 DA 
Chevrolet,Base Lite Spark,2010,0000000000km,Essence,1.0 ess 68ch,Manuelle, 120.0000 DA 
Peugeot,208 Allure,2022,10900km,Diesel,1.6 HDI 92ch,Manuelle, 455.0000 DA 
Renault,Gtline Megane,2019,,,,, 390.0000 DA 
Kia,Cerato Koup,2013,260km,Essence,1.6 ess 124ch,Manuelle, 200.0000 DA 
Toyota,Corola,2014,,,,, 209.0000 DA 
Renault,5 Clio Zen,2021,,,,, 310.0000 DA 
Volkswagen,Bora,2002,150000km,Essence,1.8T ess,Manuelle, 135.0000 DA 
Seat,Edition Ibiza Sport,2014,230000km,GPL,1.4 ess 85ch,Manuelle, 230.0000 DA 
Mercedes,Classe E E270,2000,500000km,Diesel,270 CDI,Manuelle, 999.0000 DA 
Hyundai,H1 Tole,2008,250000km,Essence,,Manuelle, 120.0000 DA 
Peugeot,Partner Tepee,2012,202km,Diesel,1.6 HDI 112ch,Manuelle, 245.0000 DA 
Seat,Fr Leon,2013,260000km,Diesel,2.0 TDI 143ch,Manuelle, 240.0000 DA 
Renault,3 Gtline Megane,2013,111111km,Diesel,1.9,Manuelle, 150.0000 DA 
Peugeot,208 Style,2021,36000km,Essence,1.2 VTI 82ch,Manuelle, 320.0000 DA 
Renault,21,1993,,GPL,R25,Manuelle, 60.0000 DA 
Chery,Yoki,2019,,,,, 143.0000 DA 
Peugeot,Origin Partner,2012,31300km,Diesel,1.9 D 71ch,Manuelle, 153.0000 DA 
Chevrolet,4 Aveo portes,2012,298650km,Essence,1.2 GPL 16V 81ch,Manuelle, 167.0000 DA 
Volkswagen,7 Golf R-Line,2018,133000km,Diesel,2.0 TDI 143ch DSG,Manuelle, 550.0000 DA 
Renault,2 Clio Extreme,1999,412638km,Diesel,1.9 D 65ch,Manuelle, 63.0000 DA 
Dacia,Logan,2015,425000km,GPL,1.2 ess 16V 75ch,Manuelle, 149.0000 DA 
Kia,Sportage,2009,422000km,Diesel,2.0 CRDI 4X2 140ch,Manuelle, 165.0000 DA 
Seat,Leon,2012,286000km,Diesel,2.0 TDI 143CH,Manuelle, 187.0000 DA 
DFSK,2m30 Mini SC Truck,2015,115km,Essence,1.1 ess 53 ch,Manuelle, 110.0000 DA 
Seat,FR Ibiza,2019,111000km,Essence,1.6 MPi 110 ch,Manuelle, 400.0000 DA 
Geely,nan,1995,,,,, 60.0000 DA 
Renault,19,1994,4556666km,Diesel,1.9 DT 93ch,Manuelle, 37.0000 DA 
Seat,Leon Style,2019,150000km,Diesel,2.0 TDI 143ch,Manuelle, 360.0000 DA 
Volkswagen,5 Golf,2004,140000km,Diesel,2.0 TDI 140ch,Manuelle, 110.0000 DA 
Brilliance,FSV,2015,203000km,Essence,1.5 ess BVA,Automatique, 105.0000 DA 
Hyundai,6 Accent CRDi N.,2018,,,,, 255.0000 DA 
Seat,Cupra Leon R,2019,158000km,Essence,2.0 TSi 290ch,Automatique, 450.0000 DA 
Renault, 4 Clio GT Line,2018,150km,Diesel,,Manuelle, 285.0000 DA 
Volkswagen,Line R Tiguan,2017,219000km,,2.0 TDI 190ch,, 566.0000 DA 
Audi,Off Pack Q5 Road Tech,2011,178000km,Diesel,2.0 TDI 170ch,Automatique, 203.0000 DA 
Volkswagen,6 Polo united,2021,121.000km,Essence,1.0 Tsi 95 Ch,Automatique, 418.0000 DA 
Dacia,Sandero Stepway,2018,166000km,Diesel,1.5 DCI 75ch,Manuelle, 220.0000 DA 
Dacia,Duster,2015,218km,Diesel,1.5 DCI 4X2 110ch,Manuelle, 245.0000 DA 
Renault,Symbol,2019,220km,Essence,1.2 ess 16V  75ch,Manuelle, 211.0000 DA 
Renault, 4 Clio GT Line,2018,98000km,Diesel,1.5 DCI 85ch,Manuelle, 305.0000 DA 
Renault,Clio5 RS liene,2022,,,,, 123.0000 DA 
Seat,LINEA Leon R,2015,138000km,Diesel,2.0 TDI 143ch,Manuelle, 375.0000 DA 
Peugeot,407,2007,450km,GPL,2.0 ess 16V 140ch,Manuelle, 120.0000 DA 
Audi,Q3,2013,307km,Diesel,2.0 TDI 177ch Quattro,Automatique, 350.0000 DA 
Renault,1 Coupe Megane,1997,245000km,Essence,1.6 ess 90ch,Manuelle, 125.0000 DA 
Renault,Safrane,1994,,,,, 68.0000 DA 
Renault,9,1986,111111km,GPL,1.4 ess 68ch,Manuelle, 47.0000 DA 
Renault,Kangoo,2007,1111km,Diesel,1.9 D 65ch,Manuelle, 11.0000 DA 
Ford,2007 Ranger,2007,497000km,Diesel,2.5 TDCI 143ch,Manuelle, 132.0000 DA 
Fiat,Ducato,2023,,,,, 222.0000 DA 
Kia,LX Picanto Start,2020,20000km,Essence,1.2 ess 84ch,Manuelle, 290.0000 DA 
Toyota,Avensis,2015,232000km,Diesel,2.0 D4D 126ch,Manuelle, 360.0000 DA 
Renault,Clio5 Line Rs,2023,,,,, 487.0000 DA 
Volkswagen,Match Polo,2023,,,,, 390.0000 DA 
Volkswagen,7 Golf START,2019,114km,Diesel,2.0 TDi 143ch,Manuelle, 395.0000 DA 
Citroen,C5,2010,350km,Diesel,2.0 HDi 138,Manuelle, 145.0000 DA 
Volkswagen,#NAME?,2018,180000km,Diesel,2.0 TDI 140ch DSG,Automatique, 695.0000 DA 
Ford,4 Focus portes,2008,366km,Diesel,1.6 TDCI 90ch,Manuelle, 82.0000 DA 
Chery,QQ,2013,197km,Essence,0.8 ess 38ch,Manuelle, 73.0000 DA 
Citroen,Jumper,2012,,,,, 111.0000 DA 
Hyundai,DZ Grand i10 restylee,2019,136000km,Essence,1.2 ess 87ch BVA,Manuelle, 246.0000 DA 
Peugeot,Partner,2012,400km,Diesel,1.6 HDI 112ch,Manuelle, 145.0000 DA 
Peugeot,207 plus,2013,116000km,Essence,1.4 ess 75ch,Manuelle, 200.0000 DA 
Volkswagen,8 Golf Golf8 life,2021,,,,, 570.0000 DA 
Hyundai,DZ Grand i10 restylee,2019,135000km,Essence,1.2 ess 87ch BVA,Manuelle, 10.0000 DA 
Chery,Cherry,2019,,,,, 100.0000 DA 
Renault,Express,1999,250000km,Diesel,1.9,Manuelle, 69.0000 DA 
Volkswagen,Caddy,2019,118000km,Diesel,2.0 TDi 110ch,Manuelle, 12.0000 DA 
Mercedes,CL,2003,,Diesel,,, 111.0000 DA 
Fiat,Doblo Hdi,2023,,,,, 340.0000 DA 
Chevrolet,Base Lite Spark,2015,104000km,Essence,1.0 ess 68ch,Manuelle, 135.0000 DA 
Peugeot,2008,2008,178000km,Diesel,1.6 E-HDI 92ch,Manuelle, 190.0000 DA 
Volkswagen,7 Golf Gtd,2017,173km,Diesel,2.0 TDI 184ch DSG,Automatique, 470.0000 DA 
Peugeot,308 Ccr ccr gt,2023,,,,, 590.0000 DA 
Nissan,4x2 Elegance Navara,2013,469km,Diesel,2.5 DDTI 4x2 144ch,Manuelle, 230.0000 DA 
Peugeot,Partner Tepee,2015,193000km,Diesel,1.6 HDI 90ch,Manuelle, 228.0000 DA 
Toyota,Hilux,2009,598000km,Diesel,D4D 4.2,Manuelle, 300.0000 DA 
Mercedes,250 250d 5 d turbo,1991,,,,, 203.0000 DA 
Audi,Line Q5 S,2016,205000km,Diesel,2.0 TDI 177ch Quattro S-Tronic 7,Automatique, 450.0000 DA 
Peugeot,308 allure,2013,230000km,Diesel,1.6 HDI 112ch,Manuelle, 210.0000 DA 
Dacia,Sandero,2012,250000km,GPL,1.6 ess 90ch,Manuelle, 11.0000 DA 
Changan,Benni mini,2014,172000km,Essence,1.0 ess 68ch,Manuelle, 80.0000 DA 
Changan,Benni mini,2015,240000km,Essence,1.0 ess 68ch,Manuelle, 95.0000 DA 
Renault,4,1984,,Essence,,Manuelle, 24.0000 DA 
Volkswagen,7 Golf,2017,195000km,Diesel,,Automatique, 370.0000 DA 
Hyundai,Matrix,2009,36000km,Diesel,1.6 crdi,Manuelle, 95.0000 DA 
Seat,Beats Fr Leon,2019,170.000km,Diesel,2.0 TDI 143ch,Semi Automatique, 420.0000 DA 
Hyundai,DZ Grand i10 restylee,2018,118km,Essence,1.2 ess 87ch,Manuelle, 225.0000 DA 
Chery,QQ,2013,250000km,Essence,1.1 ess 68ch,Manuelle, 92.0000 DA 
Renault,Symbol,2019,190000km,GPL,1.6 ess 100ch,Manuelle, 200.0000 DA 
Renault,Kangoo,2007,292000km,Diesel,1.9 D 65ch,Manuelle, 155.0000 DA 
Suzuki,800 Maruti,2008,,,,, 54.0000 DA 
Mercedes,C Classe,2011,240000km,Diesel,250 BlueEFFICIENCY 211ch,Automatique, 270.0000 DA 
Fiat,City Tipo,2023,,,,, 306.0000 DA 
Toyota,Hilux,2013,380000km,Diesel,2.5 D4D 144ch,Manuelle, 395.0000 DA 
Dacia,Logan,2012,280000km,Essence,1.4 ess 75ch,Manuelle, 180.0000 DA 
Fiat,Fire Palio,2006,300km,Essence,1.2 ess 73ch,Manuelle, 68.0000 DA 
Nissan,City Micra,2004,2000km,Essence,1.3 ess 80ch,Manuelle, 80.0000 DA 
Volkswagen,4 Golf,2002,,Diesel,,Manuelle, 145.0000 DA 
Ford,5 Focus portes,2008,265000km,Diesel,1.8 TDCI 115ch,Manuelle, 135.0000 DA 
Hyundai,SantaFe,2008,320km,Diesel,2.2 CRDI 155ch,Manuelle, 155.0000 DA 
Volkswagen,7 Golf R-Line,2019,192km,Diesel,2.0 TDi 143ch,Automatique, 500.0000 DA 
Hyundai,Atos GLS,2011,413000km,GPL,1.1 ess 63ch,Manuelle, 135.0000 DA 
Ford,4 Focus Titanium portes,2012,259km,Essence,1.6 Ti VCT 105ch,Manuelle, 150.0000 DA 
Fiat,Decato Kanich,2023,,,,, 406.0000 DA 
Ford,Fiesta,2008,330000km,Essence,1.3 ess 68ch,Manuelle, 90.0000 DA 
Audi,A1 Back Sport,2022,16000km,Essence,1.0 tfsi 110 cv,Automatique, 620.0000 DA 
Volkswagen,Passat,2007,228000km,Diesel,2.0 TDI 170ch,Manuelle, 145.0000 DA 
DFSK,K01S Semple cabine,2024,,,,, 170.0000 DA 
Fiat,SKUDO,2023,75km,Diesel,2L HDI,Manuelle, 395.0000 DA 
Fiat,SKUDO,2023,,,,, 395.0000 DA 
Geely,2 MK,2014,35488km,Essence,,Manuelle, 170.0000 DA 
Renault,Scenic,2002,336846km,Diesel,1.9 DCI 105ch,Manuelle, 130.0000 DA 
Fiat,Uno,2006,47000km,Essence,1.3 fire,Manuelle, 65.0000 DA 
Hyundai,Accent Confort,2019,92000km,Diesel,1.6 CRDI 128ch,Manuelle, 270.0000 DA 
Renault,Bye Campus Clio bye,2013,286000km,Essence,1.2 ess 16V 75ch,Manuelle, 170.0000 DA 
Volkswagen,Confortline Polo,2021,58000km,Essence,1.0 TSI 95 ch,Manuelle, 400.0000 DA 
Chevrolet,4 Sail portes,2013,208km,Essence,1.4 ess 97ch,Manuelle, 170.0000 DA 
Renault,Kangoo,2003,315000km,Diesel,1.9 D 65ch,Manuelle, 125.0000 DA 
Volkswagen,7 Golf Start,2017,291000km,Diesel,2.0 TDI 110ch,Manuelle, 111.0000 DA 
Seat,Black Ibiza Line,2016,114000km,Essence,1.6 MPi 90ch,Manuelle, 41.0000 DA 
Chery,QQ,2012,330000km,Essence,0.8 ess 38ch,Manuelle, 70.0000 DA 
Chevrolet,New Spark,2011,254000km,Essence,1.2 ess 16V 81ch,Manuelle, 333.0000 DA 
Volkswagen,8 Golf gte,2021,,,,, 111.0000 DA 
Toyota,Sedan Yaris,2010,337000km,GPL,1.3 VVTI 100ch,Manuelle, 160.0000 DA 
Hyundai,DZ Grand i10,2019,101000km,Essence,1.2 ess 87ch,Manuelle, 268.0000 DA 
Ford,Transit,2015,,,,, 220.0000 DA 
Chevrolet,5 Optra portes,2006,400km,GPL,1.6 ess 16V 109ch,Manuelle, 100.0000 DA 
Peugeot,308 GT,2023,9000km,Essence,1.2,Automatique, 610.0000 DA 
Volkswagen,Golf8 Rline,2023,,,,, 800.0000 DA 
Volkswagen,New R-Line Tiguan,2018,155000km,Diesel,190 ch,Automatique, 111.0000 DA 
Volkswagen,Line R Tiguan,2012,371km,Diesel,2.0 TDI 140ch,Automatique, 400.0000 DA 
Fiat,Citi Tipo plous,2023,,,,, 310.0000 DA 
Hyundai,Accent GLS,2009,329000km,GPL,1.5 ess 91ch,Manuelle, 165.0000 DA 
Hyundai,Accent,2012,615000km,GPL,1.5 ess 91ch,Manuelle, 168.0000 DA 
Renault, 4 Clio GT Line,2019,200000km,Diesel,,Manuelle, 270.0000 DA 
Dacia,2 Duster Extreme,2023,5633km,Essence,1.3 TCE 140 CV,Manuelle, 495.0000 DA 
Fiat,Doblo Professionnel,2023,600km,Diesel,1'6 hdi,Manuelle, 332.0000 DA 
Peugeot,301 Active,2013,252000km,,1.2 VTI 72ch,Manuelle, 333.0000 DA 
Suzuki,1.2L AUTOMATIC GLX HI(i) Swift TRANSMISSION,2023,,,,, 308.0000 DA 
Renault,19 chamad,1990,,Essence,Exspress 76,Manuelle, 42.0000 DA 
Suzuki,Alto,2013,209000km,Essence,1.0 ess 68ch,Manuelle, 100.0000 DA 
Seat,Marbella,1997,68200km,Essence,0.9 ess 42ch,Automatique, 46.0000 DA 
Renault,1 Clio,1995,222222km,Diesel,1.9 D 65ch,Manuelle, 56.0000 DA 
Chevrolet,4 Aveo portes,2007,277km,GPL,1.5 ess 85ch,Manuelle, 142.0000 DA 
Skoda,Carlo Fabia Monte,2021,47000km,Essence,1.2 HTP 70ch,Automatique, 111.0000 DA 
Opel,Astra elegance,2023,550km,Essence,1.2 essence 130 ch,Automatique, 440.0000 DA 
Suzuki,Monti Swift carlo,2023,,,,, 290.0000 DA 
Land Rover,2 Freelander,2014,70000km,Diesel,2.2 SD4 - 2.2 D 190ch BVA,Automatique, 555.0000 DA 
Volkswagen,5 Golf R32,2007,478km,Diesel,2.0 TDI 140ch,Manuelle, 145.0000 DA 
Chery,2019 Yoki,2019,,,,, 160.0000 DA 
Audi,Berline S3,2015,180000km,Essence,,Automatique, 470.0000 DA 
Mercedes,CL,1993,,Diesel,4 cilender,Manuelle, 123.0000 DA 
Renault,4 Clio Dynamique plus,2014,243000km,Essence,1.2 ess 16V 75ch,Manuelle, 178.0000 DA 
Seat,Beats Leon,2019,93000km,Diesel,2.0 TDI 140ch,Manuelle, 480.0000 DA 
Audi,Off Pack Q5 Road Tech,2014,200000km,Diesel,2.0 TDI 177ch Quattro S-Tronic 7,Automatique, 444.0000 DA 
Peugeot,3008 Allure,2021,82000km,Essence,1.2,Manuelle, 460.0000 DA 
Great,Cabine Simple Wall Wingle,2011,1km,Diesel,2.5,Manuelle, 120.0000 DA 
DFSK,2024 K01s,2024,,,,, 170.0000 DA 
Kia,Sportage,2013,290000km,Diesel,2.0 CRDI 177 4x2,Automatique, 300.0000 DA 
Tata,2.2 La dicor tout,2013,,,,, 100.0000 DA 
Renault,2 4 Clio Facelift Limited,2021,38300km,Diesel,1.5 DCi 85ch,Manuelle, 360.0000 DA 
Seat,Ibiza,2017,000km,Essence,1.4 ess 85ch,Manuelle, 111.0000 DA 
Nissan,Gr Long Patrol,2000,395000km,Essence,,Manuelle, 310.0000 DA 
Chevrolet,5 Aveo portes,2008,440000km,GPL,1.5 ess 85ch,Manuelle, 108.0000 DA 
Peugeot,Partner Tepee,2017,155000km,Diesel,1.6 HDI FAP 115 CH,Manuelle, 335.0000 DA 
Volkswagen,Passat,2001,300000km,Diesel,1.9tdi. 110ch,Semi Automatique, 82.0000 DA 
Kia,Picanto Sportline,2017,114000km,Essence,1.2 ess 84ch,Automatique, 250.0000 DA 
Peugeot,208 Style,2014,280000km,Essence,1.2 VTI 82ch,Manuelle, 120.0000 DA 
Seat,FR Ibiza,2019,82km,Essence,1.6 MPi 110 ch,Manuelle, 389.0000 DA 
Volkswagen,7 Drave Golf,2019,112000km,Diesel,2.0 TDI 143ch DSG,Automatique, 480.0000 DA 
Volkswagen,7 Carat Golf plus,2016,117000km,Diesel,2.0 TDI 143ch DSG,Automatique, 123.0000 DA 
Nissan,5 Tiida portes,2007,47700km,GPL,1.6 ess 109ch,Manuelle, 100.0000 DA 
Peugeot,2008 Allure,2008,40600km,Diesel,1.6 E-HDI 92ch,Manuelle, 410.0000 DA 
Hyundai,Elantra La toute,2023,,,,, 500.0000 DA 
Seat,LINEA Leon R,2015,305000km,Diesel,2.0 TDI 143ch,Manuelle, 270.0000 DA 
Peugeot,3008 Premium,2022,3000km,Essence,,Automatique, 685.0000 DA 
Chevrolet,5 Aveo portes,2007,375km,GPL,1.5 ess 85ch,Manuelle, 115.0000 DA 
Peugeot,206,2006,320000km,Essence,1.1 ess 60ch,Manuelle, 105.0000 DA 
Renault,4 Clio,2019,47000km,Diesel,1.5 DCI 85ch,Manuelle, 300.0000 DA 
Renault,2023 Romania diesel in made symbole,2023,,,,, 380.0000 DA 
Renault,Kangoo,2007,300km,Diesel,1.5 DCI 70ch,Manuelle, 140.0000 DA 
Chevrolet,Captiva LTZ,2010,318000km,Diesel,2.0 VCDI 150ch,Automatique, 120.0000 DA 
Peugeot,208 Tech Vision,2019,155000km,Diesel,1.6 HDI 92ch,Manuelle, 260.0000 DA 
Volkswagen,Fox,2007,380000km,Essence,1.4 ess 75ch,Manuelle, 80.0000 DA 
Renault,2 Megane,2007,100km,Diesel,1.5 DCI 105ch,Manuelle, 125.0000 DA 
Volkswagen,Life Polo,2014,136000km,Essence,1.4 ess 85ch,Manuelle, 260.0000 DA 
Suzuki,800 Maruti,2013,200km,Essence,0.8 ess 47ch,Manuelle, 70.0000 DA 
BYD,F0,2013,216000km,Essence,1.0 ess 67ch,Manuelle, 87.0000 DA 
Fiat,Scudo,2024,,,,, 420.0000 DA 
Renault,1 Expression Megane,2000,325000km,Diesel,1.9 DTI 100ch,Manuelle, 110.0000 DA 
Skoda,Ambition Fabia,2021,34000km,Essence,1.0 MPI 75ch,Manuelle, 300.0000 DA 
Seat,Ibiza Sol,2018,225000km,Essence,1.6 MPi 110 ch,Manuelle, 211.0000 DA 
Nissan,Cabine Double Navara,2014,288000km,Diesel,,, 123.0000 DA 
Peugeot,2008 Allure,2008,230000km,Essence,1.6 VTI 120ch,Manuelle, 195.0000 DA 
Peugeot,308 Allure,2022,24000km,Essence,1.2 purtache 130Ch,Automatique, 111.0000 DA 
Chevrolet,5 Sail portes,2011,0000000km,Essence,1.2 ess 80ch,Manuelle, 111.0000 DA 
Volkswagen,Polo R-line,2014,230km,Essence,1.4 ess 85ch,Manuelle, 240.0000 DA 
Chery,S18,2012,266km,Essence,1.3 ess 84ch,Manuelle, 110.0000 DA 
Fiat,500X Club,2023,,,,, 378.0000 DA 
Volkswagen,New Tiguan,2020,46885km,Diesel,,Automatique, 880.0000 DA 
Renault,1 Clio,1995,,Diesel,1.9 D 65ch,Manuelle, 33.0000 DA 
Volkswagen,7 Golf,2014,245000km,Diesel,2.0 TDI 110ch,Manuelle, 290.0000 DA 
Volkswagen,Polo R-line,2014,285000km,Essence,1.4 ess 85ch,Manuelle, 225.0000 DA 
Ibiza,ITECH,2014,,,,, 123.0000 DA 
Mazda,1999 2300,1999,,,,, 50.0000 DA 
Renault,2 Scenic,2005,316025km,Diesel,1.9 DCI 130ch,Manuelle, 125.0000 DA 
Volkswagen,5 Golf R-Line,2009,365km,Diesel,2.0 TDI 140ch,Manuelle, 130.0000 DA 
Volkswagen,Up,2021,102000km,Essence,1.0 ess 60ch,Manuelle, 265.0000 DA 
Skoda,&amp; Klement Laurin Octavia,2019,82000km,Diesel,2.0 TDI 143ch DSG 6,Automatique, 625.0000 DA 
Toyota,Hilux,2023,,,,, 10.0000 DA 
Renault,4 Clio gt line,2019,123000km,Diesel,1.5 DCI 85ch,Manuelle, 300.0000 DA 
Seat,Ibiza,2016,,,,, 20.0000 DA 
Dacia,Sandero Techroad,2019,128000km,Diesel,1.5 DCI 90ch,Manuelle, 260.0000 DA 
Renault,Symbol,2011,340km,GPL,1.4 ess 75ch,Manuelle, 175.0000 DA 
Volkswagen,Beats Polo,2018,189000km,Essence,1.6 MPi 90ch,Manuelle, 283.0000 DA 
Peugeot,308 Gt,2023,,,,, 625.0000 DA 
Volkswagen,4 Golf,2001,6km,Diesel,1.9 TDI 100ch,Manuelle, 71.0000 DA 
Volkswagen,7 Golf Highline,2013,374000km,Diesel,2.0 TDI 110ch DSG,Automatique, 111.0000 DA 
Peugeot,508,2012,295000km,Diesel,2.0 HDI 163ch,Manuelle, 170.0000 DA 
Renault,3 Dynamique Megane,2010,300km,Diesel,Dci 1.9 130 ch,Manuelle, 135.0000 DA 
Volkswagen,7 Golf,2016,139000km,Essence,2.0 TDI 143ch DSG,Automatique, 111.0000 DA 
Fiat,Punto,2000,0km,Essence,1.2,Manuelle, 60.0000 DA 
Peugeot,2008 Allure,2008,206000km,Diesel,1.6 E-HDI 92ch,Manuelle, 210.0000 DA 
Volkswagen,4 Golf,2001,202000km,Diesel,1.9 TDI 110ch,Manuelle, 180.0000 DA 
Toyota,Corolla,2023,,,,, 618.0000 DA 
Dacia,Sandero Stepway,2019,128000km,Diesel,1.5 DCI 90ch,Manuelle, 300.0000 DA 
Renault,19,1994,00000000km,Diesel,1.9 DT 93ch,Manuelle, 38.0000 DA 
Peugeot,208,2021,25342km,Essence,,Manuelle, 370.0000 DA 
Renault,Captur,2021,87000km,Essence,1,Manuelle, 360.0000 DA 
Renault,Captur Luxe,2015,170km,Diesel,1.5 DCI 85ch,Manuelle, 235.0000 DA 
Peugeot,Rifter,2022,,,,, 525.0000 DA 
suzki,800 maruti,2010,,,,, 70.0000 DA 
Peugeot,505,1989,111111km,GPL,1.8 ess 90ch,Manuelle, 58.0000 DA 
Hyundai,Tucson,2017,225000km,Diesel,2.0 CRDI 4WD 184ch,Automatique, 450.0000 DA 
Dacia,Duster,2023,,,,, 100.0000 DA 
Faw,Classique Xiali,2008,,,,, 57.0000 DA 
Peugeot,207,2011,250000km,Diesel,1.6 HDI 92ch,Manuelle, 130.0000 DA 
Kia,Stonic,2021,,,,, 395.0000 DA 
Renault,Kangoo,2003,68000km,Diesel,1.9 D 65ch,Manuelle, 95.0000 DA 
Volkswagen,Alltrack Caddy,2019,71000km,Diesel,2.0 TDI 140ch,Manuelle, 570.0000 DA 
Peugeot,Origin Partner,2005,500000km,Diesel,1.9 D 71ch,Manuelle, 135.0000 DA 
