brand,model,year,kilometer,fuel,engine,transmission,price
Renault,Bye Campus Clio bye,2015,211000km,Essence,1.2 ess 16V 75ch,Manuelle, 200.0000 DA 
Tata,Manza,2015,130km,GPL,1.4 ess 90ch,Manuelle, 139.0000 DA 
Kia,LX Picanto Start,2019,115km,Essence,1.2 ess CVVT 87ch,Manuelle, 123.0000 DA 
Peugeot,301 Active,2013,266km,Essence,1.2 VTI 72ch,Manuelle, 115.0000 DA 
Renault,Captur,2021,,Essence,1.3 /140 Eh,Automatique, 420.0000 DA 
Fiat,1.9 4x4 Cabine Diesel Double Titano Volcano,2024,,,,, 428.9000 DA 
Seat,FR Leon,2018,225000km,Diesel,2.0 TDI 143ch,Manuelle, 452.0000 DA 
Hyundai,Accent,2016,253000km,Essence,,, 230.0000 DA 
Seat,FR Leon,2018,175000km,Diesel,2.0 TDI 143ch,Manuelle, 455.0000 DA 
Renault,Bye Campus Clio bye,2014,185000km,Essence,1.2 ess 16V 75ch,Manuelle, 205.0000 DA 
Volkswagen,8 Golf United,2021,,,,, 470.0000 DA 
Dacia,Logan,2016,204000km,GPL,1.2 ess 16V 75ch,Manuelle, 215.0000 DA 
Renault,1 Clio,1997,999999km,Essence,1.2 ess 60ch,Manuelle, 65.0000 DA 
Seat,ARONA Style,2019,65000km,Essence,1.6 MPi 110 ch,Automatique, 370.0000 DA 
Seat,Facelift Ibiza Style,2020,51500km,Essence,1.0 110cv turbo,Manuelle, 355.0000 DA 
Dacia,Logan,2016,228000km,Essence,1.2 ess 16V 75ch,Manuelle, 200.0000 DA 
Mercedes,1 A Classe Edition,2022,55000km,Diesel,A200 156ch BlueEFFICIENCY,Automatique, 750.0000 DA 
Volkswagen,8 GTE Golf,2023,,,,, 720.0000 DA 
Renault,(Utilitaire) Grand Kangoo confort,2015,254000km,Diesel,1.5 DCI 110ch,Manuelle, 230.0000 DA 
Audi,A1 Line S,2014,162000km,Essence,1.4 TFSI 122ch,Automatique, 265.0000 DA 
Volkswagen,Beats Polo,2019,39000km,Essence,1.6 MPi 90ch,Manuelle, 372.0000 DA 
Kia,EX Picanto,2019,83000km,Essence,1.2 ess 84ch,Manuelle, 245.0000 DA 
Volkswagen,Line R Tiguan,2014,166km,Diesel,2.0 TDI 170ch,Automatique, 440.0000 DA 
Peugeot,308 Gt,2023,5000km,Essence,,Automatique, 570.0000 DA 
Citroen,C3 Collection,2011,109000km,Diesel,1.6 e HDI 92ch,Manuelle, 200.0000 DA 
Renault,Symbol Thalia,2013,226km,GPL,1.2 ess 16V  75ch,Manuelle, 43.0000 DA 
Suzuki,Swift,2009,35000km,Essence,1.3 ess 92ch,Manuelle, 123.0000 DA 
Volkswagen,Caddy,2019,203000km,Diesel,2.0 TDi 110ch,Manuelle, 380.0000 DA 
Renault,3 Clio,2010,380km,Diesel,1.5 DCI 86ch,Manuelle, 160.0000 DA 
Renault,Campus Clio,2015,180000km,GPL,1.2 ess,, 215.0000 DA 
Renault,Kadjar,2016,24000km,Diesel,1.6 DCi 130ch,Manuelle, 425.0000 DA 
Hyundai,H1,2009,300km,Diesel,2.5 D 125ch,Manuelle, 188.0000 DA 
Volkswagen,6 Golf R20,2011,249000km,Essence,2.0 TSI 270ch DSG6 R20,Automatique, 180.0000 DA 
Volkswagen,7 GTD Golf,2017,171450km,Diesel,2.0 TDI 184ch DSG,Automatique, 438.0000 DA 
Kia,LX Picanto Start,2018,10km,Essence,1.2 ess 84ch,Manuelle, 280.0000 DA 
Seat,Ateca Fr,2017,,,,, 580.0000 DA 
Nissan,4x2 Elegance Navara,2013,147000km,Diesel,2.5 DDTI 4x2 144ch,Manuelle, 320.0000 DA 
Renault,2 Clio,2003,384000km,Essence,1.2 ess 16V 75ch,Manuelle, 110.0000 DA 
Peugeot,208,2016,123400km,Essence,1.2 VTI 82ch,Manuelle, 173.0000 DA 
Citroen,Confort Nemo,2009,520000km,Diesel,1.4 ess 75ch,Manuelle, 110.0000 DA 
Volkswagen,7 Edition Golf R Sport,2016,160000km,Essence,2.0 TSI 300ch DSG,Automatique, 450.0000 DA 
Seat,FR Ibiza,2012,300km,Diesel,1.6 TDI 105ch,Manuelle, 180.0000 DA 
Renault,5 Clio Rs line,2023,,,,, 480.0000 DA 
Dacia,Sandero Stepway,2022,2km,Essence,1.6 ess 90ch,Manuelle, 350.0000 DA 
Dacia,Duster Extreme,2022,30000km,Essence,1.0 eco G,Manuelle, 123.0000 DA 
BMW,3 M Pack Serie,2013,395000km,Diesel,320d,Automatique, 200.0000 DA 
Renault,3 Intense Megane,2015,225000km,Diesel,1.9 DCI 130ch,Manuelle, 265.0000 DA 
Renault,Symbol,2017,200000km,Essence,1.6 ess 100ch,Manuelle, 225.0000 DA 
Chevrolet,Spark,2009,330000km,Essence,1.0 ess 68ch,Manuelle, 85.0000 DA 
Peugeot,206 Plus,2011,293250km,Essence,1.1 ess 60ch,Manuelle, 130.0000 DA 
Renault,3 Clio,2011,372000km,,1.5 DCI 90ch,, 123.0000 DA 
Volkswagen,7 Golf,2014,358000km,Diesel,2.0 TDI 110ch DSG,Manuelle, 123.0000 DA 
Chevrolet,5 Exclusive Sail portes,2012,316km,Essence,1.4 ess 97ch,Manuelle, 140.0000 DA 
Seat,Fr Leon,2012,240000km,Diesel,2.0 TDI 140ch,Manuelle, 111.0000 DA 
Hyundai,Atos XS,2011,265km,Essence,1.1 ess 63ch,Manuelle, 111.0000 DA 
BMW,5 M Pack Serie,2009,250km,Diesel,520d,Manuelle, 190.0000 DA 
Renault,2 Clio,2004,264km,Diesel,1.5 DCI 65ch,, 122.0000 DA 
Skoda,Clever Octavia,2019,189200km,Diesel,2.0 TDI 143ch,Automatique, 435.0000 DA 
Geely,MK,2010,80000km,Essence,1.5,Manuelle, 82.0000 DA 
Land Rover,5 Dynamique Evoque Portes Range,2018,77000km,Diesel,hse 2.2 D 190ch,Automatique, 999.0000 DA 
Chevrolet,4 Aveo portes,2011,111km,GPL,1.5 ess 85ch,Manuelle, 145.0000 DA 
Citroen,C Elysee,2015,178km,GPL,1.2 VTI 72ch,Manuelle, 152.0000 DA 
Renault,2 Dynamique Laguna,2002,190km,Diesel,1.9 DCI 110ch,Manuelle, 110.0000 DA 
Fiat,Life Tipo,2023,,,,, 346.0000 DA 
Renault,Symbol,2018,148000km,Diesel,1.5 Dci 85ch,Manuelle, 111.0000 DA 
Fiat,500x Club,2024,,,,, 391.0000 DA 
Seat,Beats Leon,2019,150000km,Diesel,2.0 TDI 140ch,Manuelle, 450.0000 DA 
Peugeot,208 Allure,2015,280000km,Diesel,1.6 HDI 92ch,Manuelle, 218.0000 DA 
Renault,5 Clio Intense,2021,,,,, 360.0000 DA 
Fiat,Life Tipo,2023,,,,, 355.0000 DA 
Toyota,RAV4,2013,152000km,Diesel,2.2 D4D 150ch,Automatique, 280.0000 DA 
Chevrolet,New Sonic,2017,93000km,Essence,1.2,Manuelle, 205.0000 DA 
FOTON,Cabine Double TUNLAND,2016,127000km,Diesel,2.5 D 115ch,Manuelle, 121.0000 DA 
Peugeot,Allure Partner Tepee,2015,190km,Diesel,1.6 HDI FAP 115 CH,Manuelle, 260.0000 DA 
Suzuki,800 Maruti,2008,99999km,Essence,0.8 ess 47ch,Manuelle, 65.0000 DA 
Renault, 4 Clio GT Line,2019,70000km,Diesel,110chv boit 6,Manuelle, 365.0000 DA 
Renault,3 Black GT Line Megane Touch,2017,192000km,Diesel,1.9 DCI 130ch,Manuelle, 123.0000 DA 
Peugeot,308,2013,357600km,Diesel,1.6 HDI 112ch,Manuelle, 125.0000 DA 
Kia,LX Picanto Start,2020,130000km,Essence,1.2 ess 84ch,Manuelle, 258.0000 DA 
Hyundai,i10,2014,156000km,Essence,1.2,Manuelle, 193.0000 DA 
Renault,Kangoo,2014,268km,Diesel,1.5 DCI 80ch,Manuelle, 195.0000 DA 
Renault,2 Laguna,2008,236000km,Diesel,,Manuelle, 180.0000 DA 
Kia,Sportage,2011,200000km,Diesel,2.0 CRDI 4X2 140ch,Automatique, 265.0000 DA 
Audi,A5 Line S Sportback,2010,666666km,Diesel,2.0 TFSI 180ch,Manuelle, 111.0000 DA 
Chevrolet,5 Aveo LS portes,2011,180000km,GPL,1.5 ess 85ch,Manuelle, 180.0000 DA 
Renault,Symbol,2017,157000km,,1.6 ess 100ch,Manuelle, 270.0000 DA 
Skoda,Fabia,2023,,,,, 580.0000 DA 
Volkswagen,7 Golf,2016,154000km,Diesel,2.0 TDI 110ch,Manuelle, 387.0000 DA 
Volkswagen,Passat,2008,370km,Essence,140,Manuelle, 157.0000 DA 
Dacia,nan,2023,,,,, 560.0000 DA 
Kia,GT-Line Sportage restyle,2022,39000km,Essence,1.6,Automatique, 123.0000 DA 
Lifan,2015 320,2015,,,,, 87.0000 DA 
Volkswagen,Caddy Cup,2015,185000km,Diesel,2.0 TDi 110ch,Manuelle, 123.0000 DA 
Volkswagen,7 GTD Golf,2023,10km,Diesel,,Automatique, 950.0000 DA 
Kia,Sorento,2012,,,,, 220.0000 DA 
Suzuki,SX4,2008,540km,GPL,1.6 VVT 104ch,Manuelle, 100.0000 DA 
Volkswagen,Life Taigo plus,2023,,,,, 525.0000 DA 
Renault,Symbol,2019,113000km,Essence,1.2 ess 16V  75ch,Manuelle, 70.0000 DA 
Kia,Picanto Style,2009,275000km,Essence,1.1,Manuelle, 140.0000 DA 
Chevrolet,4 LS Optra portes,2014,250000km,Essence,1.5 ess 112ch,Manuelle, 127.0000 DA 
Toyota,Yaris,2015,30600km,Essence,1.3 VVTI 99ch BVA,Automatique, 290.0000 DA 
Nissan,Sunny,2014,303km,Essence,1.5 ess 100ch,Manuelle, 140.0000 DA 
Fiat,Doobloo,2024,,,,, 370.0000 DA 
Renault, 4 Clio GT Line,2019,173km,Diesel,1.5 DCI 85ch,Manuelle, 285.0000 DA 
Seat,Facelift Ibiza Style,2018,97000km,Essence,1.6 MPi 110 ch,, 319.0000 DA 
Ford,Figo,2013,98000km,Essence,1.4 ess 83ch,Manuelle, 163.0000 DA 
Hyundai,Atos GL,2009,242000km,,1.1 ess 63ch,Manuelle, 123.0000 DA 
Daewoo,Espero,1998,44444km,Essence,1.5 ess 90ch,Manuelle, 35.0000 DA 
Audi,Line Q5 S,2021,45100km,Diesel,Tdi 200,Automatique, 880.0000 DA 
Toyota,Corolla,2014,198000km,GPL,1.6 ess 122ch,Manuelle, 220.0000 DA 
Seat,Cupra Leon R,2010,255000km,Diesel,2.0 TDI 140ch,Manuelle, 135.0000 DA 
Cupra,Formentor VZ beats full line option,2023,,,,, 890.0000 DA 
Skoda,Favorit,1993,111111km,Essence,1.3 ess 63ch,Manuelle, 50.0000 DA 
Renault,Bladi In Made Symbol,2017,400000km,,,Manuelle, 145.0000 DA 
Renault,Fluence Privilege,2010,490km,Diesel,1.5 110 bǫte 6,Manuelle, 135.0000 DA 
Peugeot,205 Coucher,1986,,,,, 38.0000 DA 
Dacia,Sandero Stepway,2021,89000km,Diesel,1.5 DCI 90ch,Manuelle, 111.0000 DA 
Renault,Kangoo,2000,377000km,Diesel,1.9 D 65ch,Manuelle, 110.0000 DA 
Suzuki,800 Maruti,2012,10900km,Essence,0.8 ess 47ch,Manuelle, 81.0000 DA 
Kia,4*4 Sorento awd,2010,252000km,Diesel,2.2 CRDI 197ch,Manuelle, 230.0000 DA 
Chery,1.5 7 Chery Luxury Pro TCI Tiggo,2024,,,,, 550.0000 DA 
Chevrolet,4 Sail portes,2015,515km,GPL,1.2 ess 80ch,Manuelle, 111.0000 DA 
Fiat,#NAME?,2024,00km,Essence,1.6,Automatique, 111.0000 DA 
Fiat,500x Club,2024,,,,, 11.0000 DA 
Suzuki,800 Maruti,2013,186000km,Essence,0.8 ess 47ch,Manuelle, 77.0000 DA 
Volkswagen,7 Blue Golf motoin,2017,218km,,,, 385.0000 DA 
Renault,4 Clio Limited,2016,145000km,Essence,1.2 ess 16V 75ch,Manuelle, 123.0000 DA 
Citroen,Jumpy Multispace,2022,10000km,Diesel,,Manuelle, 540.0000 DA 
Hyundai,Accent GLS,2009,2222km,GPL,1.5 ess 91ch,Manuelle, 999.0000 DA 
Peugeot,206,2002,475km,Essence,1.4 ess 75ch,Manuelle, 66.0000 DA 
Fiat,tipo,2023,34000km,GPL,"1,6",Automatique, 310.0000 DA 
Renault,Kwid,2024,,,,, 265.0000 DA 
Volkswagen,7 Golf Gtd R kit,2019,90000km,Diesel,2.0 TDI 177ch DSG6,Automatique, 620.0000 DA 
Volkswagen,T-ROC UNITED,2021,,,,, 575.0000 DA 
Renault,Clio5,2023,,,,, 440.0000 DA 
Nissan,4x4 Elegance Navara,2011,440km,Diesel,2.5 DCI 174ch,Manuelle, 220.0000 DA 
Renault,Campus Clio,2013,265000km,Essence,1.2 ess 16V 75ch,Manuelle, 176.0000 DA 
Peugeot,206,2006,,Essence,,Manuelle, 123.0000 DA 
Volkswagen,7 Golf JOIN,2018,232000km,Diesel,2.0 TDi 143ch,Manuelle, 395.0000 DA 
Dacia,Sandero Techroad,2019,148000km,GPL,1.6 ess 90ch,Manuelle, 258.0000 DA 
Peugeot,207 Active New,2013,8000km,Essence,1.4 ess 75ch,Manuelle, 268.0000 DA 
Peugeot,207,2012,225450km,Essence,1.6 VTI 120ch,Manuelle, 117.0000 DA 
Chevrolet,Base Lite Spark,2013,260km,Essence,1.0 ess 68ch,Manuelle, 128.0000 DA 
Fiat,500 Dolcevita dolcevita,2023,,,,, 245.0000 DA 
Skoda,Ambition Octavia,2017,12000km,Diesel,2.0 TDI 143ch,Manuelle, 545.0000 DA 
Renault,Clio5 Rs line,2023,,,,, 480.0000 DA 
Volkswagen,CC Line Passat R,2013,276000km,Diesel,,Automatique, 250.0000 DA 
Skoda,DGS Elegance Octavia,2015,202000km,Diesel,2.0 TDI 143ch DSG 6,Automatique, 295.0000 DA 
Chevrolet,5 Aveo LS portes,2008,99000km,Essence,1.5 ess 85ch,Manuelle, 165.0000 DA 
Renault,Fluence Privilege,2011,355000km,Diesel,1.5 DCI 105ch,Manuelle, 555.0000 DA 
Fiat,Doblo Professional,2023,,,,, 123.0000 DA 
Volkswagen,Style Tiguan,2012,345082km,Diesel,2.0 TDI 140ch,Automatique, 235.0000 DA 
Suzuki,Maruti Zen,2005,310000km,GPL,1.0 ess 68ch,Manuelle, 98.0000 DA 
Peugeot,207 Sportium,2012,191000km,Essence,1.4 VTI 95ch,Manuelle, 155.0000 DA 
Dacia,Sandero Stepway,2017,260000km,Diesel,1.5 DCI 90ch,Manuelle, 208.0000 DA 
Seat, Complet D'origine Fr High Ibiza kit,2019,150km,Essence,1.6 MPi 110 ch,Manuelle, 80.0000 DA 
Volkswagen,7 Drive Golf,2019,56000km,Diesel,2.0 TDI 143ch DSG,Automatique, 535.0000 DA 
Seat,Edition Ibiza Sport,2014,300000km,Diesel,1.6 TDI 105ch,, 190.0000 DA 
Suzuki,SX4,2009,238500km,Essence,1.6 VVT 104ch,Manuelle, 120.0000 DA 
Toyota,Court Cruiser Land,1995,185000km,Diesel,2.5 turbo,Manuelle, 385.0000 DA 
Chery,QQ,2016,144000km,Essence,,Manuelle, 113.0000 DA 
Hyundai,4 Accent Prestige RB portes,2018,155000km,GPL,,Semi Automatique, 111.0000 DA 
Volkswagen,Business Caddy Line,2021,29000km,Diesel,2.0 TDi 110ch,Automatique, 650.0000 DA 
Renault,Capteur Luxe,2023,,,,, 540.0000 DA 
Peugeot,207 Allure,2012,190000km,Diesel,1.6 HDI 92ch,Manuelle, 135.0000 DA 
Chevrolet,5 Optra portes,2008,306000km,Essence,1.6 ess 16V 109ch,Manuelle, 133.0000 DA 
Fiat,500 Fiat,2023,12000km,Essence,1,Manuelle, 239.0000 DA 
Chevrolet,4 Optra portes,2008,306000km,Essence,1.6 ess 16V 109ch,Manuelle, 133.0000 DA 
Volkswagen,Drive Golf,2023,,,,, 548.0000 DA 
Hyundai,DZ Grand i10,2019,155000km,Essence,1.2 ess 87ch,Manuelle, 232.0000 DA 
Peugeot,130ch 208 Line auto gt,2022,17000km,Essence,130,Automatique, 410.0000 DA 
Citroen,Berlingo,2022,40000km,Diesel,1.6 HDI 112ch,Manuelle, 530.0000 DA 
Suzuki,AC Alto STD,2007,267km,Essence,1.0 ess 68ch,Manuelle, 80.0000 DA 
Volkswagen,7 Golf,2016,167km,Essence,2.0 TSI 300ch,Automatique, 350.0000 DA 
Peugeot,14 208,2014,,,,, 210.0000 DA 
Hyundai,Atos GLS,2009,301400km,GPL,1.1 ess 63ch,Manuelle, 138.0000 DA 
Peugeot,208 Allure Facelift,2019,125000km,Diesel,1.6 HDI 92ch,Manuelle, 330.0000 DA 
Renault,4 Clio,2014,205000km,Essence,1.2 ess 16V 75ch,Manuelle, 111.0000 DA 
Seat,FR Ibiza,2018,197000km,Essence,1.6 MPi 110 ch Automatique,Automatique, 285.0000 DA 
Nissan,J10 Qashqai full options,2013,286000km,Diesel,1.5 DCI 110ch,Manuelle, 190.0000 DA 
Hyundai,1er Accent main,2018,96000km,Diesel,1.6 CRDI 128ch,, 255.0000 DA 
Peugeot,Rifter,2022,,,,, 450.0000 DA 
Volkswagen,II Match Nouvelle Polo,2015,279km,Essence,1.6 mpi 105ch,Manuelle, 198.0000 DA 
Kia,Picanto Safety,2015,284km,Essence,1.2 ess CVVT 87ch,Manuelle, 182.0000 DA 
Suzuki,800 Maruti,2011,96000km,Essence,0.8 ess 47ch,Manuelle, 90.0000 DA 
Chevrolet,5 Aveo portes,2007,528km,GPL,1.5 ess 85ch,Manuelle, 97.0000 DA 
Hyundai,Accent,2016,152km,Essence,1.5 ess 91ch,Manuelle, 333.0000 DA 
Suzuki,800 Maruti,2012,99999km,Essence,0.8 ess 47ch,Manuelle, 62.0000 DA 
Renault,Kangoo,2021,693km,Diesel,1.5 DCI 90ch,Manuelle, 536.0000 DA 
Fiat,. Fiorino,1997,111111km,Diesel,,Manuelle, 123.0000 DA 
Kia,LX Picanto,2019,97000km,Essence,,Manuelle, 123.0000 DA 
Ford,City Fiesta,2015,12345km,Essence,1.25 ess 82ch,Manuelle, 145.0000 DA 
Seat,FR Leon,2023,,,,, 740.0000 DA 
Volkswagen,Comfortline Taos,2022,,,,, 650.0000 DA 
Citroen,C3,2023,,,,, 30.0000 DA 
Hyundai,4 Accent Prestige RB portes,2017,150000km,GPL,1.4 ess 107ch,Manuelle, 247.0000 DA 
Seat,Leon Style,2022,30000km,Essence,1.0 TSI 110ch,Manuelle, 530.0000 DA 
Renault,2 Classique Megane,2004,370000km,Diesel,1.5 DCI 80ch,Manuelle, 108.0000 DA 
Peugeot,301 Fennec,2013,372000km,Essence,1.2 VTI 72ch,Manuelle, 95.0000 DA 
Renault,5 Super,1985,1km,Essence,Expresse 70,Manuelle, 35.0000 DA 
Renault,Express,1993,500000km,Essence,76 ch,Manuelle, 70.0000 DA 
Peugeot,307,2002,500km,Diesel,2.0 HDI 110ch,Manuelle, 110.0000 DA 
Hyundai,GL Plus i10,2015,168700km,Essence,1.1,Manuelle, 185.0000 DA 
Renault,Exception Symbol,2016,285km,GPL,1.2 ess 16V  75ch,Manuelle, 180.0000 DA 
Citroen,C Elysee Exclusive,2015,220000km,Diesel,1.6 HDI 92ch,Manuelle, 111.0000 DA 
Geely,Coolray Sport limited,2024,,,,, 480.0000 DA 
Renault,1 Clio,1998,11111km,Diesel,1.9 d,Manuelle, 123.0000 DA 
Chevrolet,4 Optra portes,2004,467000km,Essence,1.6 ess 16V 109ch,Manuelle, 75.0000 DA 
Seat,Fr Ibiza,2012,147000km,Diesel,1.6 TDI 105ch,Manuelle, 280.0000 DA 
Dacia,PRIVILEGE Sandero Stepway,2018,99km,Essence,1.6 MPI 90ch,Manuelle, 275.0000 DA 
Fiat,500 Fiat NYBRID,2023,500km,,,Manuelle, 111.0000 DA 
Seat,Beats Leon,2018,160km,Diesel,2.0 TDI 143ch,Manuelle, 111.0000 DA 
Hyundai,Creta,2019,,,,, 395.0000 DA 
Suzuki,800 Maruti,2012,,Essence,0.8 ess 47ch,Manuelle, 60.0000 DA 
Great,Florid M4 New Wall,2014,,,,, 164.0000 DA 
Fiat,Doblo,2023,,,,, 111.0000 DA 
Dacia,Logan,2016,131000km,Essence,1.2 ess 16V 75ch,Manuelle, 219.0000 DA 
Seat,EDITION Ibiza,2018,54000km,Essence,1.6 MPi 110 ch,Manuelle, 335.0000 DA 
Volkswagen,Polo,2002,418000km,Diesel,1.9 SDI 64ch,Manuelle, 468.0000 DA 
Mercedes,C C220 Classe om646 w204,2007,67000km,Diesel,220 CDI 170ch,Manuelle, 11.0000 DA 
Dacia,Logan,2014,258000km,Essence,1.2 ess 16V 75ch,Manuelle, 192.0000 DA 
Infiniti,Q30s Sport,2017,,,,, 123.0000 DA 
Nissan,CITY ELEGANCE GRADE Long Patrol TOP,2015,167000km,Essence,5.6 ess 400ch,Manuelle, 720.0000 DA 
Peugeot,208 Active,2014,88000km,Essence,1.2 VTI 82ch,Manuelle, 175.0000 DA 
Dacia,Ristyli Stepway,2023,,,,, 11.0000 DA 
Dacia,Logan MCV,2012,770000km,GPL,1.6 ess 90ch GPL,Manuelle, 225.0000 DA 
Fiat,City Tipo city,2023,,,,, 340.0000 DA 
Renault,Kwid,2024,,,,, 290.0000 DA 
Seat,FR Leon,2021,25000km,Essence,1.5 Tsi 131 Shv,Manuelle, 535.0000 DA 
Mercedes,220 AMG C Classe Line,2022,31000km,Diesel,220,Automatique, 11.0000 DA 
Skoda,Ambition Octavia,2018,214500km,Diesel,2.0 TDI 143ch,Manuelle, 355.0000 DA 
Dacia,Sandero Stepway,2019,129km,Essence,1.6 ess 90ch,Manuelle, 278.0000 DA 
Dacia,Sandero Stepway,2017,185000km,Diesel,1.5 DCI 90ch,Manuelle, 250.0000 DA 
Kia,Carens,2010,300000km,Diesel,2.0 CRDI 140ch,Manuelle, 125.0000 DA 
Kia,Soranto,2006,,,,, 55.0000 DA 
Renault,Bye Campus Clio bye,2012,221000km,Essence,1.2 ess 16V 75ch,Manuelle, 205.0000 DA 
Renault,4 Clio Dynamique,2013,312453km,Diesel,1.5 DCI 85ch,Manuelle, 200.0000 DA 
Chevrolet,4 Optra portes,2008,292000km,GPL,1.6 ess 16V 109ch,Manuelle, 85.0000 DA 
Renault,Confort Grand Kangoo,2019,194000km,Diesel,1.5 DCI 90ch,Manuelle, 272.0000 DA 
Seat,Cupra formentor,2021,,,,, 620.0000 DA 
Peugeot,Expert Long V.U,2009,111km,Diesel,1.6 HDI 90ch,Manuelle, 222.0000 DA 
Hyundai,Extreme Tucson,2014,170000km,Diesel,2.0 CRDI 4x4 177ch BVA,Manuelle, 325.0000 DA 
Chevrolet,Hatchback Sonic,2013,209000km,Essence,1.6 ess 113ch,Manuelle, 123.0000 DA 
Audi,A3 Line S,2019,138000km,Diesel,2.0 TDI 143ch S-Tronic,Automatique, 580.0000 DA 
Volkswagen,6 Golf Line Sport,2012,268000km,GPL,1.6 ess 102ch,Manuelle, 190.0000 DA 
Hyundai,Extreme Tucson,2011,216000km,Diesel,2.0 CRDI 4x4 177ch BVA,Automatique, 260.0000 DA 
Nissan,Pickup,2020,128000km,Diesel,2.5 TD 4x4 127ch,Manuelle, 400.0000 DA 
Hyundai,GL Plus i10,2016,191000km,Essence,,Manuelle, 193.0000 DA 
Fiat,500 Dolce opinnig vita,2023,2200km,Essence,"1,0",Manuelle, 254.0000 DA 
Volkswagen,8 Active Golf,2021,,,,, 585.0000 DA 
Citroen,Berlingo Multispace,2010,330000km,Diesel,1.6 HDI 92ch,Manuelle, 175.0000 DA 
Volkswagen,Caddy Collection,2018,,Diesel,2.0 TDi 110ch,Manuelle, 390.0000 DA 
Mercedes,Designo GLE,2016,90000km,Diesel,250 d 4Matic 204ch,Automatique, 770.0000 DA 
Volkswagen,7 Golf START,2018,170km,Diesel,2.0 TDI 110ch,Manuelle, 355.0000 DA 
Mercedes,Mercedes e220,1999,,,,, 135.0000 DA 
Peugeot,404,1987,1000000km,GPL,1.1,Manuelle, 50.0000 DA 
Chery,4 Premium Tiggo pro,2024,,,,, 377.0000 DA 
Hyundai,Grand i10,2017,185000km,Essence,1.2 ess 87ch,Manuelle, 196.0000 DA 
Renault,Bye Campus Clio bye,2014,257km,Essence,1.2 ess 16V 75ch,Manuelle, 165.0000 DA 
Peugeot,301,2013,320000km,Essence,1.2 VTI 72ch,Manuelle, 115.0000 DA 
Hafei motor,Lobo Sidan motors,2004,,,,, 28.0000 DA 
Hyundai,Prestige Tucson,2015,150km,Diesel,2.0 CRDI 4x2 177ch,Manuelle, 280.0000 DA 
Renault,3 Megane New Play,2016,137000km,Diesel,1.5 DCI 110ch,Manuelle, 300.0000 DA 
Seat,FR Ibiza,2018,180km,Essence,1.6 MPi 110 ch Automatique,Automatique, 285.0000 DA 
Toyota,Yaris,2007,376471km,Essence,1.3 VVTI 87ch,Manuelle, 13.0000 DA 
Mazda,50 BT,2014,360000km,Diesel,2.5 MZR CD 4X2 117ch,Manuelle, 123.0000 DA 
Renault,Bladi In Made Symbol,2018,197000km,Essence,1.6 ess 100ch,Manuelle, 205.0000 DA 
Mitsubishi,L200,2012,350km,Diesel,2.5 D,Manuelle, 111.0000 DA 
Hyundai,5 Accent Prestige RB portes,2018,88000km,Essence,1.4 ess 107ch,Automatique, 280.0000 DA 
Renault,3 Clio Dynamique,2009,228000km,Diesel,1.5 DCI 86ch,Manuelle, 145.0000 DA 
Seat,Fully Ibiza,2015,235km,Essence,1.4 ess 85ch,Manuelle, 200.0000 DA 
Volkswagen,7 Golf START,2018,230km,Diesel,2.0 TDI 110ch,Manuelle, 350.0000 DA 
Suzuki,800 Maruti,2011,87000km,,,, 82.0000 DA 
Peugeot,Bipper Tepee,2011,228000km,Diesel,1.4 HDI 70ch,Manuelle, 175.0000 DA 
Volkswagen,Polo Team,2011,201000km,Essence,1.4 ess 85ch,Manuelle, 182.0000 DA 
Citroen,Berlingo,2011,228000km,Diesel,1.6 HDI 90ch,Manuelle, 235.0000 DA 
Dacia,Duster,2022,29000km,Essence,1.0 90 cv,Manuelle, 375.0000 DA 
Peugeot,Active Partner Tepee,2009,500000km,Diesel,1.6 HDI 90ch,Manuelle, 145.0000 DA 
Toyota,Yaris,2009,450km,Essence,1.3 VVTI 87ch,Manuelle, 158.0000 DA 
Chevrolet,4 Sail portes,2012,390km,Essence,1.2 ess 80ch,Manuelle, 105.0000 DA 
Fiat,Doblo Professionnel,2024,,,,, 350.0000 DA 
Volkswagen,Caddy,2014,200006km,Diesel,1.6 TDi 102ch,Manuelle, 11.0000 DA 
Fiat,Alur Secudo,2023,,,,, 11.0000 DA 
Peugeot,208 Allure,2014,217000km,Diesel,1.6 HDI 115ch,Manuelle, 200.0000 DA 
Renault,5 CLio,2021,90000km,Essence,,Manuelle, 295.0000 DA 
Seat,Black Ibiza Line,2015,272km,Essence,1.4 ess 85ch,Manuelle, 240.0000 DA 
Renault, 4 Clio GT Line,2019,160km,Diesel,,Manuelle, 28.0000 DA 
Volkswagen,Pack Polo clim,2003,360000km,Essence,1.4mpi,Manuelle, 125.0000 DA 
Renault,Symbol,2013,70000km,Essence,1.2 ess 16V  75ch,Manuelle, 240.0000 DA 
Seat,BEATS Leon,2019,21000km,Diesel,2.0 TDI 143ch,Manuelle, 390.0000 DA 
Peugeot,308,2011,212000km,Diesel,1.6 HDI 112ch,Manuelle, 190.0000 DA 
Dacia,Logan,2012,300km,gpl,1.4 ess 75ch GPL,, 123.0000 DA 
Fiat,City Tipo,2023,,,,, 292.0000 DA 
Volkswagen,6 Golf Line R,2013,300km,Diesel,2.0 TDI 140ch,Manuelle, 222.0000 DA 
Volkswagen,Passat,2001,500km,Diesel,1.9 TDI 130ch,Manuelle, 90.0000 DA 
