brand,model,year,kilometer,fuel,engine,transmission,price
Renault, Express,1989.0,,GPL,76,Manuelle, 45.0000 DA 
Renault, R19 chamad,1994.0,111111km,Diesel,1.9,Manuelle, 45.0000 DA 
Changan,,2008.0,400000km,Essence,,Manuelle, 45.0000 DA 
Opel, Combo Commerciale,1998.0,,Diesel,1.7,Manuelle, 45.0000 DA 
Peugeot,405,1990.0,,GPL,,Manuelle, 45.0000 DA 
Faw, ixiali,2008.0,1111km,Essence,,Manuelle, 45.0000 DA 
3,4 052,,00000km,Essence,,Manuelle, 45.0000 DA 
Peugeot,206,2002.0,0000000000km,Diesel,1.9 D 70ch,Manuelle, 45.0000 DA 
Volkswagen, 2 Golf,1990.0,9999km,Diesel,1.9 d,Manuelle, 45.0000 DA 
Great, C30 Wall,2016.0,229000km,Essence,1.5 VVT 105ch,Manuelle, 45.0000 DA 
Renault,1  Megane,1997.0,,Diesel,1.9 DT 95ch,Manuelle, 45.0000 DA 
Peugeot, 405 Bix,1990.0,1000000km,Essence,1.6,Manuelle, 45.0000 DA 
Daewoo, Cielo,2000.0,,,,, 45.0000 DA 
Fiat, 4x4 Panda,1992.0,111111km,Essence,1.0 ess 4X4 50ch,Manuelle, 45.0000 DA 
BMW, E30,1987.0,,,,, 45.0000 DA 
JAC,,2004.0,,,,, 45.0000 DA 
Mercedes, 300 Benz D,1983.0,,,,, 45.0000 DA 
Citroen, ZX,1997.0,,,,, 45.0000 DA 
Renault,1  Megane,1996.0,,,,, 45.0000 DA 
Peugeot,306,2000.0,,,,, 45.0000 DA 
Peugeot,405,1994.0,,,,, 45.0000 DA 
Renault,1  Clio,1997.0,,,,, 45.0000 DA 
Renault, Kangoo,1998.0,,,,, 45.0000 DA 
Renault,,1993.0,,,,, 45.0000 DA 
1998,,1998.0,,,,, 45.0000 DA 
Peugeot,505,1983.0,,,,, 45.0000 DA 
Renault, Express,1989.0,,,,, 45.0000 DA 
Daewoo, Cielo,1999.0,,,,, 45.0000 DA 
Peugeot,405,1988.0,,,,, 45.0000 DA 
Zotye, Z100,2013.0,,,,, 45.0000 DA 
Volkswagen, Caddy,1999.0,,,,, 45.0000 DA 
Renault,1  Megane,1999.0,,,,, 45.0000 DA 
Renault,1  Megane,2002.0,,,,, 45.0000 DA 
Daewoo, Cielo,1997.0,,,,, 45.0000 DA 
Volkswagen, 4 Golf,1999.0,,,,, 45.0000 DA 
Renault, Clio japonais,1992.0,,,,, 46.0000 DA 
Fiat, Classic Punto,1996.0,0000km,Essence,1.2 ess 60ch,Manuelle, 46.0000 DA 
Peugeot, Partner,1998.0,,Diesel,1.9 D 71ch,Manuelle, 46.0000 DA 
Peugeot,404,1983.0,36666km,Essence,,Manuelle, 46.0000 DA 
Hafei, Lobo Yavuz motors,2004.0,,Essence,4 sylaindres,Manuelle, 46.0000 DA 
Peugeot,305,1986.0,222km,Essence,1.3 ess 65ch,Manuelle, 46.0000 DA 
Fiat, Punto Punto1,1999.0,0000000km,Diesel,1.7,Manuelle, 46.0000 DA 
Chery, QQ,2004.0,359864km,Essence,1.1,Manuelle, 46.0000 DA 
Zotye, Z100,2012.0,1370000km,Essence,,Manuelle, 46.0000 DA 
Suzuki, 800 Maruti,2007.0,555555km,Essence,0.8 ess 47ch,Manuelle, 46.0000 DA 
Renault, Express,1993.0,555555km,Essence,,Manuelle, 46.0000 DA 
Zotye, Z100,2013.0,,Essence,0.8 ess 52ch,Manuelle, 46.0000 DA 
Renault,1  Clio,1996.0,,Diesel,1.9 D 65ch,Manuelle, 46.0000 DA 
Renault, 5 Super,1991.0,358000km,Essence,73,Manuelle, 46.0000 DA 
Peugeot,305,1983.0,10000km,GPL,,Manuelle, 46.0000 DA 
Volkswagen, Polo,2000.0,330km,Essence,1.4 ess 60ch,Manuelle, 46.0000 DA 
Mitsubishi, Galant,1991.0,,,,, 46.0000 DA 
Daewoo, Nubira,1998.0,,Essence,,Manuelle, 46.0000 DA 
Ford, Fiesta,2001.0,11111111km,Diesel,1.8 D 75ch,Manuelle, 46.0000 DA 
Daewoo, Espero,1997.0,300000km,GPL,2.0 GPL 105ch,Manuelle, 46.0000 DA 
Renault,9,1984.0,,Essence,1.4 ess 60ch,Manuelle, 46.0000 DA 
Peugeot,205,1999.0,,,,, 46.0000 DA 
Renault,1  Megane,2000.0,,,,, 46.0000 DA 
Renault, Clio japonais,1996.0,,,,, 46.0000 DA 
Maruti,800,2006.0,,,,, 46.0000 DA 
Ford, 4 Focus portes,2002.0,208557km,Diesel,1.8 TD 90ch,Manuelle, 47.0000 DA 
Toyota, 3portes rav4,1996.0,,,,, 47.0000 DA 
Seat, Leon,2021.0,47000km,Essence,,Manuelle, 47.0000 DA 
Daewoo, Cielo,1999.0,,GPL,,Manuelle, 47.0000 DA 
Hafei, Minibus motors,2011.0,,,,, 47.0000 DA 
Renault, Express,1990.0,,Diesel,1.9 D 55ch,Manuelle, 47.0000 DA 
Renault, 5 Super,1989.0,0000km,Diesel,1.6 D 55ch,Manuelle, 47.0000 DA 
Renault, Express,1992.0,500.000km,,,, 47.0000 DA 
Daewoo, Nubira,1999.0,,GPL,1.6 ess 106ch,Manuelle, 47.0000 DA 
Renault,1  Megane,1996.0,,Diesel,1.9 D 65ch,Manuelle, 47.0000 DA 
Renault,1  Clio,1997.0,,GPL,1.9 D 65ch,Manuelle, 47.0000 DA 
Renault,19,1994.0,350km,Diesel,1.9 d 65,Manuelle, 47.0000 DA 
Renault, Express,1990.0,555555km,Essence,,Manuelle, 47.0000 DA 
Renault,19,1994.0,100000000km,Diesel,1.9,Manuelle, 47.0000 DA 
Peugeot,405,1993.0,,Diesel,,Manuelle, 47.0000 DA 
Suzuki, 800 Maruti,2008.0,,Essence,0.8 ess 47ch,Manuelle, 47.0000 DA 
Renault,2  Clio,2002.0,0000000km,Diesel,1.9D 65ch,Manuelle, 47.0000 DA 
Chana, Normal Presto,2007.0,666666km,Essence,1.3,Manuelle, 47.0000 DA 
Renault,1  Clio,1995.0,33333333km,Diesel,1.9 D 65ch,Manuelle, 47.0000 DA 
Renault,1  Clio,1995.0,999999km,Diesel,1.9 D 65ch,Manuelle, 47.0000 DA 
Volkswagen, 2 Golf,1990.0,12345km,Essence,1.3 ess 55ch,Manuelle, 47.0000 DA 
Renault,1  Clio,1998.0,,Diesel,1.9,Manuelle, 47.0000 DA 
Daewoo, Matiz,2000.0,320000km,Essence,0.8,Manuelle, 47.0000 DA 
Suzuki, 800 Maruti,2009.0,1111111111km,Essence,0.8 ess 47ch,Manuelle, 47.0000 DA 
Daewoo, Matiz,1999.0,30000km,Essence,0.8,Manuelle, 47.0000 DA 
Volkswagen, 3 Golf,1993.0,,Diesel,1.9 turbo,Manuelle, 47.0000 DA 
Renault,1  Megane,1997.0,55555km,Diesel,,Manuelle, 47.0000 DA 
Hafei, Yavuz motors,2005.0,0km,Essence,1.1 ess 65 ch,Manuelle, 47.0000 DA 
Suzuki, Alto,2009.0,,Essence,1.0 ess 68ch,Manuelle, 47.0000 DA 
Kia, Sportage,2014.0,129km,Diesel,2.0 CRDI 177 4x4 BVA,Semi Automatique, 47.0000 DA 
Mazda,1997  e e2200,1997.0,,,,, 47.0000 DA 
Changan, Chana FR pristo,2008.0,,,,, 47.0000 DA 
Suzuki, 800 Maruti,2006.0,,,,, 47.0000 DA 
Hafei, Yavuz motors,2007.0,,,,, 47.0000 DA 
Suzuki, 800 Maruti,2008.0,,,,, 47.0000 DA 
Peugeot,106,1995.0,,,,, 47.0000 DA 
Peugeot,305,1986.0,,,,, 48.0000 DA 
Faw, Huali,2009.0,,,,, 48.0000 DA 
Faw, Classique Xiali,2009.0,,,,, 48.0000 DA 
Mercedes,300,1984.0,,,,, 48.0000 DA 
Renault,11,1988.0,450km,Essence,,Manuelle, 48.0000 DA 
Renault,19,1992.0,667000km,Diesel,1.9 D 65ch,Manuelle, 48.0000 DA 
Citroen, Xsara,2002.0,,Diesel,1.8,Manuelle, 48.0000 DA 
Renault, Espace,1996.0,1234567890km,Diesel,,Manuelle, 48.0000 DA 
Daewoo, Nubira,1999.0,399000km,GPL,1.6 ess 106ch,Manuelle, 48.0000 DA 
Daewoo, Nubira,2000.0,200000km,GPL,1.5,Manuelle, 48.0000 DA 
Peugeot, 205 Junior,1988.0,200km,,1.4 ess 65ch,, 48.0000 DA 
Renault,1  Clio,1995.0,1111111km,Essence,1.4 ess 80ch,Manuelle, 48.0000 DA 
Renault,1  Clio,1995.0,111111km,Essence,1.4 ess 80ch,Manuelle, 48.0000 DA 
Renault,1  Clio Clio1,1996.0,,Essence,1.4 ess 80ch,Manuelle, 48.0000 DA 
Citroen, Xantia,1998.0,350000km,GPL,1.8 ess 16V 112ch,Manuelle, 48.0000 DA 
Peugeot,205,1994.0,48494649km,Essence,Â³,Manuelle, 48.0000 DA 
Volkswagen, 2 Golf,1987.0,,Essence,1.6 ess 75ch,Manuelle, 48.0000 DA 
Daewoo, Matiz,1999.0,36900000km,Essence,0.8,Manuelle, 48.0000 DA 
Suzuki, 800 Maruti,2011.0,100000km,Essence,,Manuelle, 48.0000 DA 
Peugeot,206,2002.0,000000km,Diesel,la7,Manuelle, 48.0000 DA 
Daewoo, Cielo,2000.0,483000km,GPL,1.5 ess 90ch,Manuelle, 48.0000 DA 
Hyundai, Accent,1998.0,480km,Essence,5,Manuelle, 48.0000 DA 
Volkswagen, 9 T3 camping car place,1982.0,200000km,Diesel,1.9 goulf 3,Manuelle, 48.0000 DA 
Volkswagen, 2 GTD Golf,1987.0,,Diesel,1.6 TD 70ch,Manuelle, 48.0000 DA 
Daewoo, Matiz,1999.0,240000km,Essence,0'8,Manuelle, 48.0000 DA 
Opel, Astra Break,2000.0,,Diesel,,Manuelle, 48.0000 DA 
Peugeot, 205 Junior,1993.0,11111111km,Essence,1.4 ess 75ch,Manuelle, 48.0000 DA 
Volkswagen, 2 Golf,1986.0,4400000km,Essence,1.3 ess 55ch,Manuelle, 48.0000 DA 
Faw, N5,2009.0,111111km,Essence,1.0 MT STD,Manuelle, 48.0000 DA 
Volkswagen, Polo,1999.0,000km,Diesel,1.9 SDI 64ch,Manuelle, 48.0000 DA 
Peugeot,205,1991.0,,Essence,,Manuelle, 48.0000 DA 
Daihatsu, Charade,2004.0,253km,Essence,1.3,Manuelle, 48.0000 DA 
Saipa, Saba,2010.0,330000km,GPL,1.3,, 48.0000 DA 
Zotye, Nouvelle Z100,2014.0,140km,Essence,1.0 ess 67ch,Manuelle, 48.0000 DA 
Tata, Indica,2006.0,190000km,Diesel,1.4 D 70ch,, 48.0000 DA 
Mercedes,123,1977.0,123km,Diesel,5,Manuelle, 48.0000 DA 
Renault,1  Laguna,1997.0,,,,, 48.0000 DA 
Daewoo, Korando,2001.0,,,,, 48.0000 DA 
Faw, vita,2008.0,,,,, 48.0000 DA 
DFM, DFSK,2012.0,,,,, 48.0000 DA 
Lifan,520,2010.0,,,,, 48.0000 DA 
Renault, Express,1995.0,,,,, 48.0000 DA 
Renault, 2 Clio,1998.0,,,,, 48.0000 DA 
Citroen, C3,2002.0,,,,, 48.0000 DA 
Renault,1  Megane,1996.0,,,,, 48.0000 DA 
Daewoo, Cielo,1999.0,,GPL,1.5 ess 75ch,Manuelle, 49.0000 DA 
Suzuki, 800 Maruti,2003.0,76000km,Essence,,Manuelle, 49.0000 DA 
Peugeot,505,1990.0,,Diesel,,Manuelle, 49.0000 DA 
Renault,1  Clio,1993.0,400000km,Essence,1.4 ess 80ch,Manuelle, 49.0000 DA 
BMW, 5 Sport Serie,1981.0,222km,Essence,520,Manuelle, 49.0000 DA 
Dacia, Solenza,2004.0,347000km,Diesel,1.9 D 63ch,Manuelle, 49.0000 DA 
Fiat,10  Lancia y,1996.0,11111km,Essence,,Manuelle, 49.0000 DA 
1996,,1996.0,545450km,Diesel,,Manuelle, 49.0000 DA 
Ford, Courie Fiesta,2000.0,229000km,Diesel,1.8 D 60ch,Manuelle, 49.0000 DA 
Renault,1  Clio,1992.0,,GPL,Experse,Manuelle, 49.0000 DA 
Suzuki, 800 Maruti,2004.0,74000km,Essence,0.8 ess 47ch,Manuelle, 49.0000 DA 
Daewoo, Matiz,1999.0,330000km,Essence,1.3,Manuelle, 49.0000 DA 
Fiat, Copi Punto,2001.0,,,,, 49.0000 DA 
Renault,19,1996.0,,,,, 49.0000 DA 
Renault,18,1982.0,200km,GPL,1.4 ess 64ch,Manuelle, 50.0000 DA 
Renault,18,1982.0,,,,, 50.0000 DA 
Renault,1  Clio,1995.0,,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Renault, Express,2000.0,,,,, 50.0000 DA 
Opel, Astra,1997.0,,Diesel,1.5 mazot,Manuelle, 50.0000 DA 
Maruti, 800 India,2004.0,,,,, 50.0000 DA 
Pegot,205,1985.0,,,,, 50.0000 DA 
Peugeot,2008  Allure,2008.0,6000km,Essence,,Automatique, 50.0000 DA 
Renault,19,1997.0,,Diesel,1.9 sampil,Manuelle, 50.0000 DA 
Hafei,0793.21.06.97  2006double cabine hafay motors,2006.0,,,,, 50.0000 DA 
Suzuki, 800 Maruti,2004.0,,Essence,0.8 ess 47ch,Manuelle, 50.0000 DA 
Toyota, Carina,1994.0,,Essence,1.6 ess 115ch,Manuelle, 50.0000 DA 
Fiat, Panda,1995.0,148163km,Essence,1.1 ess 55ch,Manuelle, 50.0000 DA 
Renault,2  Clio,2002.0,,Diesel,1,, 50.0000 DA 
Kia, Avella Bonne etat,2000.0,28563588km,Essence,1.3 injection,Manuelle, 50.0000 DA 
Opel, Astra,1999.0,350000km,Diesel,1,, 50.0000 DA 
Hyundai, GLX i10,2018.0,145000km,Essence,1.2,Automatique, 50.0000 DA 
Citroen, Berlingo,2021.0,39000km,Diesel,1.6 HDI 112ch,Manuelle, 50.0000 DA 
Mercedes, Avantgarde C Classe,2007.0,47000km,Diesel,220 CDI,Manuelle, 50.0000 DA 
Kia, EX Picanto,2019.0,21500km,Essence,1.2 ess 84ch,Manuelle, 50.0000 DA 
Dfsk,2  Simpl dfm,2012.0,,,,, 50.0000 DA 
Peugeot, 205 Junior,1988.0,000000km,GPL,1.4 ess 85ch,Manuelle, 50.0000 DA 
Toyota, Corolla,1992.0,00000km,GPL,1.6,Manuelle, 50.0000 DA 
Renault,1  Megane,2002.0,999999km,Essence,2 letre,Manuelle, 50.0000 DA 
Hyundai, DZ Grand Restyle i10,2019.0,145000km,Essence,1.2 ess 87ch,Manuelle, 50.0000 DA 
Daewoo, Matiz,1999.0,,Essence,1,Manuelle, 50.0000 DA 
Renault,9,1983.0,1000000km,GPL,,Manuelle, 50.0000 DA 
Zotye, Z100,2013.0,86000km,Essence,0.8 ess 52ch,Manuelle, 50.0000 DA 
Kia, Picanto Sportline,2017.0,139000km,Essence,1,Manuelle, 50.0000 DA 
Renault, Express,1993.0,11111km,Diesel,1.9 D 55ch,Manuelle, 50.0000 DA 
Ford, 4 Focus portes,2003.0,400000km,Diesel,1.8 TDCI 115ch,Manuelle, 50.0000 DA 
Hyundai, Accent GLS,2008.0,200000km,Essence,1.5 ess 91ch BVA,Manuelle, 50.0000 DA 
Lifan,520,2008.0,,Essence,16v,Manuelle, 50.0000 DA 
Geely, C52 Sma,2010.0,250000km,Essence,1.5,Manuelle, 50.0000 DA 
Volkswagen, 7 Cara Golf plus,2017.0,178000km,Diesel,2.0 TDi 143ch,Automatique, 50.0000 DA 
Fiat, Punto,2002.0,304669km,Diesel,1.9 D 60ch,Manuelle, 50.0000 DA 
Renault,4,1985.0,,Essence,1.1 ess 34ch,Manuelle, 50.0000 DA 
Faw, V2,2007.0,300000km,Essence,1.3 MT STD,Manuelle, 50.0000 DA 
Peugeot,305,1985.0,265333km,Essence,1.5 ess 74ch,Manuelle, 50.0000 DA 
Fiat, Uno,2005.0,440000km,Essence,1.3 f,Manuelle, 50.0000 DA 
Suzuki, 800 Maruti,2006.0,1000000km,Essence,0.8 ess 47ch,Manuelle, 50.0000 DA 
Fiat, Punto,2000.0,,Diesel,1.7 D 63ch,, 50.0000 DA 
Peugeot,505,1986.0,,Essence,1.8 ess 90ch,Manuelle, 50.0000 DA 
Renault, Japoniya,1995.0,0km,Diesel,1.9,Manuelle, 50.0000 DA 
Renault, Express,1993.0,5000000km,Diesel,,Manuelle, 50.0000 DA 
Renault,1  Clio,1996.0,,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Lifan,520,2009.0,,Essence,1.3 ess 65ch,Manuelle, 50.0000 DA 
Peugeot,405,1991.0,500000km,GPL,,Manuelle, 50.0000 DA 
Renault, Express,1994.0,11111111km,Diesel,1.9 D 55ch,Manuelle, 50.0000 DA 
Renault,1  Clio,1996.0,00km,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Peugeot,204,1972.0,,Essence,,Manuelle, 50.0000 DA 
Renault,21,1993.0,,Diesel,25,Manuelle, 50.0000 DA 
Daewoo,,1993.0,500000km,Essence,,Manuelle, 50.0000 DA 
Renault,1  Clio,1995.0,77000000km,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Volkswagen, T2,1981.0,000000km,Essence,La9,Manuelle, 50.0000 DA 
Hyundai, Tucson,2013.0,194000km,Diesel,2.0 CRDI 4WD 184ch,Manuelle, 50.0000 DA 
Renault,19,1995.0,47852400km,Diesel,1.9 DT 93ch,Manuelle, 50.0000 DA 
Nissan, Primera,2005.0,400000km,Diesel,1.9 DCI 120ch,Manuelle, 50.0000 DA 
Mazda,16000,1982.0,,GPL,,Manuelle, 50.0000 DA 
Peugeot,405,1988.0,330000km,Essence,1.9 ess 110ch,Manuelle, 50.0000 DA 
Peugeot,205,1991.0,659880km,Diesel,La 8,Manuelle, 50.0000 DA 
Chana, Pristo,2008.0,260000km,Essence,1.3 ess,Manuelle, 50.0000 DA 
Citroen, Xsara,2000.0,475000km,Diesel,,Manuelle, 50.0000 DA 
Hyundai, Accent Avante,1997.0,399999km,Essence,Accent 1.5,Manuelle, 50.0000 DA 
Renault,1  Clio,1992.0,500000km,GPL,14-ess-80ch,Manuelle, 50.0000 DA 
Renault,2  Clio,2000.0,485000km,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Ford, 4 Focus portes,2002.0,,Essence,1.8 TD 90ch,Manuelle, 50.0000 DA 
Fiat,,2002.0,330000km,Essence,1,, 50.0000 DA 
Fiat, Panda,2000.0,000km,Essence,,Manuelle, 50.0000 DA 
Daewoo, Nubira,1999.0,25000km,Essence,1.6 ess 106ch,Manuelle, 50.0000 DA 
Peugeot, 306 XS,1994.0,,Essence,1.4,Manuelle, 50.0000 DA 
Hyundai, Getz,2008.0,,,,, 50.0000 DA 
Daewoo, Nubira,2003.0,188000km,Essence,1.6 ess 106ch,Manuelle, 50.0000 DA 
Opel, Astra,1999.0,443000km,Diesel,2.0 D 16V 82ch,Manuelle, 50.0000 DA 
Honda, Concerto,1991.0,900000km,Essence,,Manuelle, 50.0000 DA 
Ford, Fiesta,1999.0,11111km,Essence,1.3 ess 75ch,Manuelle, 50.0000 DA 
Renault, Express,1997.0,,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Peugeot,106,1997.0,33500km,Diesel,1.5 D 58ch,Manuelle, 50.0000 DA 
Volkswagen, 3 Golf,1997.0,0000km,Diesel,1.9 D 64ch,Manuelle, 50.0000 DA 
Volkswagen, Caddy,1997.0,300000km,Essence,1.6,Manuelle, 50.0000 DA 
Renault, R4,1970.0,9999999999km,Essence,GTL,Manuelle, 50.0000 DA 
Daewoo, Nubira,1999.0,11111km,GPL,Moteur avio gpl,Manuelle, 50.0000 DA 
Kia, Towner,2001.0,230000km,Essence,,Manuelle, 50.0000 DA 
Mercedes, Classe S,1989.0,,Diesel,,Manuelle, 50.0000 DA 
Renault,1  Clio,1995.0,00km,Diesel,1.9,Manuelle, 50.0000 DA 
Renault,1  Laguna,1995.0,111111km,Diesel,2.2 D 85ch,Manuelle, 50.0000 DA 
Citroen, Saxo,2001.0,50000km,Essence,1,, 50.0000 DA 
Hyundai, 4 Accent RB portes,2018.0,98km,Essence,1.4 ess 107ch BVA,Automatique, 50.0000 DA 
Renault,1  Megane,2001.0,420000km,Diesel,,Manuelle, 50.0000 DA 
Peugeot,206,2001.0,3555km,Diesel,1.9 D 70ch,Manuelle, 50.0000 DA 
Renault, Express,1998.0,111111km,Diesel,1.9,Manuelle, 50.0000 DA 
Kia, Avellla,2000.0,400000km,Essence,,Manuelle, 50.0000 DA 
Renault, Express,1994.0,111111111km,Essence,1.4 ess 80ch,Manuelle, 50.0000 DA 
Renault, R4 Renault,1967.0,,Essence,Gtl,Manuelle, 50.0000 DA 
Renault,1  Megane,1997.0,,Diesel,1.9 DT 95ch,Manuelle, 50.0000 DA 
Volkswagen, 2 Golf,1987.0,55555km,Essence,1.8 GTI 112ch,Manuelle, 50.0000 DA 
Ford, Ghia Mondeo,1997.0,370km,Diesel,1.8 TD 90ch,Manuelle, 50.0000 DA 
Volkswagen, Caddy,1999.0,238000km,Diesel,1.9tdi,Manuelle, 50.0000 DA 
Opel, Corsa,1997.0,350000km,Diesel,1.7 D 60ch,Manuelle, 50.0000 DA 
Peugeot,404,1963.0,236km,Essence,1.9 D 68ch,Manuelle, 50.0000 DA 
Renault,1  Clio,1995.0,444444km,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Faw, Xial,2006.0,00000km,Essence,1.1,Manuelle, 50.0000 DA 
Daewoo, Base Matiz,1999.0,280000km,Essence,,Manuelle, 50.0000 DA 
Peugeot,305,1987.0,,Diesel,,Manuelle, 50.0000 DA 
Peugeot,404,1965.0,00000000km,Essence,,Manuelle, 50.0000 DA 
Volkswagen, 7 Golf La cara,2017.0,158008km,Diesel,143,Manuelle, 50.0000 DA 
Renault,1  Clio,1994.0,000km,Diesel,1.9 D 65ch,Manuelle, 50.0000 DA 
Renault,2  Clio,2002.0,400000km,Diesel,1.9 DTI 80ch,Manuelle, 50.0000 DA 
Hafei, Minibus motors,2008.0,122345569km,Essence,1.0 ess 48 ch,Manuelle, 50.0000 DA 
Zotye, Maruti,2007.0,,Essence,,Manuelle, 50.0000 DA 
Renault,19,1995.0,11111111km,,1.9,, 50.0000 DA 
Chery, QQ,2014.0,118km,Essence,1.1 ess 68ch,Manuelle, 50.0000 DA 
Dacia, Duster,1997.0,0km,GPL,R12/76,Manuelle, 50.0000 DA 
Volkswagen, Polo SDI,2000.0,55555km,Diesel,1.9 sdi 64 ch,Manuelle, 50.0000 DA 
Suzuki, 800 Maruti,2005.0,000km,Essence,0.8 ess 47ch,Manuelle, 50.0000 DA 
Chana, Gala,2010.0,158km,Essence,1.5,Semi Automatique, 50.0000 DA 
Renault,19,1989.0,,Essence,1.4 ess 80ch,Manuelle, 50.0000 DA 
Chery, QQ,2013.0,256000km,Essence,1.1 ess 68ch,Manuelle, 50.0000 DA 
Peugeot,306,1995.0,1111222km,Diesel,1.9 D 71ch,Manuelle, 50.0000 DA 
Volkswagen, Polo,1994.0,3521000km,,,Automatique, 50.0000 DA 
Opel, Vectra,2000.0,,,,, 50.0000 DA 
Renault,1  Laguna,1997.0,,,,, 50.0000 DA 
Kia, Picanto Pop,2014.0,,,,, 50.0000 DA 
Seat, Ibiza,1997.0,,,,, 50.0000 DA 
Suzuki, 800 Maruti,2012.0,,,,, 50.0000 DA 
Renault,1  Clio,1996.0,,,,, 50.0000 DA 
Volkswagen,1.9  Brek TDI,1998.0,,,,, 50.0000 DA 
Peugeot,405,1996.0,,,,, 50.0000 DA 
Peugeot,106,2002.0,,,,, 50.0000 DA 
Peugeot,306,1995.0,,,,, 50.0000 DA 
Suzuki, 800 Maruti,2005.0,,,,, 50.0000 DA 
Geely,1  CK GS,2009.0,,,,, 50.0000 DA 
Zotye,1  Nomad,2007.0,,,,, 50.0000 DA 
Hafei, Herbin motors,2006.0,,,,, 50.0000 DA 
Migane,1.9  Migane,1997.0,,,,, 50.0000 DA 
Volkswagen, Polo classique,2001.0,,,,, 50.0000 DA 
Renault, Bye Campus Clio bye,2013.0,,,,, 50.0000 DA 
Gonow,,2012.0,,,,, 50.0000 DA 
Opel, Astra,2001.0,,,,, 50.0000 DA 
Volkswagen, GTi Polo,2000.0,,,,, 50.0000 DA 
Kia,.  pride,1997.0,,,,, 50.0000 DA 
Suzuki, Alto,2008.0,,,,, 50.0000 DA 
Renault, Express,1994.0,,,,, 50.0000 DA 
Volkswagen, Golf Plus,2005.0,,,,, 50.0000 DA 
Renault,1  Clio,1994.0,,,,, 50.0000 DA 
Renault, 2 Clio,1999.0,,Diesel,1.9 D 65ch,Manuelle, 51.0000 DA 
Fiat, Punto,2001.0,,Essence,1.2 ess 60ch,Manuelle, 51.0000 DA 
Renault,19,1994.0,444444km,Diesel,1.9d65,Manuelle, 51.0000 DA 
Suzuki, 800 Maruti,2004.0,,Essence,0.8 ess 47ch,Manuelle, 51.0000 DA 
Chana, Benni Star Truck,2008.0,300000km,Essence,1.3,Manuelle, 51.0000 DA 
Daewoo, Cielo,1999.0,1111111km,GPL,1.5 ess 90ch,Manuelle, 51.0000 DA 
Volkswagen, Polo,1995.0,,Essence,1.6 ess 75ch,Manuelle, 51.0000 DA 
Renault,1  Clio,1994.0,4000000km,Diesel,1.9 D 65ch,Manuelle, 51.0000 DA 
Suzuki, 800 Maruti,2004.0,74000km,Essence,0.8 ess 47ch,Manuelle, 51.0000 DA 
Renault, 2 Clio,1999.0,,,,, 51.0000 DA 
Renault,19,1993.0,35000km,Diesel,1.9 DT 93ch,Manuelle, 52.0000 DA 
Renault,19,1993.0,35000km,Essence,1.9 DT 93ch,Manuelle, 52.0000 DA 
Seat, Leon Styl,2021.0,80000km,Essence,1.5  150ch,Automatique, 52.0000 DA 
Fiat, Cinquecento,1995.0,148163km,Essence,0.9 ess 40ch,Manuelle, 52.0000 DA 
Volkswagen, 2 Golf,1989.0,0000000km,Essence,1.3 ess 55ch,Manuelle, 52.0000 DA 
Hyundai, Accent,1999.0,,Essence,1.5,Manuelle, 52.0000 DA 
Ford, Fiesta,2001.0,99999km,Diesel,1.8 D 75ch,Manuelle, 52.0000 DA 
Suzuki, 800 Maruti,2010.0,234000km,Essence,0.8 ess 47ch,Manuelle, 52.0000 DA 
Volkswagen, 6n2 Polo,1995.0,2489999km,Essence,1.4 ch 65,Manuelle, 52.0000 DA 
Faw, N3 Xiali,2009.0,196000km,Essence,1.1 injection,Manuelle, 52.0000 DA 
Faw, N3 Xiali,2009.0,196000km,Essence,1.1 injection,Manuelle, 52.0000 DA 
Citroen, Saxo,1998.0,300000km,,1.5 D 58ch,Manuelle, 52.0000 DA 
Faw, Vp,2006.0,,Essence,,Manuelle, 52.0000 DA 
Volkswagen, 3 Golf,1993.0,,Essence,90S,Manuelle, 52.0000 DA 
Peugeot,406,1998.0,135000km,Essence,2.0 ess 16V 135ch,Manuelle, 52.0000 DA 
Renault,1  Clio,2000.0,3896530km,Diesel,1.9,Manuelle, 52.0000 DA 
Suzuki, 800 Maruti,2008.0,12365km,Essence,0.8,Manuelle, 52.0000 DA 
Renault,19,1995.0,442980km,Essence,1.4 ess 60ch,Manuelle, 52.0000 DA 
Citroen, j5,1990.0,300000km,Essence,la 11,Manuelle, 52.0000 DA 
Renault,19,1994.0,,Essence,1.4 ess 60ch,Manuelle, 52.0000 DA 
Geely, Sma,2010.0,350000km,Essence,1.3,Manuelle, 52.0000 DA 
Renault,2  Classique Megane,2004.0,,Diesel,1.5 DCI 80ch,, 52.0000 DA 
Daewoo, Nubira,1998.0,,Essence,1.5 ess,Manuelle, 52.0000 DA 
Suzuki, 800 Maruti,2009.0,,,,, 52.0000 DA 
Ford, Fiesta,2000.0,,,,, 52.0000 DA 
Maruti,800,2010.0,,,,, 52.0000 DA 
Peugeot,406,1999.0,,,,, 52.0000 DA 
