brand,model,year,kilometer,fuel,engine,transmission,price
Volkswagen, Lacara Polo,2016.0,181000km,Essence,,Manuelle, 320.0000 DA 
Dacia, Sandero Stepway,2018.0,70000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Suzuki, Swift,2022.0,26000km,Essence,1.2 VVT 85ch,Automatique, 320.0000 DA 
Peugeot, 301 Active,2022.0,4500km,Essence,1.2 VTI 72ch,Manuelle, 320.0000 DA 
Renault,  4 Clio GT Line,2019.0,117000km,Diesel,1.5 110cv,Manuelle, 320.0000 DA 
Peugeot,508,2015.0,210000km,Diesel,2.0 HDI 163ch BVA,Automatique, 320.0000 DA 
Renault, Captur Mountain,2016.0,,Diesel,1.5 DCI 85ch,Manuelle, 320.0000 DA 
Fiat, Base TIPO clim,2023.0,30km,Essence,,Automatique, 320.0000 DA 
Dacia, Sandero Techroad,2019.0,69565km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Dacia, Sandero Techroad,2019.0,69465km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Dacia, Sandero Stepway,2019.0,79000km,Diesel,1.5 DCI 75ch,Manuelle, 320.0000 DA 
Hyundai, Accent GLS,2019.0,35124km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Volkswagen, Caddy Cup,2014.0,186666km,Diesel,2.0 TDi 110ch,Manuelle, 320.0000 DA 
Hyundai, Prestige Tucson,2013.0,365095km,Diesel,2.0 CRDI 4x4 177ch BVA,Manuelle, 320.0000 DA 
Renault,  4 Clio GT Line,2019.0,120000km,Diesel,110,Manuelle, 320.0000 DA 
Volkswagen, 7 Golf Gtd,2014.0,185000km,Diesel,2.0 TDI 184ch DSG,Automatique, 320.0000 DA 
Dacia, Sandero Stepway,2019.0,46000km,Essence,1.6 ess 90ch,Manuelle, 320.0000 DA 
Seat, FR Ibiza,2018.0,174000km,Essence,1.6 MPi 110 ch Automatique,Automatique, 320.0000 DA 
Seat, FR Ibiza,2018.0,175000km,Essence,1.6 MPi 110 ch Automatique,Automatique, 320.0000 DA 
Peugeot,4008,2014.0,168000km,Diesel,1.8 HDI 4WD 140ch,Manuelle, 320.0000 DA 
Volkswagen, Caddy Confortline,2012.0,140000km,Diesel,2,Manuelle, 320.0000 DA 
Dacia, Sandero TechRoad,2019.0,66000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Dacia, Sandero Stepway,2021.0,26000km,Essence,1.6 ess 90ch,Manuelle, 320.0000 DA 
Volkswagen, 7 Golf R,2014.0,211000km,Essence,,Automatique, 320.0000 DA 
Renault,  4 Clio GT Line,2018.0,107000km,Diesel,1.5 DCI 85ch,Manuelle, 320.0000 DA 
Volkswagen, 7 GTD Golf,2014.0,240000km,Diesel,2.0 TDI 184ch DSG,Automatique, 320.0000 DA 
Volkswagen,  Carat Tiguan,2012.0,256000km,Diesel,2.0 TDI 140ch DSG,Automatique, 320.0000 DA 
Seat, Leon,2014.0,262400km,Diesel,2.0 TDI 143ch,Manuelle, 320.0000 DA 
Nissan, Juke,2015.0,146000km,GPL,1.6 ess gpl,Automatique, 320.0000 DA 
Seat, Ibiza,2018.0,169806km,Essence,1.6 MPi 90ch,Manuelle, 320.0000 DA 
Fiat, Fiat Tipo,2023.0,00km,Essence,1.6,Automatique, 320.0000 DA 
Seat, Leon,2014.0,260km,Diesel,2.0 TDI 140ch,Manuelle, 320.0000 DA 
Dacia, Duster FaceLift Laurate,2016.0,168000km,Diesel,1.5 DCI 4X4 110ch,Manuelle, 320.0000 DA 
Seat, Facelift High Ibiza,2018.0,155000km,Essence,1.6 MPi 90ch,Manuelle, 320.0000 DA 
Peugeot, Partner Tepee,2015.0,199000km,Diesel,1.6 HDI 112ch,Manuelle, 320.0000 DA 
Hyundai, 5 Accent Prestige RB portes,2019.0,105000km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Dacia, Sandero Stepway,2019.0,45000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Nissan, Pathfinder Sport,2009.0,180000km,Diesel,2.5 DCI 190ch,Manuelle, 320.0000 DA 
Seat, Fr Leon,2014.0,265000km,,2.0 TDI 143ch,Manuelle, 320.0000 DA 
Hyundai, Accent GL,2019.0,64000km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Dacia, Sandero Stepway,2019.0,820000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Dacia, Sandero Stepway restyle,2019.0,58500km,Diesel,1.5 DCI 75ch,Manuelle, 320.0000 DA 
Hyundai, Accent,2016.0,2000km,Essence,1.4 ess 86ch,Manuelle, 320.0000 DA 
Seat, Automatique Ibiza,2018.0,240000km,Essence,1.6 MPi 110 ch,Automatique, 320.0000 DA 
Hyundai, Accent RB,2019.0,70000km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Volkswagen, 7 GTI Golf,2014.0,20000km,,,Automatique, 320.0000 DA 
Dacia, Sandero,2019.0,156000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Renault, La Qouid tout,2023.0,2000km,Essence,1.2,Manuelle, 320.0000 DA 
Renault, 3 Black GT Line Megane Touch,2015.0,143km,Diesel,1.9 DCI 130ch,Manuelle, 320.0000 DA 
BMW, 3 M Sport Serie,2014.0,260km,Diesel,320d,Automatique, 320.0000 DA 
Peugeot, Boxer,2013.0,91000km,Diesel,2.2 HDI 130ch,Manuelle, 320.0000 DA 
Mercedes, EXCLUSIF GLK,2011.0,260km,Diesel,220 CDI 4MATIC,Automatique, 320.0000 DA 
Peugeot, Partner,2015.0,128000km,Diesel,1.6 HDI 112ch,Manuelle, 320.0000 DA 
Vw, 7 Golf,2014.0,190000km,Diesel,2,Automatique, 320.0000 DA 
Kia, GT-Line Picanto,2019.0,106km,Essence,,Automatique, 320.0000 DA 
Dacia, Stepway restyle,2019.0,105656km,Diesel,1.5 DCI,Manuelle, 320.0000 DA 
Hyundai, Creta,2016.0,186782km,Diesel,1.6 CRDI 128ch BVA,Manuelle, 320.0000 DA 
Seat, Ibiza,2015.0,117000km,,,, 320.0000 DA 
Peugeot, 208 Allure,2019.0,103000km,Diesel,1.6 HDI 92ch,Manuelle, 320.0000 DA 
Toyota, Premuim RAV4,2013.0,173800km,Diesel,2.2 D4D 177ch,Manuelle, 320.0000 DA 
Land,2  Freelander Premium Rover,2012.0,190000km,Diesel,2.2 SD4 - 2.2 D 190ch BVA,Automatique, 320.0000 DA 
Nissan, Qashqai2 tekna,2015.0,232000km,Diesel,2.0 dci 150chv,Manuelle, 320.0000 DA 
Hyundai, 5 Accent DZ GL RB portes,2019.0,103000km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Renault, Collection Symbol,2012.0,2000km,Essence,1.4 ess 75ch,Manuelle, 320.0000 DA 
Dacia, Sandero,2021.0,6000km,Essence,,Manuelle, 320.0000 DA 
Renault, L3H2 Master,2013.0,276km,Diesel,2.3 DCi 125ch,, 320.0000 DA 
Toyota, Yaris,2017.0,113000km,Essence,1.3 VVTI 99ch,Manuelle, 320.0000 DA 
Seat, Ibiza STYLE,2018.0,186000km,Essence,1.6 MPi 110 ch,Manuelle, 320.0000 DA 
Mercedes, 250 AVANTGARDE C Classe,2013.0,213000km,Diesel,250 CDI 204ch 4 Matic,Automatique, 320.0000 DA 
Kia, 5 Sorento place,2013.0,232000km,Diesel,2.2 197ch   4X4,Automatique, 320.0000 DA 
Hyundai, 5 Accent RB portes,2020.0,21700km,Diesel,1.6 CRDI 128ch,, 320.0000 DA 
Fiat, 500 Hybride,2023.0,00km,Essence,1,Manuelle, 320.0000 DA 
Dacia, Sandero,2019.0,,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Hyundai, Accent GLS,2019.0,95000km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Volkswagen, 7 GTI Golf,2014.0,236000km,Essence,2.0 TSI 300ch DSG,Automatique, 320.0000 DA 
Audi, A3 Line S,2015.0,130000km,Diesel,2.0 TDI 143ch S-Tronic,Automatique, 320.0000 DA 
Dacia, Sandero Stepway,2018.0,93000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Hyundai, Accent RB,2018.0,81500km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Peugeot, 308 Allure,2015.0,197000km,Diesel,1.6 e HDI 115ch STT,Manuelle, 320.0000 DA 
Suzuki, Swift,2022.0,38000km,,,Automatique, 320.0000 DA 
Hyundai, GL Plus i10,2017.0,38000km,Essence,,Automatique, 320.0000 DA 
Hyundai, Accent GLS,2016.0,17000km,Essence,1.5 ess 91ch,Manuelle, 320.0000 DA 
Kia, Brazilia Picanto,2015.0,25000km,Essence,1.2 ess CVVT 87ch,Manuelle, 320.0000 DA 
Peugeot, Allure Partner Tepee,2016.0,240km,Diesel,1.6 HDI FAP 115 CH,Manuelle, 320.0000 DA 
BMW, 3 335i BMW Serie e90,2006.0,197000km,Essence,N55b30 twin turbo,Automatique, 320.0000 DA 
Volkswagen, Match Polo,2012.0,110km,Essence,1.4 ess 85ch,Manuelle, 320.0000 DA 
Peugeot, Partner Tepee,2016.0,184000km,Diesel,1.6 HDI 112ch,Manuelle, 320.0000 DA 
Seat, Cupra Leon R,2015.0,187000km,Essence,2.0 TSi 280ch DSG,Automatique, 320.0000 DA 
Peugeot,308,2016.0,159000km,Diesel,,, 320.0000 DA 
Volkswagen, Match Polo,2012.0,180000km,Essence,1.4 ess 85ch,Manuelle, 320.0000 DA 
Mitsubishi, Court Pajero,1999.0,150km,Essence,3.5 ess V6 194ch,Manuelle, 320.0000 DA 
Volkswagen, Amarok HighLine,2013.0,300km,Diesel,2.0 TDI 4MOTION 180ch,Manuelle, 320.0000 DA 
Kia, Sportage,2012.0,196km,Diesel,,Manuelle, 320.0000 DA 
Renault, Sandero Stepway,2019.0,110000km,Diesel,1.5 Dci,Manuelle, 320.0000 DA 
Volkswagen, Carat Polo,2016.0,209000km,Essence,1.6 mpi 90 ch,Manuelle, 320.0000 DA 
Kia, Sportage,2012.0,196km,Diesel,2.0 CRDI 177ch,Manuelle, 320.0000 DA 
Hyundai, Santafe Semi cuir,2015.0,300000km,Diesel,Cdi,Automatique, 320.0000 DA 
Volkswagen, 7 Golf Gtd,2015.0,240km,Diesel,2.0 TDI 184ch DSG,Automatique, 320.0000 DA 
Renault, 4 Clio T.C.E,2014.0,6000km,Essence,1.2 ess 16V 75ch,Manuelle, 320.0000 DA 
Renault, 4 Clio Gt line,2019.0,138000km,Diesel,1.5 dci 110 chv,Manuelle, 320.0000 DA 
Volkswagen, Life Tiguan,2014.0,277000km,Diesel,2.0 TDI 140ch,Automatique, 320.0000 DA 
Seat, Ibiza Pack Titanium,2016.0,91000km,Essence,1.4 TDI 80ch,Manuelle, 320.0000 DA 
Land, 5 Dynamique Evoque Portes Range Rover,2013.0,183000km,Diesel,2.2 SD4 - 2.2 D 190ch BVA,Automatique, 320.0000 DA 
Land, 5 Dynamique Evoque Portes Range Rover,2013.0,180000km,Diesel,2.2 SD4 - 2.2 D 190ch BVA,Automatique, 320.0000 DA 
Dacia, Sandero,2020.0,100000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Hyundai, Tucson,2011.0,108000km,Diesel,2.0 CRDI 4x4 177ch BVA,Manuelle, 320.0000 DA 
Mercedes, 250 AMG C Classe pack sport,2013.0,160000km,Diesel,250 CDI BlueEfficiency,Automatique, 320.0000 DA 
Dacia, PRIVILEGE Sandero Stepway,2019.0,65000km,Diesel,1.5 DCI 90ch,Manuelle, 320.0000 DA 
Peugeot, 301 Pur tech,2023.0,2000km,Essence,1,, 320.0000 DA 
Seat, Facelift High Ibiza,2018.0,117000km,Essence,1.6 MPi 110 ch,Manuelle, 320.0000 DA 
Mercedes, CLA Carlson,2014.0,265000km,Diesel,220,Automatique, 320.0000 DA 
Renault,  4 Clio GT Line,2018.0,140km,Diesel,1.5 DCI 85ch,Manuelle, 320.0000 DA 
Volkswagen,,2012.0,260km,Diesel,2.0 TDI 140ch DSG,Automatique, 320.0000 DA 
Seat, Leon,2014.0,228km,Diesel,2.0 TDI 143ch,Manuelle, 320.0000 DA 
Audi, Q5 sline,2012.0,200000km,Diesel,2.0 TDI 170ch,Automatique, 320.0000 DA 
Dacia, Stepway,2019.0,27000km,Diesel,1.5 Dci,Manuelle, 320.0000 DA 
Hyundai, Accent Confort,2019.0,106600km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Dacia, Sandero Stepway,2019.0,84000km,Diesel,1.6 MPI 90ch,Manuelle, 320.0000 DA 
Peugeot, Partner Tepee,2015.0,169km,Diesel,1.6 HDI FAP 115 CH,Manuelle, 320.0000 DA 
Peugeot, 208 Tech Vision,2019.0,136000km,Diesel,1.6 HDI 92ch,Manuelle, 320.0000 DA 
Skoda, Rapid,2019.0,95000km,Essence,1,, 320.0000 DA 
Peugeot,301,2022.0,0km,Essence,1.2 VTI 72ch,Manuelle, 320.0000 DA 
Audi, Line Q5 S,2013.0,156km,Diesel,2.0 TDI 170ch,Automatique, 320.0000 DA 
Hyundai, Prestige i40,2015.0,190000km,Diesel,1.7 CRDI 136ch BVA,Automatique, 320.0000 DA 
Seat, Facelift High Ibiza,2018.0,132km,Essence,1.6 MPi 110 ch,Manuelle, 320.0000 DA 
Dacia, Red Stepway,2019.0,69500km,Diesel,,Manuelle, 320.0000 DA 
Suzuki, Swift,2022.0,1000km,Essence,1.2 VVT 85ch BVA,Automatique, 320.0000 DA 
Toyota, Hilux,2010.0,5550000km,Diesel,2.5 D4D 144ch,Manuelle, 320.0000 DA 
Volkswagen, Cara Passat cara plus,2013.0,280km,Diesel,2,Automatique, 320.0000 DA 
Toyota, Court Cruiser Land,1999.0,14000km,Diesel,2.2,Manuelle, 320.0000 DA 
Renault, 4 Clio Facelift GT-Line,2019.0,105000km,Diesel,1.5 DCi 110ch,Manuelle, 320.0000 DA 
Peugeot, Expert,2015.0,150000km,Diesel,1.6 HDI 90ch,Manuelle, 320.0000 DA 
Kia, LX Rio,2019.0,44000km,Essence,1.4l ess 100ch,Manuelle, 320.0000 DA 
Land, Evoque Range Rover,2013.0,253000km,Diesel,2.2 SD4 - 2.2 D 190ch BVA,Automatique, 320.0000 DA 
Seat, Facelift Ibiza Style,2018.0,114000km,Essence,1.6 MPi 110 ch,Manuelle, 320.0000 DA 
Land,2  Freelander Rover,2011.0,226000km,Diesel,2.2 SD4 - 2.2 D 190ch BVA,Automatique, 320.0000 DA 
Hyundai, Accent GL,2019.0,79000km,Diesel,1.6 CRDI 128ch,Manuelle, 320.0000 DA 
Suzuki, Swift,2022.0,00km,Essence,1.2 VVT 85ch BVA,Automatique, 320.0000 DA 
Renault, Confort Kangoo,2018.0,84000km,Diesel,1.5 DCI 110ch,Manuelle, 320.0000 DA 
Volkswagen, Jetta,2013.0,,Diesel,2.0 TDI 110ch,Automatique, 320.0000 DA 
Suzuki, Celerio,2022.0,00km,Essence,1.0 ess 68ch,Automatique, 320.0000 DA 
Kia, LX Rio,2019.0,85000km,GPL,1.4l ess 100ch,Manuelle, 320.0000 DA 
Renault, Bose Scenic,2015.0,123000km,Diesel,1.6 DCI 130ch,Manuelle, 320.0000 DA 
Renault,  4 Clio GT Line,2019.0,117848km,Diesel,1.5 DCI 85ch,Manuelle, 320.0000 DA 
Dacia, Lodgy,2021.0,,,,, 320.0000 DA 
Renault, Kangoo,2021.0,,,,, 320.0000 DA 
Renault,(Utilitaire)  Confort Kangoo,2020.0,,,,, 320.0000 DA 
Nissan, Double Navara cabine,2014.0,,,,, 320.0000 DA 
Hyundai, Prestige SantaFe,2013.0,,,,, 320.0000 DA 
Seat, Leon Select,2016.0,,,,, 320.0000 DA 
Peugeot,508,2015.0,,,,, 320.0000 DA 
Kia, Sportage,2015.0,,,,, 320.0000 DA 
Kia, Sportage,2016.0,,,,, 320.0000 DA 
Infiniti, Q30 S,2016.0,,,,, 320.0000 DA 
Dacia, Sandero,2010.0,270000km,Essence,1.4 ess 75ch,Manuelle, 321.0000 DA 
Peugeot, 308 Allure,2015.0,184000km,Diesel,1.6 e HDI 115ch STT,Manuelle, 321.0000 DA 
Renault,  4 Clio GT Line,2019.0,113000km,Diesel,1.5 DCI 85ch,Manuelle, 321.0000 DA 
Renault, Campus Clio,2014.0,178km,Essence,1.2 ess 16V 75ch,Manuelle, 321.0000 DA 
Peugeot, 308 Allure,2016.0,215km,Diesel,1.6 e HDI 115ch STT,Manuelle, 321.0000 DA 
Toyota, Aygo,2021.0,28000km,,,, 321.0000 DA 
Hyundai, Atos GLS,2011.0,400000km,Essence,1.1 ess 63ch,Manuelle, 321.0000 DA 
Hyundai, Tucson,2008.0,312km,Diesel,2.0 CRDI 140ch,Manuelle, 321.0000 DA 
Hyundai, Atos GLS,2008.0,270.000km,Essence,1.1 ess 63ch,Manuelle, 321.0000 DA 
Skoda, Ambition Rapid,2015.0,33000km,Essence,1.6 MPI  105 ch,Manuelle, 322.0000 DA 
Fiat, Ducato,2023.0,,,,, 322.0000 DA 
Fiat, City Tipo,2023.0,,,,, 322.0000 DA 
Fiat,1.6  Fait Sedan city tipo,2023.0,,,,, 322.0000 DA 
Renault,  4 Clio GT Line,2019.0,98000km,Diesel,1.5 DCI 85ch,Manuelle, 322.0000 DA 
Fiat, Tipo,2023.0,800km,Essence,1.6,Automatique, 322.0000 DA 
Renault, Kangoo,2019.0,129000km,Diesel,1.5 DCI 90ch,Manuelle, 322.0000 DA 
Fiat, Tipo,2023.0,4000km,Essence,1.6 ESS 110 cv,Automatique, 322.0000 DA 
Renault,  4 Clio GT Line,2018.0,135km,Diesel,,Manuelle, 322.0000 DA 
Kia, GT-Line Picanto,2018.0,65000km,Essence,1.0 ess 69ch,Automatique, 322.0000 DA 
Dacia, Sandero Stepway,2019.0,55000km,GPL,1.6 ess 90ch,Manuelle, 322.0000 DA 
Kia, GT-Line Picanto,2019.0,90700km,Essence,1.2 ess 84ch,Automatique, 322.0000 DA 
Dacia, Sandero Tecrod,2019.0,76000km,Essence,1.6 MPI 90ch,Manuelle, 322.0000 DA 
Kia, GT-Line Picanto,2019.0,97000km,Essence,1.2 ess CVVT 87ch BVA,Automatique, 322.0000 DA 
Renault, Confort Kangoo,2017.0,141km,Diesel,1.5 DCI 110ch,Manuelle, 322.0000 DA 
Kia, GT-Line Picanto,2019.0,,Essence,1.2 ess CVVT 87ch BVA,Automatique, 322.0000 DA 
Renault,  4 Clio GT Line,2018.0,93000km,Diesel,1.5 DCI 85ch,Manuelle, 322.0000 DA 
Seat, Facelift High Ibiza,2018.0,155000km,Essence,1.6 MPi 110 ch,Manuelle, 322.0000 DA 
Renault,  4 Clio GT Line,2018.0,91000km,Diesel,1.5 dci 110 ch,Manuelle, 323.0000 DA 
Dacia, Sandero Stepway,2019.0,78000km,Diesel,1.5 DCI 90ch,Manuelle, 323.0000 DA 
Citroen, Berlingo,2021.0,47000km,Diesel,1.6 HDI 112ch,Manuelle, 323.0000 DA 
Seat, Facelift High Ibiza,2018.0,138000km,Essence,1.6 MPi 110 ch,Manuelle, 323.0000 DA 
Dacia, Sandero,2020.0,58000km,GPL,1.6 ess 90ch,Manuelle, 323.0000 DA 
Fiat, Tipo,2023.0,1000km,Essence,1.6,Automatique, 324.0000 DA 
Dacia, Sandero Stepway,2019.0,820000km,Diesel,1.5 DCI 90ch,Manuelle, 324.0000 DA 
Dacia, Sandero Stepway,2018.0,820000km,Diesel,1.5 DCI 90ch,Manuelle, 324.0000 DA 
Dacia, Sandero Stepway,2020.0,820000km,Diesel,1.5 DCI 90ch,Manuelle, 324.0000 DA 
Peugeot, 208 Allure,2018.0,120000km,Diesel,1.6 HDI 92ch,Manuelle, 324.0000 DA 
Peugeot, 308 Active,2015.0,152000km,Diesel,1.6 e HDI 115ch STT,Manuelle, 324.0000 DA 
Suzuki, Cs,2023.0,,,,, 325.0000 DA 
Fiat, City Tipo plus ,2023.0,,,,, 325.0000 DA 
Fiat,,2023.0,,,,, 325.0000 DA 
Seat, High Ibiza,2019.0,116km,Essence,,Manuelle, 325.0000 DA 
Fiat,1.6  Doblo hdi,2023.0,,,,, 325.0000 DA 
Seat, Ibiza STYLE,2018.0,150km,Essence,1.6 MPi 110 ch,Manuelle, 325.0000 DA 
Renault, 4 Clio Limited,2018.0,66400km,Diesel,1.5 DCI 85ch,Manuelle, 325.0000 DA 
Suzuki, La Swift tout,2023.0,,,,, 325.0000 DA 
Fiat, City,2023.0,,,,, 325.0000 DA 
Fiat, Doblo,2023.0,,,,, 325.0000 DA 
Renault, Intens Kadjar,2016.0,149000km,Diesel,1.6 DCi 130ch,Manuelle, 325.0000 DA 
Peugeot, 208 Allure Facelift,2020.0,97000km,Diesel,1.6 HDI 115ch,Manuelle, 325.0000 DA 
Renault,  4 Clio GT Line,2019.0,98000km,Diesel,,Manuelle, 325.0000 DA 
Toyota, Hilux,2009.0,500km,Diesel,,Manuelle, 325.0000 DA 
Renault,  4 Clio GT Line,2019.0,89000km,Diesel,1.5 dci 110 ch,Manuelle, 325.0000 DA 
Toyota, Hilux,2009.0,5000km,Diesel,,, 325.0000 DA 
Skoda, Edition Yeti,2015.0,202000km,Diesel,2.0 TDI 140ch,Manuelle, 325.0000 DA 
Dacia, Sandero Stepway,2018.0,49000km,Diesel,1.5 DCI 90ch,Manuelle, 325.0000 DA 
Hyundai, Pack i30 plus,2019.0,129000km,Essence,1.6 ess 115ch,Manuelle, 325.0000 DA 
Peugeot, 208 Allure Facelift,2019.0,105000km,Diesel,1.6 HDI 92ch,Manuelle, 325.0000 DA 
Skoda, Elegance Octavia,2014.0,258km,Diesel,2.0 TDI 143ch,Manuelle, 325.0000 DA 
Peugeot, 208 Allure Facelift,2019.0,110000km,Diesel,1.6 HDI 92ch,, 325.0000 DA 
Kia, EX Rio,2019.0,94000km,GPL,1.4l ess 100ch,Manuelle, 325.0000 DA 
Renault,  4 Clio GT Line,2018.0,97.000km,Diesel,1.5 dCi 110,Manuelle, 325.0000 DA 
Seat, FR15 Leon,2015.0,156000km,Diesel,2.0 TSI 211ch,Manuelle, 325.0000 DA 
Citroen, Berlingo,2021.0,100000km,Diesel,1.6 HDI 112ch,Manuelle, 325.0000 DA 
Toyota, Active Touch Yaris,2017.0,176km,Essence,1.3 VVTI 87ch,Manuelle, 325.0000 DA 
Fiat, Tipo,2023.0,1000km,Essence,1.6,Automatique, 325.0000 DA 
Renault,  4 Clio GT Line,2018.0,120km,Diesel,110,Manuelle, 325.0000 DA 
Hyundai, Elantra,2017.0,121000km,Essence,1.6 ess 120ch,Manuelle, 325.0000 DA 
Dacia, Sandero Stepway,2018.0,30km,Diesel,1.5 DCI 90ch,Manuelle, 325.0000 DA 
Renault,  4 Clio GT Line,2019.0,80000km,Diesel,110,Manuelle, 325.0000 DA 
Peugeot, 301 Active,2022.0,2500km,Essence,1.2 VTI 72ch,Manuelle, 325.0000 DA 
Renault,  4 Clio GT Line,2019.0,126000km,Diesel,1.5 DCI 85ch,Manuelle, 325.0000 DA 
Citroen, Berlingo,2015.0,160000km,Diesel,1.6hdi 92ch,Manuelle, 325.0000 DA 
Dacia, Duster Laureate,2015.0,118189km,Diesel,1.5 DCI 4X4 110ch,Manuelle, 325.0000 DA 
Honda, Jazz,2013.0,330000km,Diesel,,Automatique, 325.0000 DA 
Peugeot, 508 Allure,2018.0,312000km,Diesel,2.0 HDI 163ch,Manuelle, 325.0000 DA 
Fiat, Tipo,2023.0,3795km,Essence,1.6,Automatique, 325.0000 DA 
Renault, Kangoo,2019.0,118km,Diesel,1.5 DCI 90ch,Manuelle, 325.0000 DA 
Peugeot, 208 Active Facelift,2018.0,122km,Diesel,1.6 HDI 115ch,Manuelle, 325.0000 DA 
Dacia, Sandero Stepway,2019.0,80000km,Diesel,1.5 DCI 90ch,Manuelle, 325.0000 DA 
Hyundai, i20,2019.0,104000km,Diesel,1.4 CRDI 75ch,Manuelle, 325.0000 DA 
Renault, Clio4 Gtline,2018.0,12000km,Diesel,1.5,Manuelle, 325.0000 DA 
Hyundai, Prestige i30,2019.0,90000km,Essence,1.6 ess 115ch,Manuelle, 325.0000 DA 
Renault, Kwid,2023.0,200km,Essence,1,Manuelle, 325.0000 DA 
Volkswagen, Touran,2013.0,265000km,Diesel,2.0 TDI 140ch,Manuelle, 325.0000 DA 
Mercedes, C Classe,2012.0,219000km,Diesel,250 CDI BlueEfficiency,Automatique, 325.0000 DA 
Renault,  4 Clio GT Line,2019.0,100000km,Diesel,1.5 dci 110 ch,Manuelle, 325.0000 DA 
Volkswagen, Confort Passat,2015.0,247000km,Diesel,2.0 TDI 140ch,Manuelle, 325.0000 DA 
Seat, Ibiza Sol,2017.0,120000km,Essence,1.6 MPi 110 ch,Manuelle, 325.0000 DA 
Dacia, Sandero Stepway,2020.0,48000km,Essence,1.6 MPI 90ch,Manuelle, 325.0000 DA 
Nissan, Qashqai,2017.0,151000km,Diesel,1.6 dCi 130ch 4x2,Automatique, 325.0000 DA 
Seat, Cupra Leon R,2016.0,210.000km,Essence,2.0 ess 240ch Cupra,Automatique, 325.0000 DA 
Hyundai, Accent,2019.0,34000km,Diesel,1.6 CRDI 128ch,Manuelle, 325.0000 DA 
Renault, Kangoo Privilege plus,2017.0,260km,Diesel,1.5 DCI 110ch,Semi Automatique, 325.0000 DA 
Renault, 4 Clio Limited,2018.0,63000km,Diesel,1.5 DCI 85ch,Manuelle, 325.0000 DA 
BMW, 3 M Sport Serie,2012.0,286000km,Diesel,320d,Automatique, 325.0000 DA 
Volkswagen, Caddy Combi Startline,2014.0,112km,Diesel,1.6 TDi 102ch,Manuelle, 325.0000 DA 
Renault,  4 Clio GT Line,2018.0,118000km,Diesel,1.5 DCI 85ch,Manuelle, 325.0000 DA 
Toyota, Edition Red Yaris,2018.0,10000km,Essence,1.3 VVTI 100ch,Manuelle, 325.0000 DA 
Seat, Ibiza Pack Titanium,2016.0,110km,Essence,1.4 TDI 80ch,Manuelle, 325.0000 DA 
Hyundai, Elantra,2017.0,16500km,GPL,,, 325.0000 DA 
Hyundai, Prestige Tucson,2013.0,103km,Diesel,2.0 CRDI 4x4 177ch BVA,Manuelle, 325.0000 DA 
Kia, GT-Line Picanto,2020.0,105000km,Essence,1.2 ess CVVT 87ch,Manuelle, 325.0000 DA 
Peugeot, Partner Tepee,2017.0,189000km,Diesel,1.6 HDI FAP 115 CH,Manuelle, 325.0000 DA 
Dacia, Sandero Stepway,2018.0,26200km,Essence,1.6 ess 90ch,Manuelle, 325.0000 DA 
Dacia, Stepway,2019.0,90000km,Diesel,1.5 dci,Manuelle, 325.0000 DA 
Rover, Range rover,2012.0,239000km,Diesel,Sd4 2.2,Automatique, 325.0000 DA 
Yamaha, Tech Tmax max,2021.0,3000km,Essence,560,Automatique, 325.0000 DA 
Renault,  4 Clio GT Line,2019.0,130km,Diesel,1.5 DCI 85ch,Manuelle, 325.0000 DA 
Suzuki, Swift,2022.0,2400km,Essence,,Automatique, 325.0000 DA 
Volkswagen, 30 Caddy Edition,2014.0,286000km,Diesel,2.0 TDi 110ch,Manuelle, 325.0000 DA 
Dacia, Sandero Stepway ,2019.0,80000km,Diesel,1.5 DCI 90ch,Manuelle, 325.0000 DA 
Volkswagen, 7 Golf,2015.0,178km,Diesel,2.0 TDI 184ch DSG,Automatique, 325.0000 DA 
Kia, Sportage,2012.0,218000km,Diesel,2.0 CRDI 177ch,Manuelle, 325.0000 DA 
Renault, Stepway,2019.0,74000km,Diesel,1 5 dci,Manuelle, 325.0000 DA 
Hyundai, Tucson,2013.0,213142km,Diesel,2.0 CRDI 136ch,Automatique, 325.0000 DA 
