brand,model,year,kilometer,engine,transmission,fuel,nb_of_doors,price,cylinder,engine_size,horsepower
Cadillac,Escalade ESV Premium Luxury 4WD,2018,"99,197",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$31,990",8,6.2L,420 hp
Cadillac,XT4 Premium Luxury AWD,2019,"29,249",237 hp 2L I4,Automatic,Gasoline,4 doors,"$26,998",4,2L,237 hp
Cadillac,Escalade Premium Luxury 4WD,2020,"70,228",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$44,900",8,6.2L,420 hp
Cadillac,XT5 Premium Luxury FWD,2020,"30,185",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$29,995",6,3.6L,310 hp
Cadillac,XT4 Premium Luxury FWD,2019,"44,735",237 hp 2L I4,Automatic,Gasoline,4 doors,"$23,750",4,2L,237 hp
Cadillac,Escalade Premium Luxury 4WD,2019,"64,325",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$42,919",8,6.2L,420 hp
Cadillac,XT5 Premium Luxury FWD,2021,"36,622",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$31,550",6,3.6L,310 hp
Cadillac,Escalade Sport Platinum 4WD,2023,"6,896",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$105,497",8,6.2L,420 hp
Cadillac,XT5 Premium Luxury FWD,2021,"31,318",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$31,895",6,3.6L,310 hp
Cadillac,XT5 Premium Luxury AWD,2023,"12,464",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$41,999",6,3.6L,310 hp
Cadillac,XT5 Luxury FWD,2017,"49,410",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$18,399",6,3.6L,310 hp
Cadillac,CT6 3.6L Premium Luxury AWD,2020,"70,212",335 hp 3.6L V6,Automatic,Gasoline,4 doors,"$33,198",6,3.6L,335 hp
Cadillac,XTS Luxury FWD,2019,"108,648",304 hp 3.6L V6,Automatic,Gasoline,4 doors,"$14,995",6,3.6L,304 hp
Cadillac,Escalade Luxury 4WD,2016,"91,116",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$27,477",8,6.2L,420 hp
Cadillac,XT5 Premium Luxury AWD,2023,"19,924",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$39,999",6,3.6L,310 hp
Cadillac,Escalade Premium Luxury 4WD,2023,"3,238",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$88,999",8,6.2L,420 hp
Cadillac,Escalade Luxury 4WD,2015,"101,166",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$24,995",8,6.2L,420 hp
Cadillac,XT6 Sport AWD,2020,"28,565",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$35,998",6,3.6L,310 hp
Cadillac,Escalade ESV Premium Luxury 4WD,2018,"39,822",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$44,988",8,6.2L,420 hp
Cadillac,CT4 V-Series AWD,2022,"25,779",325 hp 2.7L I4,Automatic,Gasoline,4 doors,"$37,988",4,2.7L,325 hp
Cadillac,ATS-V Coupe RWD,2018,"27,088",464 hp 3.6L V6,Automatic,Gasoline,2 doors,"$42,984",6,3.6L,464 hp
Cadillac,XT6 Premium Luxury AWD,2022,"46,478",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$33,750",6,3.6L,310 hp
Cadillac,XT4 Premium Luxury AWD,2020,"37,225",237 hp 2L I4,Automatic,Gasoline,4 doors,"$24,991",4,2L,237 hp
Cadillac,XTS Luxury FWD,2013,"142,262",304 hp 3.6L V6,Automatic,Gasoline,4 doors,"$7,995",6,3.6L,304 hp
Cadillac,XT5 Premium Luxury AWD,2022,"24,542",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$36,944",6,3.6L,310 hp
Cadillac,Escalade ESV Premium Luxury 4WD,2022,"48,935",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$69,989",8,6.2L,420 hp
Cadillac,XT6 Premium Luxury AWD,2021,"36,574",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$36,888",6,3.6L,310 hp
Cadillac,ATS 2.0T Performance RWD,2014,"77,045",272 hp 2L I4,Automatic,Gasoline,4 doors,"$13,500",4,2L,272 hp
Cadillac,Escalade ESV Platinum 4WD,2018,"58,764",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$45,999",8,6.2L,420 hp
Cadillac,Escalade ESV Platinum 4WD,2020,"104,252",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$38,329",8,6.2L,420 hp
Cadillac,CT4 V-Series AWD,2021,"20,450",325 hp 2.7L I4,Automatic,Gasoline,4 doors,"$39,995",4,2.7L,325 hp
Cadillac,XT4 Sport FWD,2019,"62,316",237 hp 2L I4,Automatic,Gasoline,4 doors,"$22,583",4,2L,237 hp
Cadillac,XT4 Sport AWD,2020,"43,521",237 hp 2L I4,Automatic,Gasoline,4 doors,"$28,346",4,2L,237 hp
Cadillac,XT4 Sport AWD,2020,"28,218",237 hp 2L I4,Automatic,Gasoline,4 doors,"$28,889",4,2L,237 hp
Cadillac,XT4 Sport AWD,2022,"12,185",235 hp 2L I4,Automatic,Gasoline,4 doors,"$35,483",4,2L,235 hp
Cadillac,Escalade Platinum 4WD,2016,"82,349",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$28,995",8,6.2L,420 hp
Cadillac,CTS 3.6L Premium RWD,2016,"108,401",335 hp 3.6L V6,Automatic,Gasoline,4 doors,"$13,990",6,3.6L,335 hp
Cadillac,Escalade Platinum 4WD,2017,"111,715",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$29,995",8,6.2L,420 hp
Cadillac,CT4 V-Series AWD,2021,"9,030",325 hp 2.7L I4,Automatic,Gasoline,4 doors,"$39,250",4,2.7L,325 hp
Cadillac,CT5 Sport Sedan AWD,2020,"54,130",237 hp 2L I4,Automatic,Gasoline,4 doors,"$28,258",4,2L,237 hp
Cadillac,CT5 Luxury RWD,2022,"11,221",235 hp 2L I4,Automatic,Gasoline,4 doors,"$28,497",4,2L,235 hp
Cadillac,CT4 V-Series RWD,2021,"1,161",325 hp 2.7L I4,Automatic,Gasoline,4 doors,"$45,465",4,2.7L,325 hp
Cadillac,CT4 Sport RWD,2020,"7,856",237 hp 2L I4,Automatic,Gasoline,4 doors,"$29,991",4,2L,237 hp
Cadillac,CT5 Luxury AWD,2022,"13,960",235 hp 2L I4,Automatic,Gasoline,4 doors,"$34,621",4,2L,235 hp
Cadillac,CT5 Sport Sedan AWD,2021,"22,465",237 hp 2L I4,Automatic,Gasoline,4 doors,"$34,372",4,2L,237 hp
Cadillac,CT5 Luxury Sedan AWD,2021,"25,243",237 hp 2L I4,Automatic,Gasoline,4 doors,"$30,500",4,2L,237 hp
Cadillac,CT5 Sport Sedan AWD,2020,"39,190",237 hp 2L I4,Automatic,Gasoline,4 doors,"$29,995",4,2L,237 hp
Cadillac,CT5 Premium Luxury Sedan AWD,2021,"16,370",335 hp 3L V6,Automatic,Gasoline,4 doors,"$36,906",6,3L,335 hp
Cadillac,CT4 Luxury AWD,2022,"10,303",235 hp 2L I4,Automatic,Gasoline,4 doors,"$30,943",4,2L,235 hp
Cadillac,CT5 Premium Luxury Sedan AWD,2020,"25,272",335 hp 3L V6,Automatic,Gasoline,4 doors,"$34,500",6,3L,335 hp
Cadillac,CT4 Premium Luxury RWD,2022,"17,734",310 hp 2.7L I4,Automatic,Gasoline,4 doors,"$27,995",4,2.7L,310 hp
Cadillac,CT4 V-Series AWD,2021,"32,418",325 hp 2.7L I4,Automatic,Gasoline,4 doors,"$38,352",4,2.7L,325 hp
Cadillac,CTS 2.0T Luxury AWD,2018,"41,060",268 hp 2L I4,Automatic,Gasoline,4 doors,"$23,515",4,2L,268 hp
Cadillac,CT4 Sport AWD,2020,"30,532",237 hp 2L I4,Automatic,Gasoline,4 doors,"$28,995",4,2L,237 hp
Cadillac,Escalade Premium Luxury 4WD,2018,"62,869",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$41,700",8,6.2L,420 hp
Cadillac,Escalade Luxury 4WD,2015,"127,169",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$21,995",8,6.2L,420 hp
Cadillac,Escalade ESV Luxury 4WD,2015,"169,489",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$16,999",8,6.2L,420 hp
Cadillac,Escalade ESV Luxury 4WD,2016,"128,786",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$20,997",8,6.2L,420 hp
Cadillac,Escalade Premium Luxury RWD,2019,"54,196",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$42,985",8,6.2L,420 hp
Cadillac,Escalade Premium Luxury 4WD,2020,"62,451",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$45,995",8,6.2L,420 hp
Cadillac,ATS 2.0T Luxury RWD,2018,"74,062",272 hp 2L I4,Automatic,Gasoline,4 doors,"$14,990",4,2L,272 hp
Cadillac,CT5 Premium Luxury Sedan AWD,2021,"59,726",237 hp 2L I4,Automatic,Gasoline,4 doors,"$29,995",4,2L,237 hp
Cadillac,CT5 Premium Luxury RWD,2023,"3,621",237 hp 2L I4,Automatic,Gasoline,4 doors,"$37,800",4,2L,237 hp
Cadillac,CT5 Premium Luxury Sedan RWD,2021,"1,537",335 hp 3L V6,Automatic,Gasoline,4 doors,"$37,285",6,3L,335 hp
Cadillac,Escalade Platinum RWD,2018,"28,848",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$47,595",8,6.2L,420 hp
Cadillac,XT5 Luxury FWD,2017,"108,577",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$13,995",6,3.6L,310 hp
Cadillac,CT4 V-Series AWD,2020,"54,918",325 hp 2.7L I4,Automatic,Gasoline,4 doors,"$31,905",4,2.7L,325 hp
Cadillac,CT4 V-Series AWD,2020,"67,759",325 hp 2.7L I4,Automatic,Gasoline,4 doors,"$30,988",4,2.7L,325 hp
Cadillac,XT5 Premium Luxury AWD,2021,"43,021",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$29,800",6,3.6L,310 hp
Cadillac,XT4 Sport AWD,2024,"6,214",235 hp 2L I4,Automatic,Gasoline,4 doors,"$43,999",4,2L,235 hp
Cadillac,XT4 Premium Luxury FWD,2020,"61,480",237 hp 2L I4,Automatic,Gasoline,4 doors,"$20,999",4,2L,237 hp
Cadillac,SRX Premium AWD,2015,"101,979",308 hp 3.6L V6,Automatic,Gasoline,4 doors,"$12,500",6,3.6L,308 hp
Cadillac,Escalade Luxury 4WD,2015,"123,453",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$20,595",8,6.2L,420 hp
Cadillac,Escalade Luxury 4WD,2016,"149,805",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$19,495",8,6.2L,420 hp
Cadillac,Escalade ESV Premium 4WD,2016,"90,907",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$26,945",8,6.2L,420 hp
Cadillac,Escalade Premium Luxury RWD,2018,"38,920",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$41,993",8,6.2L,420 hp
Cadillac,Escalade ESV Platinum 4WD,2015,"99,224",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$30,995",8,6.2L,420 hp
Cadillac,Escalade ESV Platinum 4WD,2016,"122,389",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$25,995",8,6.2L,420 hp
Cadillac,XT5 Luxury AWD,2018,"68,511",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$20,998",6,3.6L,310 hp
Cadillac,XT5 Luxury FWD,2017,"52,084",310 hp 3.6L V6,Automatic,Gasoline,4 doors,"$19,392",6,3.6L,310 hp
Cadillac,Escalade Premium Luxury 4WD,2021,"32,848",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$72,995",8,6.2L,420 hp
Cadillac,Escalade Premium Luxury 4WD,2021,"29,901",420 hp 6.2L V8,Automatic,Gasoline,4 doors,"$71,350",8,6.2L,420 hp
Cadillac,ELR FWD,2014,"75,239",181 hp 1.4L I4 Hybrid,Automatic,Hybrid,2 doors,"$16,987",4,1.4L,181 hp
Nissan,LEAF S,2013,"89,455",Electric,1-Speed Automatic,Electric,4 doors,"$4,777",electric,,
Nissan,LEAF SL,2018,"34,046",Electric,1-Speed Automatic,Electric,4 doors,"$13,999",electric,,
Nissan,LEAF SL,2016,"38,567",Electric,1-Speed Dual Clutch,Electric,4 doors,"$8,988",electric,,
Nissan,LEAF S,2013,"52,274",Electric,1-Speed Dual Clutch,Electric,4 doors,"$6,488",electric,,
Nissan,Frontier SV Crew Cab,2016,"95,257",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$14,800",6,4L,261 hp
Nissan,Frontier PRO-4X Crew Cab 4WD,2018,"142,303",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$15,295",6,4L,261 hp
Nissan,Frontier SV Crew Cab 4WD,2016,"138,197",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$11,999",6,4L,261 hp
Nissan,Frontier SE King Cab V6,2008,"172,202",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$4,000",6,4L,261 hp
Nissan,Titan SV Crew Cab LWB 4WD,2012,"225,283",317 hp 5.6L V8,5-Speed Automatic,Gasoline,4 doors,"$5,990",8,5.6L,317 hp
Nissan,Xterra S,2006,"136,088",265 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$6,991",6,4L,265 hp
Nissan,Frontier SE 4dr Crew Cab SB with automatic,2006,"163,528",265 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$8,999",6,4L,265 hp
Nissan,Titan SV Crew Cab 4WD,2015,"139,653",317 hp 5.6L V8,5-Speed Automatic,Gasoline,4 doors,"$12,995",8,5.6L,317 hp
Nissan,Frontier S King Cab,2015,"90,927",152 hp 2.5L I4,5-Speed Automatic,Gasoline,4 doors,"$9,950",4,2.5L,152 hp
Nissan,Xterra S 4WD,2012,"121,863",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$8,995",6,4L,261 hp
Nissan,Frontier SL Crew Cab 4WD,2016,"91,788",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$16,494",6,4L,261 hp
Nissan,Frontier S King Cab,2018,"33,109",152 hp 2.5L I4,5-Speed Automatic,Gasoline,4 doors,"$19,988",4,2.5L,152 hp
Nissan,Titan PRO-4X Crew Cab 4WD,2014,"157,423",317 hp 5.6L V8,5-Speed Automatic,Gasoline,4 doors,"$14,999",8,5.6L,317 hp
Nissan,Armada Platinum,2013,"117,000",317 hp 5.6L V8 Flex Fuel Vehicle,5-Speed Automatic,Flex Fuel Vehicle,4 doors,"$10,999",8,5.6L,317 hp
Nissan,NV Cargo 2500 HD S with High Roof RWD,2020,"99,710",261 hp 4L V6,5-Speed Automatic,Gasoline,3 doors,"$24,995",6,4L,261 hp
Nissan,Frontier S King Cab,2016,"116,979",152 hp 2.5L I4,5-Speed Automatic,Gasoline,4 doors,"$10,950",4,2.5L,152 hp
Nissan,Xterra S,2014,"114,528",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$10,000",6,4L,261 hp
Nissan,Xterra S 4WD,2011,"77,937",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$10,999",6,4L,261 hp
Nissan,Pathfinder XE 4WD,2005,"121,987",270 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$5,950",6,4L,270 hp
Nissan,Murano SL,2009,"168,655",265 hp 3.5L V6,5-Speed Automatic,Gasoline,4 doors,"$3,999",6,3.5L,265 hp
Nissan,Frontier SL Crew Cab LWB 4WD,2017,"112,468",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$16,450",6,4L,261 hp
Nissan,Xterra Pro-4X,2014,"97,618",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$17,750",6,4L,261 hp
Nissan,Frontier SV V6 Crew Cab,2018,"80,524",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$19,790",6,4L,261 hp
Nissan,NV Cargo 2500 HD SL with High Roof RWD,2019,"100,740",261 hp 4L V6,5-Speed Automatic,Gasoline,3 doors,"$23,995",6,4L,261 hp
Nissan,Frontier SV Crew Cab,2016,"76,000",261 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$17,000",6,4L,261 hp
Nissan,350Z Touring Roadster,2007,"92,949",306 hp 3.5L V6,5-Speed Automatic,Gasoline,2 doors,"$11,999",6,3.5L,306 hp
Nissan,Titan SL Crew Cab 4WD,2014,"106,423",317 hp 5.6L V8,5-Speed Automatic,Gasoline,4 doors,"$16,995",8,5.6L,317 hp
Nissan,Pathfinder SE Off Road 4WD,2006,"167,465",270 hp 4L V6,5-Speed Automatic,Gasoline,4 doors,"$3,950",6,4L,270 hp
Nissan,Xterra Off-Road 4WD,2009,"99,750",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$10,500",6,4L,261 hp
Nissan,Frontier S Crew Cab,2012,"160,761",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$10,544",6,4L,261 hp
Nissan,Frontier SV King Cab 4WD,2015,"70,115",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$16,999",6,4L,261 hp
Nissan,Frontier SV Crew Cab LWB 4WD,2013,"76,956",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$14,994",6,4L,261 hp
Nissan,Armada Platinum 4WD,2013,"182,282",317 hp 5.6L V8 Flex Fuel Vehicle,5-Speed Automatic Overdrive,Flex Fuel Vehicle,4 doors,"$9,809",8,5.6L,317 hp
Nissan,Frontier PRO-4X Crew Cab 4WD,2018,"54,181",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$24,300",6,4L,261 hp
Nissan,Frontier SV V6 Crew Cab LWB 4WD,2018,"72,378",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$22,400",6,4L,261 hp
Nissan,Frontier SV V6 King Cab RWD,2019,"18,133",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$22,155",6,4L,261 hp
Nissan,Armada Platinum 4WD,2015,"95,489",317 hp 5.6L V8,5-Speed Automatic Overdrive,Gasoline,4 doors,"$16,652",8,5.6L,317 hp
Nissan,Frontier SV V6 Crew Cab 4WD,2019,"39,908",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$24,677",6,4L,261 hp
Nissan,Frontier SV Crew Cab,2016,"114,323",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$15,500",6,4L,261 hp
Nissan,Armada Platinum 4WD,2015,"117,588",317 hp 5.6L V8,5-Speed Automatic Overdrive,Gasoline,4 doors,"$13,200",8,5.6L,317 hp
Nissan,Frontier SE Crew Cab,2008,"150,045",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$9,168",6,4L,261 hp
Nissan,Frontier Desert Runner Crew Cab,2017,"96,899",261 hp 4L V6,5-Speed Automatic Overdrive,Gasoline,4 doors,"$16,900",6,4L,261 hp
Nissan,Armada SL,2015,"110,047",317 hp 5.6L V8 Flex Fuel Vehicle,5-Speed Automatic Overdrive,Flex Fuel Vehicle,4 doors,"$14,594",8,5.6L,317 hp
Nissan,Versa Note S,2014,"120,490",109 hp 1.6L I4,5-Speed Manual,Gasoline,4 doors,"$6,988",4,1.6L,109 hp
Nissan,Frontier 4 Dr SE Crew Cab SB,2000,"82,584",170 hp 3.3L V6,5-Speed Manual,Gasoline,4 doors,"$8,777",6,3.3L,170 hp
Nissan,Titan XD PRO-4X Crew Cab 4WD,2016,"76,384",310 hp 5L V8 Diesel,6-Speed Automatic,Diesel,4 doors,"$27,991",8,5L,310 hp
Nissan,Titan XD Platinum Reserve Crew Cab 4WD,2017,"101,079",310 hp 5L V8 Diesel,6-Speed Automatic,Diesel,4 doors,"$26,995",8,5L,310 hp
Nissan,Titan XD PRO-4X Crew Cab 4WD,2016,"74,209",310 hp 5L V8 Diesel,6-Speed Automatic,Diesel,4 doors,"$25,995",8,5L,310 hp
Nissan,GT-R Premium,2015,"33,357",545 hp 3.8L V6,6-Speed Dual Clutch,Gasoline,2 doors,"$86,995",6,3.8L,545 hp
Nissan,Juke,2012,"123,587",188 hp 1.6L I4,6-Speed Manual,Gasoline,4 doors,"$6,985",4,1.6L,188 hp
Nissan,Xterra X 4WD,2006,"199,299",265 hp 4L V6,6-Speed Manual,Gasoline,4 doors,"$3,500",6,4L,265 hp
Nissan,370Z Touring Roadster,2010,"73,056",332 hp 3.7L V6,6-Speed Manual,Gasoline,2 doors,"$14,900",6,3.7L,332 hp
Nissan,350Z Touring Roadster,2004,"57,079",287 hp 3.5L V6,6-Speed Manual,Gasoline,2 doors,"$10,950",6,3.5L,287 hp
Nissan,Sentra SR Turbo,2017,"73,412",188 hp 1.6L I4,6-Speed Manual,Gasoline,4 doors,"$11,899",4,1.6L,188 hp
Nissan,Frontier PRO-4X Crew Cab 4WD,2018,"111,509",261 hp 4L V6,6-Speed Manual,Gasoline,4 doors,"$17,988",6,4L,261 hp
Nissan,Armada SV 4WD,2017,"91,995",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$13,000",8,5.6L,390 hp
Nissan,Titan XD S Crew Cab 4WD,2018,"127,257",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$13,995",8,5.6L,390 hp
Nissan,Armada SV 4WD,2018,"93,568",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$19,199",8,5.6L,390 hp
Nissan,Armada Platinum 4WD,2017,"109,790",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$18,799",8,5.6L,390 hp
Nissan,Titan SL Crew Cab 4WD,2017,"97,862",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$21,807",8,5.6L,390 hp
Nissan,Titan SV Crew Cab,2017,"82,104",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$19,999",8,5.6L,390 hp
Nissan,Armada Platinum 4WD,2017,"121,753",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$19,700",8,5.6L,390 hp
Nissan,Armada SV RWD,2021,"67,866",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$26,987",8,5.6L,400 hp
Nissan,Titan S Single Cab 4WD,2019,"130,000",390 hp 5.6L V8,7-Speed Automatic,Gasoline,2 doors,"$14,995",8,5.6L,390 hp
Nissan,Titan SV Crew Cab RWD,2018,"105,882",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$19,900",8,5.6L,390 hp
Nissan,Armada SL 4WD,2017,"102,957",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$15,995",8,5.6L,390 hp
Nissan,NV Cargo 2500 HD SV with High Roof V8 RWD,2021,"96,182",375 hp 5.6L V8,7-Speed Automatic,Gasoline,3 doors,"$28,436",8,5.6L,375 hp
Nissan,Armada SV RWD,2021,"70,916",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$26,113",8,5.6L,400 hp
Nissan,370Z Sport Tech,2015,"10,929",332 hp 3.7L V6,7-Speed Automatic,Gasoline,2 doors,"$28,950",6,3.7L,332 hp
Nissan,Armada SV 4WD,2018,"124,649",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$14,991",8,5.6L,390 hp
Nissan,Titan Platinum Reserve Crew Cab 4WD,2019,"50,865",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$34,879",8,5.6L,390 hp
Nissan,Armada SL RWD,2019,"81,575",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$22,756",8,5.6L,390 hp
Nissan,Armada SL RWD,2023,"7,419",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$43,985",8,5.6L,400 hp
Nissan,Armada SL RWD,2023,"12,790",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$41,500",8,5.6L,400 hp
Nissan,Armada SL 4WD,2019,"79,312",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$22,556",8,5.6L,390 hp
Nissan,Armada SV RWD,2022,"18,650",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$39,029",8,5.6L,400 hp
Nissan,Armada SL RWD,2019,"138,563",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$16,399",8,5.6L,390 hp
Nissan,Armada SL RWD,2019,"87,518",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$19,579",8,5.6L,390 hp
Nissan,Armada SL RWD,2022,"15,075",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$41,987",8,5.6L,400 hp
Nissan,Titan XD Platinum Reserve Crew Cab 4WD,2017,"59,000",310 hp 5L V8 Diesel,7-Speed Automatic,Diesel,4 doors,"$30,000",8,5L,310 hp
Nissan,Titan PRO-4X Crew Cab 4WD,2017,"98,253",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$23,994",8,5.6L,390 hp
Nissan,Armada SV 4WD,2019,"60,859",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$26,988",8,5.6L,390 hp
Nissan,Armada S 4WD,2023,"10,232",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$41,562",8,5.6L,400 hp
Nissan,Armada Platinum RWD,2023,"6,838",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$51,969",8,5.6L,400 hp
Nissan,Armada Platinum 4WD,2022,"37,009",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$41,995",8,5.6L,400 hp
Nissan,Armada SL 4WD,2018,"125,390",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$16,987",8,5.6L,390 hp
Nissan,Titan SV Crew Cab 4WD,2017,"113,433",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$21,000",8,5.6L,390 hp
Nissan,Titan SV Crew Cab,2017,"128,418",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$15,995",8,5.6L,390 hp
Nissan,Armada Platinum 4WD,2017,"143,824",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$17,000",8,5.6L,390 hp
Nissan,Armada SL 4WD,2023,"7,646",400 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$49,000",8,5.6L,400 hp
Nissan,Armada SV RWD,2020,"77,190",390 hp 5.6L V8,7-Speed Automatic,Gasoline,4 doors,"$22,888",8,5.6L,390 hp
Nissan,Rogue SV AWD,2020,"70,157",170 hp 2.5L I4,7-Speed CVT,Gasoline,4 doors,"$14,999",4,2.5L,170 hp
Nissan,Murano Platinum AWD,2018,"85,088",260 hp 3.5L V6,7-Speed CVT,Gasoline,4 doors,"$19,990",6,3.5L,260 hp
Nissan,Murano Platinum AWD,2018,"104,498",260 hp 3.5L V6,7-Speed CVT,Gasoline,4 doors,"$18,950",6,3.5L,260 hp
Nissan,Murano Platinum AWD,2018,"103,236",260 hp 3.5L V6,7-Speed CVT,Gasoline,4 doors,"$17,995",6,3.5L,260 hp
Nissan,Murano SV AWD,2020,"67,888",260 hp 3.5L V6,7-Speed CVT,Gasoline,4 doors,"$16,942",6,3.5L,260 hp
Nissan,Murano SV AWD,2018,"64,530",260 hp 3.5L V6,7-Speed CVT,Gasoline,4 doors,"$16,250",6,3.5L,260 hp
Nissan,Rogue S FWD,2019,"114,828",170 hp 2.5L I4,7-Speed CVT,Gasoline,4 doors,"$11,995",4,2.5L,170 hp
Nissan,Murano S AWD,2023,"32,950",260 hp 3.5L V6,7-Speed CVT,Gasoline,4 doors,"$21,995",6,3.5L,260 hp
