brand,model,year,kilometer,engine,transmission,fuel,nb_of_doors,price,cylinder,engine_size,horsepower
FIAT,Turbo 2013,2013,"48,390",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,787 ",4,1.4L,135 hp
FIAT,Trekking 2014,2014,"98,119",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,800",4,1.4L,160 hp
FIAT,Salon Cabriolet 2013,2013,"73,482",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,495",4,1.4L,101 hp
FIAT,Sport 2012,2012,"73,873",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,999",4,1.4L,101 hp
FIAT,Sport 2013,2013,"90,056",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,880",4,1.4L,101 hp
FIAT,Abarth 2014,2014,"76,095",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,999",4,1.4L,160 hp
FIAT,Facile 2016,2016,"69,670",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,995",4,2.4L,180 hp
FIAT,Salon Cabriolet 2013,2013,"74,022",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,Pop 2015,2015,"31,036",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,950",4,1.4L,101 hp
FIAT,Pop 2012,2012,"104,224 ",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,500",4,1.4L,101 hp
FIAT,Pop 2012,2012,"121,926",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$3,497",4,1.4L,101 hp
FIAT,Spider Classique 2018,2018,"21,411",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$16,918",4,1.4L,160 hp
FIAT,Abarth 2013,2013,"108,134 ",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$9,995",4,1.4L,160 hp
FIAT,500L Facile,2014,"104,387",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,199",4,1.4L,160 hp
FIAT,Pop 2012,2012,"65,469",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,Sport 2013,2013,"91,386",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,241",4,1.4L,101 hp
FIAT,Sport 2012,2012,"52,527",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,700",4,1.4L,101 hp
FIAT,Salon 2012,2012,"81,455",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,500",4,1.4L,101 hp
FIAT,Salon Cabriolet 2015,2015,"60,294",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,995",4,1.4L,101 hp
FIAT,500X Salon TI,2016,"99,984",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,999",4,2.4L,180 hp
FIAT,Trekking 2017,2017,"115,939",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,000",4,2.4L,180 hp
FIAT,Trekking 2018,2018,"48,377",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$13,900",4,1.4L,160 hp
FIAT,Pop 2016,2016,"65,331",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$7,300",4,1.4L,160 hp
FIAT,500X Trekking TI,2016,"88,738",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$9,995",4,2.4L,180 hp
FIAT,500 Abarth Hayon TA,2017,"55,062",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$12,771",4,1.4L,160 hp
FIAT,500 Sport,2012,"105,074",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,999",4,1.4L,101 hp
FIAT,500L Trekking,2015,"105,828",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$5,995",4,1.4L,160 hp
FIAT,500 Pop Convertible,2012,"75,930",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$8,109",4,1.4L,101 hp
FIAT,500 Abarth Convertible,2013,"43,040",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$12,500",4,1.4L,160 hp
FIAT,500X Trekking,2016,"87,089",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$7,500",4,2.4L,180 hp
FIAT,500 Pop Convertible,2012,"81,882",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,800",4,1.4L,101 hp
FIAT,500 Lounge Convertible,2012,"101,212",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,997",4,1.4L,101 hp
FIAT,124 Spider Classica,2019,"22,258",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$18,999",4,1.4L,160 hp
FIAT,500L Pop FWD,2019,"96,284",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$10,980",4,1.4L,160 hp
FIAT,500X Blue Sky Edition FWD,2018,"47,598",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$10,999",4,2.4L,180 hp
FIAT,500 Pop Hatchback FWD,2017,"67,267",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,739",4,1.4L,101 hp
FIAT,500 Pop,2013,"96,114",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,390",4,1.4L,101 hp
FIAT,500 Pop,2013,"82,105",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,999",4,1.4L,101 hp
FIAT,500X Pop AWD,2018,"26,833",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$13,566",4,2.4L,180 hp
FIAT,500 Turbo,2013,"119,005",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,995",4,1.4L,135 hp
FIAT,500 Pop,2013,"87,296",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,500 Pop,2013,"71,215",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,500",4,1.4L,101 hp
FIAT,500 Pop Convertible,2013,"93,521",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,995",4,1.4L,101 hp
FIAT,500X Trekking Plus AWD,2016,"62,571",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$11,499",4,2.4L,180 hp
FIAT,500L Pop,2015,"86,558",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$5,937",4,1.4L,160 hp
FIAT,500X Easy,2016,"72,427",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$6,299",4,2.4L,180 hp
FIAT,500L Trekking,2014,"84,467",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$5,999",4,1.4L,160 hp
FIAT,500 Sport,2012,"114,453",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,703",4,1.4L,101 hp
FIAT,500 Sport,2012,"94,711",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,599",4,1.4L,101 hp
FIAT,500 Pop,2012,"107,309",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,499",4,1.4L,101 hp
FIAT,500 Abarth Hatchback FWD,2017,"91,383",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,899",4,1.4L,160 hp
FIAT,500X Lounge AWD,2018,"82,670",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$11,995",4,2.4L,180 hp
FIAT,500 Abarth,2012,"107,263",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$7,994",4,1.4L,160 hp
FIAT,500 Sport,2012,"112,402",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,500X Lounge AWD,2016,"92,603",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,999",4,2.4L,180 hp
FIAT,124 Spider Classica RWD,2017,"65,224",160 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$15,021",4,1.4L,160 hp
FIAT,500 Pop Hatchback FWD,2018,"49,546",135 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$10,995",4,1.4L,135 hp
FIAT,500X Pop AWD,2017,"52,742",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$14,999",4,2.4L,180 hp
FIAT,124 Spider Elaborazione Abarth RWD,2017,"15,620",164 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$19,996",4,1.4L,164 hp
FIAT,500 Abarth Convertible,2013,"46,281",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$11,499",4,1.4L,160 hp
FIAT,500L Pop,2018,"54,732",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$13,400",4,1.4L,160 hp
FIAT,500 Sport,2012,"75,000",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,950",4,1.4L,101 hp
FIAT,500L Trekking,2015,"98,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,398",4,1.4L,160 hp
FIAT,500L Lounge,2014,"80,651",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,495",4,1.4L,160 hp
FIAT,500X Pop AWD,2017,"54,460",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,500",4,2.4L,180 hp
FIAT,124 Spider Lusso RWD,2017,"43,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$15,400",4,1.4L,160 hp
FIAT,500X Lounge AWD,2016,"85,388",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,495",4,2.4L,180 hp
FIAT,124 Spider Lusso,2018,"21,458",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,700",4,1.4L,160 hp
FIAT,500X Lounge AWD,2016,"74,752",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$10,900",4,2.4L,180 hp
FIAT,124 Spider Lusso RWD,2017,"24,580",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,615",4,1.4L,160 hp
FIAT,500X Trekking AWD,2016,"100,588",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,999",4,2.4L,180 hp
FIAT,500X Trekking Plus,2016,"68,190",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,999",4,2.4L,180 hp
FIAT,500L Pop,2017,"56,157",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$10,999",4,1.4L,160 hp
FIAT,500 Pop,2012,"120,699",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$3,950",4,1.4L,101 hp
FIAT,500 Sport,2015,"69,503",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,500",4,1.4L,101 hp
FIAT,500 Sport,2015,"63,800",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,500 Pop Hatchback FWD,2017,"65,492",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,500",4,1.4L,101 hp
FIAT,500 Lounge Convertible,2012,"85,124",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,499",4,1.4L,101 hp
FIAT,500X Trekking FWD,2018,"58,204",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$14,995",4,2.4L,180 hp
FIAT,124 Spider Classica,2018,"40,242",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$18,000",4,1.4L,160 hp
FIAT,500 Lounge,2012,"40,211",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,900",4,1.4L,101 hp
FIAT,124 Spider Classica,2018,"14,967",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$20,297",4,1.4L,160 hp
FIAT,500X Lounge FWD,2018,"63,694",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,936",4,2.4L,180 hp
FIAT,500L Easy,2014,"109,144",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,495",4,1.4L,160 hp
FIAT,500L Lounge,2015,"99,956",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$7,999",4,1.4L,160 hp
FIAT,124 Spider Classica,2020,"6,869",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$18,999",4,1.4L,160 hp
FIAT,500 Pop,2013,"99,710",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,500X Pop AWD,2021,"20,001",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$18,779",4,1.3L,177 hp
FIAT,500L Trekking,2014,"82,684",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$6,495",4,1.4L,160 hp
FIAT,500 Abarth,2015,"83,910",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$9,999",4,1.4L,160 hp
FIAT,500 Sport,2015,"93,104",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,800",4,1.4L,101 hp
FIAT,500 Pop Convertible,2013,"115,981",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,499",4,1.4L,101 hp
FIAT,500 Pop,2013,"104,627",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,995",4,1.4L,101 hp
FIAT,500X Sport AWD,2021,"30,234",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$21,300",4,1.3L,177 hp
FIAT,500 Sport,2013,"124,030",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,499",4,1.4L,101 hp
FIAT,500 Sport,2012,"60,861",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,999",4,1.4L,101 hp
FIAT,124 Spider Elaborazione Abarth,2019,"33,418",164 hp 1.4L I4,Manual,Gasoline,2 doors,"$21,995",4,1.4L,164 hp
FIAT,124 Spider Elaborazione Abarth,2019,"49,094",164 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$21,988",4,1.4L,164 hp
FIAT,500L Pop,2017,"39,396",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$10,995",4,1.4L,160 hp
FIAT,500 Pop,2013,"107,595",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,499",4,1.4L,101 hp
FIAT,500 Sport,2013,"86,883",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,500 Sport,2012,"109,831",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,495",4,1.4L,101 hp
FIAT,124 Spider Lusso,2018,"22,834",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,727",4,1.4L,160 hp
FIAT,124 Spider Lusso,2019,"11,367",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$23,528",4,1.4L,160 hp
FIAT,500 Lounge Cabrio FWD,2017,"26,558",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$12,988",4,1.4L,101 hp
FIAT,500X Pop AWD,2017,"99,241",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$12,000",4,2.4L,180 hp
FIAT,500 Sport,2012,"132,250",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,500 Sport,2015,"117,040",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,450",4,1.4L,101 hp
FIAT,500 Pop,2015,"157,321",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,595",4,1.4L,101 hp
FIAT,500L Trekking,2014,"76,868",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,999",4,1.4L,160 hp
FIAT,500L Easy,2014,"93,000",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$4,999",4,1.4L,160 hp
FIAT,500X Easy AWD,2016,"92,050",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,991",4,2.4L,180 hp
FIAT,124 Spider Abarth,2018,"19,751",164 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$21,995",4,1.4L,164 hp
FIAT,500 Lounge,2013,"102,095",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,999",4,1.4L,101 hp
FIAT,500X Trekking AWD,2020,"18,984",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$19,487",4,1.3L,177 hp
FIAT,124 Spider Classica RWD,2017,"39,578",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$15,975",4,1.4L,160 hp
FIAT,500X Lounge AWD,2018,"28,650",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$20,998",4,2.4L,180 hp
FIAT,500L Trekking,2015,"105,663",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,900",4,1.4L,160 hp
FIAT,500X Trekking,2017,"51,215",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$11,375",4,2.4L,180 hp
FIAT,500L Lounge,2014,"148,971",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$4,995",4,1.4L,160 hp
FIAT,500L Lounge,2014,"102,323",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,999",4,1.4L,160 hp
FIAT,500 Lounge Convertible,2012,"32,511",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,995",4,1.4L,101 hp
FIAT,500 Lounge Convertible,2013,"98,705",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,500L Trekking,2014,"100,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,999",4,1.4L,160 hp
FIAT,500 Turbo,2014,"104,197",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,990",4,1.4L,135 hp
FIAT,124 Spider Classica RWD,2017,"35,379",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$13,998",4,1.4L,160 hp
FIAT,500 Sport,2015,"108,832",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,999",4,1.4L,101 hp
FIAT,124 Spider Classica RWD,2017,"49,907",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$14,977",4,1.4L,160 hp
FIAT,124 Spider Elaborazione Abarth RWD,2017,"14,118",164 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,444",4,1.4L,164 hp
FIAT,500 Pop,2012,"110,187",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,500X Pop FWD,2018,"60,368",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$12,500",4,2.4L,180 hp
FIAT,500L Trekking,2014,"149,515",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,300",4,1.4L,160 hp
FIAT,500X Trekking AWD,2020,"27,836",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$17,499",4,1.3L,177 hp
FIAT,500L Pop,2014,"44,499",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,998",4,1.4L,160 hp
FIAT,500L Trekking,2014,"81,796",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$7,497",4,1.4L,160 hp
FIAT,500X Pop AWD,2021,"30,173",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$15,980",4,1.3L,177 hp
FIAT,500X Easy,2016,"107,201",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$6,290",4,2.4L,180 hp
FIAT,500L Trekking,2014,"98,624",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,999",4,1.4L,160 hp
FIAT,500L Lounge,2014,"59,260",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$8,995",4,1.4L,160 hp
FIAT,500L Easy,2014,"114,963",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$4,989",4,1.4L,160 hp
FIAT,500 Lounge,2013,"90,579",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,500 Pop,2015,"57,792",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,500",4,1.4L,101 hp
FIAT,500 Pop,2013,"108,726",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,540",4,1.4L,101 hp
FIAT,500 Pop Cabrio FWD,2017,"40,554",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$11,499",4,1.4L,101 hp
FIAT,500 Pop,2013,"69,480",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$6,998",4,1.4L,101 hp
FIAT,500L Lounge,2014,"61,700",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,995",4,1.4L,160 hp
FIAT,500 Pop,2015,"74,918",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,495",4,1.4L,101 hp
FIAT,500X Sport AWD,2021,"17,071",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$18,950",4,1.3L,177 hp
FIAT,500 Sport,2012,"95,007",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,400",4,1.4L,101 hp
FIAT,500 Pop Convertible,2014,"87,561",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,990",4,1.4L,101 hp
FIAT,500X Lounge,2016,"97,020",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,990",4,2.4L,180 hp
FIAT,500 Sport,2012,"111,231",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,124 Spider Classica RWD,2017,"103,474",160 hp 1.4L I4,4-Speed Automatic,Gasoline,2 doors,"$13,200",4,1.4L,160 hp
FIAT,500 Pop,2013,"113,000",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,500 Turbo,2013,"103,000",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,900",4,1.4L,135 hp
FIAT,500 Sport,2014,"78,500",101 hp 1.4L I4,5-Speed Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,500L Trekking,2015,"106,044",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$7,490",4,1.4L,160 hp
FIAT,124 Spider Classica RWD,2017,"47,340",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$13,599",4,1.4L,160 hp
FIAT,500 Sport,2012,"74,518",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,995",4,1.4L,101 hp
FIAT,500 Pop,2012,"112,115",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,420",4,1.4L,101 hp
FIAT,500 Sport,2012,"86,749",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,995",4,1.4L,101 hp
FIAT,500 Pop,2015,"57,112",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,950",4,1.4L,101 hp
FIAT,500 Lounge,2015,"50,848",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,695",4,1.4L,101 hp
FIAT,500 Sport,2014,"83,778",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,490",4,1.4L,101 hp
FIAT,500X Pop AWD,2017,"49,885",180 hp 2.4L I4,9-Speed Automatic Overdrive,Gasoline,4 doors,"$15,238",4,2.4L,180 hp
FIAT,500L Trekking,2014,"82,862",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$6,498",4,1.4L,160 hp
FIAT,500X Trekking AWD,2020,"40,236",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$20,653",4,1.3L,177 hp
FIAT,500X Trekking AWD,2016,"115,131",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,300",4,2.4L,180 hp
FIAT,124 Spider Elaborazione Abarth,2019,"26,206",164 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,998",4,1.4L,164 hp
FIAT,124 Spider Elaborazione Abarth RWD,2017,"28,526",164 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,900",4,1.4L,164 hp
FIAT,500 Pop,2013,"104,611",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,995",4,1.4L,101 hp
FIAT,500 Turbo,2013,"83,983",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,995",4,1.4L,135 hp
FIAT,500 Abarth,2012,"145,046",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,992",4,1.4L,160 hp
FIAT,500 Pop,2015,"67,362",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,295",4,1.4L,101 hp
FIAT,500 Sport,2012,"96,150",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,000",4,1.4L,101 hp
FIAT,500L Trekking,2014,"42,000",160 hp 1.4L I4,Manual,Gasoline,4 doors,"$8,500",4,1.4L,160 hp
FIAT,500 Lounge Convertible,2012,"84,539",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,495",4,1.4L,101 hp
FIAT,500 Sport,2012,"73,816",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,500",4,1.4L,101 hp
FIAT,500X Trekking,2016,"115,698",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,500",4,2.4L,180 hp
FIAT,124 Spider Classica RWD,2017,"43,140",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$13,999",4,1.4L,160 hp
FIAT,500 1957 Edition Convertible,2015,"88,921",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,995",4,1.4L,101 hp
FIAT,500 Sport,2012,"81,739",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,999",4,1.4L,101 hp
FIAT,500L Lounge,2017,"38,725",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$12,950",4,1.4L,160 hp
FIAT,500 Pop,2012,"80,986",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,795",4,1.4L,101 hp
FIAT,500 Lounge Convertible,2013,"38,731",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$9,599",4,1.4L,101 hp
FIAT,500 1957 Edition,2014,"103,926",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,997",4,1.4L,101 hp
FIAT,124 Spider Classica RWD,2017,"24,248",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$16,990",4,1.4L,160 hp
FIAT,500 Pop,2013,"127,056",101 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$4,399",4,1.4L,101 hp
FIAT,500X Trekking AWD,2019,"41,888",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$16,990",4,1.3L,177 hp
FIAT,500X Lounge,2017,"21,464",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,995",4,2.4L,180 hp
FIAT,500 Lounge,2013,"98,500",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,952",4,1.4L,101 hp
FIAT,500X Easy,2016,"109,633",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$7,495",4,2.4L,180 hp
FIAT,500 Sport,2012,"50,370",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$7,992",4,1.4L,101 hp
FIAT,500 Sport,2012,"57,415",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995",4,1.4L,101 hp
FIAT,500 Pop,2016,"72,540",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,299",4,1.4L,101 hp
FIAT,500 Sport,2015,"72,689",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,950",4,1.4L,101 hp
FIAT,500 Pop,2014,"98,227",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$6,500",4,1.4L,101 hp
