brand,model,year,kilometer,engine,transmission,fuel,nb_of_doors,price
FIAT,Turbo 2013,2013,"48,390",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,787 "
FIAT,Trekking 2014,2014,"98,119",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,800"
FIAT,Salon Cabriolet 2013,2013,"73,482",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,495"
FIAT,Sport 2012,2012,"73,873",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,999"
FIAT,Sport 2013,2013,"90,056",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,880"
FIAT,Abarth 2014,2014,"76,095",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,999"
FIAT,Facile 2016,2016,"69,670",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,995"
FIAT,Salon Cabriolet 2013,2013,"74,022",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,995"
FIAT,Pop 2015,2015,"31,036",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,950"
FIAT,Pop 2012,2012,"104,224 ",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,500"
FIAT,Pop 2012,2012,"121,926",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$3,497"
FIAT,Spider Classique 2018,2018,"21,411",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$16,918"
FIAT,Abarth 2013,2013,"108,134 ",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$9,995"
FIAT,500L Facile,2014,"104,387",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,199"
FIAT,Pop 2012,2012,"65,469",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995"
FIAT,Sport 2013,2013,"91,386",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,241"
FIAT,Sport 2012,2012,"52,527",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,700"
FIAT,Salon 2012,2012,"81,455",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,500"
FIAT,Salon Cabriolet 2015,2015,"60,294",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,995"
FIAT,500X Salon TI,2016,"99,984",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,999"
FIAT,Trekking 2017,2017,"115,939",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,000"
FIAT,Trekking 2018,2018,"48,377",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$13,900"
FIAT,Pop 2016,2016,"65,331",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$7,300"
FIAT,500X Trekking TI,2016,"88,738",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$9,995"
FIAT,500 Abarth Hayon TA,2017,"55,062",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$12,771"
FIAT,500 Sport,2012,"105,074",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,999"
FIAT,500L Trekking,2015,"105,828",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$5,995"
FIAT,500 Pop Convertible,2012,"75,930",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$8,109"
FIAT,500 Abarth Convertible,2013,"43,040",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$12,500"
FIAT,500X Trekking,2016,"87,089",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$7,500"
FIAT,500 Pop Convertible,2012,"81,882",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,800"
FIAT,500 Lounge Convertible,2012,"101,212",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,997"
FIAT,124 Spider Classica,2019,"22,258",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$18,999"
FIAT,500L Pop FWD,2019,"96,284",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$10,980"
FIAT,500X Blue Sky Edition FWD,2018,"47,598",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$10,999"
FIAT,500 Pop Hatchback FWD,2017,"67,267",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,739"
FIAT,500 Pop,2013,"96,114",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,390"
FIAT,500 Pop,2013,"82,105",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,999"
FIAT,500X Pop AWD,2018,"26,833",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$13,566"
FIAT,500 Turbo,2013,"119,005",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,995"
FIAT,500 Pop,2013,"87,296",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995"
FIAT,500 Pop,2013,"71,215",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,500"
FIAT,500 Pop Convertible,2013,"93,521",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,995"
FIAT,500X Trekking Plus AWD,2016,"62,571",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$11,499"
FIAT,500L Pop,2015,"86,558",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$5,937"
FIAT,500X Easy,2016,"72,427",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$6,299"
FIAT,500L Trekking,2014,"84,467",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$5,999"
FIAT,500 Sport,2012,"114,453",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,703"
FIAT,500 Sport,2012,"94,711",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,599"
FIAT,500 Pop,2012,"107,309",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,499"
FIAT,500 Abarth Hatchback FWD,2017,"91,383",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,899"
FIAT,500X Lounge AWD,2018,"82,670",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$11,995"
FIAT,500 Abarth,2012,"107,263",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$7,994"
FIAT,500 Sport,2012,"112,402",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995"
FIAT,500X Lounge AWD,2016,"92,603",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,999"
FIAT,124 Spider Classica RWD,2017,"65,224",160 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$15,021"
FIAT,500 Pop Hatchback FWD,2018,"49,546",135 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$10,995"
FIAT,500X Pop AWD,2017,"52,742",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$14,999"
FIAT,124 Spider Elaborazione Abarth RWD,2017,"15,620",164 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$19,996"
FIAT,500 Abarth Convertible,2013,"46,281",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$11,499"
FIAT,500L Pop,2018,"54,732",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$13,400"
FIAT,500 Sport,2012,"75,000",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,950"
FIAT,500L Trekking,2015,"98,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,398"
FIAT,500L Lounge,2014,"80,651",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,495"
FIAT,500X Pop AWD,2017,"54,460",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,500"
FIAT,124 Spider Lusso RWD,2017,"43,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$15,400"
FIAT,500X Lounge AWD,2016,"85,388",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,495"
FIAT,124 Spider Lusso,2018,"21,458",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,700"
FIAT,500X Lounge AWD,2016,"74,752",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$10,900"
FIAT,124 Spider Lusso RWD,2017,"24,580",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,615"
FIAT,500X Trekking AWD,2016,"100,588",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,999"
FIAT,500X Trekking Plus,2016,"68,190",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,999"
FIAT,500L Pop,2017,"56,157",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$10,999"
FIAT,500 Pop,2012,"120,699",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$3,950"
FIAT,500 Sport,2015,"69,503",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,500"
FIAT,500 Sport,2015,"63,800",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,995"
FIAT,500 Pop Hatchback FWD,2017,"65,492",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,500"
FIAT,500 Lounge Convertible,2012,"85,124",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,499"
FIAT,500X Trekking FWD,2018,"58,204",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$14,995"
FIAT,124 Spider Classica,2018,"40,242",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$18,000"
FIAT,500 Lounge,2012,"40,211",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,900"
FIAT,124 Spider Classica,2018,"14,967",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$20,297"
FIAT,500X Lounge FWD,2018,"63,694",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,936"
FIAT,500L Easy,2014,"109,144",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,495"
FIAT,500L Lounge,2015,"99,956",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$7,999"
FIAT,124 Spider Classica,2020,"6,869",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$18,999"
FIAT,500 Pop,2013,"99,710",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995"
FIAT,500X Pop AWD,2021,"20,001",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$18,779"
FIAT,500L Trekking,2014,"82,684",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$6,495"
FIAT,500 Abarth,2015,"83,910",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$9,999"
FIAT,500 Sport,2015,"93,104",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,800"
FIAT,500 Pop Convertible,2013,"115,981",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,499"
FIAT,500 Pop,2013,"104,627",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,995"
FIAT,500X Sport AWD,2021,"30,234",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$21,300"
FIAT,500 Sport,2013,"124,030",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,499"
FIAT,500 Sport,2012,"60,861",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,999"
FIAT,124 Spider Elaborazione Abarth,2019,"33,418",164 hp 1.4L I4,Manual,Gasoline,2 doors,"$21,995"
FIAT,124 Spider Elaborazione Abarth,2019,"49,094",164 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$21,988"
FIAT,500L Pop,2017,"39,396",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$10,995"
FIAT,500 Pop,2013,"107,595",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,499"
FIAT,500 Sport,2013,"86,883",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995"
FIAT,500 Sport,2012,"109,831",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,495"
FIAT,124 Spider Lusso,2018,"22,834",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,727"
FIAT,124 Spider Lusso,2019,"11,367",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$23,528"
FIAT,500 Lounge Cabrio FWD,2017,"26,558",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$12,988"
FIAT,500X Pop AWD,2017,"99,241",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$12,000"
FIAT,500 Sport,2012,"132,250",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,995"
FIAT,500 Sport,2015,"117,040",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,450"
FIAT,500 Pop,2015,"157,321",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,595"
FIAT,500L Trekking,2014,"76,868",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,999"
FIAT,500L Easy,2014,"93,000",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$4,999"
FIAT,500X Easy AWD,2016,"92,050",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,991"
FIAT,124 Spider Abarth,2018,"19,751",164 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$21,995"
FIAT,500 Lounge,2013,"102,095",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,999"
FIAT,500X Trekking AWD,2020,"18,984",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$19,487"
FIAT,124 Spider Classica RWD,2017,"39,578",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$15,975"
FIAT,500X Lounge AWD,2018,"28,650",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$20,998"
FIAT,500L Trekking,2015,"105,663",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,900"
FIAT,500X Trekking,2017,"51,215",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$11,375"
FIAT,500L Lounge,2014,"148,971",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$4,995"
FIAT,500L Lounge,2014,"102,323",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,999"
FIAT,500 Lounge Convertible,2012,"32,511",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,995"
FIAT,500 Lounge Convertible,2013,"98,705",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995"
FIAT,500L Trekking,2014,"100,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,999"
FIAT,500 Turbo,2014,"104,197",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,990"
FIAT,124 Spider Classica RWD,2017,"35,379",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$13,998"
FIAT,500 Sport,2015,"108,832",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,999"
FIAT,124 Spider Classica RWD,2017,"49,907",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$14,977"
FIAT,124 Spider Elaborazione Abarth RWD,2017,"14,118",164 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,444"
FIAT,500 Pop,2012,"110,187",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,995"
FIAT,500X Pop FWD,2018,"60,368",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$12,500"
FIAT,500L Trekking,2014,"149,515",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,300"
FIAT,500X Trekking AWD,2020,"27,836",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$17,499"
FIAT,500L Pop,2014,"44,499",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,998"
FIAT,500L Trekking,2014,"81,796",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$7,497"
FIAT,500X Pop AWD,2021,"30,173",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$15,980"
FIAT,500X Easy,2016,"107,201",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$6,290"
FIAT,500L Trekking,2014,"98,624",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,999"
FIAT,500L Lounge,2014,"59,260",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$8,995"
FIAT,500L Easy,2014,"114,963",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$4,989"
FIAT,500 Lounge,2013,"90,579",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995"
FIAT,500 Pop,2015,"57,792",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,500"
FIAT,500 Pop,2013,"108,726",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,540"
FIAT,500 Pop Cabrio FWD,2017,"40,554",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$11,499"
FIAT,500 Pop,2013,"69,480",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$6,998"
FIAT,500L Lounge,2014,"61,700",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,995"
FIAT,500 Pop,2015,"74,918",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,495"
FIAT,500X Sport AWD,2021,"17,071",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$18,950"
FIAT,500 Sport,2012,"95,007",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,400"
FIAT,500 Pop Convertible,2014,"87,561",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,990"
FIAT,500X Lounge,2016,"97,020",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,990"
FIAT,500 Sport,2012,"111,231",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,995"
FIAT,124 Spider Classica RWD,2017,"103,474",160 hp 1.4L I4,4-Speed Automatic,Gasoline,2 doors,"$13,200"
FIAT,500 Pop,2013,"113,000",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,995"
FIAT,500 Turbo,2013,"103,000",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,900"
FIAT,500 Sport,2014,"78,500",101 hp 1.4L I4,5-Speed Automatic,Gasoline,2 doors,"$6,995"
FIAT,500L Trekking,2015,"106,044",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$7,490"
FIAT,124 Spider Classica RWD,2017,"47,340",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$13,599"
FIAT,500 Sport,2012,"74,518",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,995"
FIAT,500 Pop,2012,"112,115",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$3,420"
FIAT,500 Sport,2012,"86,749",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,995"
FIAT,500 Pop,2015,"57,112",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,950"
FIAT,500 Lounge,2015,"50,848",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,695"
FIAT,500 Sport,2014,"83,778",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,490"
FIAT,500X Pop AWD,2017,"49,885",180 hp 2.4L I4,9-Speed Automatic Overdrive,Gasoline,4 doors,"$15,238"
FIAT,500L Trekking,2014,"82,862",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$6,498"
FIAT,500X Trekking AWD,2020,"40,236",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$20,653"
FIAT,500X Trekking AWD,2016,"115,131",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,300"
FIAT,124 Spider Elaborazione Abarth,2019,"26,206",164 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,998"
FIAT,124 Spider Elaborazione Abarth RWD,2017,"28,526",164 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,900"
FIAT,500 Pop,2013,"104,611",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,995"
FIAT,500 Turbo,2013,"83,983",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,995"
FIAT,500 Abarth,2012,"145,046",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,992"
FIAT,500 Pop,2015,"67,362",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,295"
FIAT,500 Sport,2012,"96,150",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,000"
FIAT,500L Trekking,2014,"42,000",160 hp 1.4L I4,Manual,Gasoline,4 doors,"$8,500"
FIAT,500 Lounge Convertible,2012,"84,539",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,495"
FIAT,500 Sport,2012,"73,816",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,500"
FIAT,500X Trekking,2016,"115,698",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,500"
FIAT,124 Spider Classica RWD,2017,"43,140",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$13,999"
FIAT,500 1957 Edition Convertible,2015,"88,921",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,995"
FIAT,500 Sport,2012,"81,739",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,999"
FIAT,500L Lounge,2017,"38,725",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$12,950"
FIAT,500 Pop,2012,"80,986",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,795"
FIAT,500 Lounge Convertible,2013,"38,731",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$9,599"
FIAT,500 1957 Edition,2014,"103,926",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,997"
FIAT,124 Spider Classica RWD,2017,"24,248",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$16,990"
FIAT,500 Pop,2013,"127,056",101 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$4,399"
FIAT,500X Trekking AWD,2019,"41,888",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$16,990"
FIAT,500X Lounge,2017,"21,464",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,995"
FIAT,500 Lounge,2013,"98,500",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,952"
FIAT,500X Easy,2016,"109,633",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$7,495"
FIAT,500 Sport,2012,"50,370",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$7,992"
FIAT,500 Sport,2012,"57,415",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,995"
FIAT,500 Pop,2016,"72,540",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,299"
FIAT,500 Sport,2015,"72,689",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,950"
FIAT,500 Pop,2014,"98,227",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$6,500"
FIAT,500 Pop Convertible,2012,"65,700",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,495"
FIAT,500L Trekking,2014,"77,500",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$7,700"
FIAT,500 Pop Convertible,2015,"81,424",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,687"
FIAT,500 Pop,2015,"119,000",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,988"
FIAT,500 Abarth,2015,"68,272",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$9,900"
FIAT,500X 120th Anniversary Edition AWD,2019,"46,515",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$15,050"
FIAT,500 Abarth,2013,"81,028",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$8,995"
FIAT,500X Lounge AWD,2016,"128,190",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$7,500"
FIAT,500 Pop,2012,"145,457",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$4,495"
FIAT,500 Lounge Convertible,2013,"56,998",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$9,950"
FIAT,500 Pop Convertible,2012,"89,113",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,495"
FIAT,500 Abarth,2013,"82,648",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$9,400"
FIAT,500 Pop,2013,"116,234",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,999"
FIAT,500 Abarth,2013,"74,078",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$8,995"
FIAT,500L Lounge,2014,"136,067",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$5,999"
FIAT,500L Easy,2015,"48,702",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$11,498"
FIAT,124 Spider Elaborazione Abarth RWD,2017,"34,322",164 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$17,925"
FIAT,500X Pop AWD,2017,"44,822",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,763"
FIAT,500 Abarth,2013,"95,262",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$10,501"
FIAT,500 Pop Hatchback FWD,2017,"42,997",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,995"
FIAT,500X Lounge AWD,2016,"99,351",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,999"
FIAT,500 Lounge,2015,"118,086",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,519"
FIAT,500 Pop Convertible,2012,"66,450",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,990"
FIAT,500 Pop,2012,"50,653",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$6,550"
FIAT,500X Trekking AWD,2022,"8,606",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$21,856"
FIAT,124 Spider Classica,2019,"15,447",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$21,456"
FIAT,500 Lounge Convertible,2012,"95,907",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,984"
FIAT,500 Pop,2012,"105,046",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$5,888"
FIAT,500X Trekking AWD,2019,"28,822",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$17,649"
FIAT,500 Lounge,2012,"119,291",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,995"
FIAT,500 Lounge Convertible,2016,"16,270",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$15,495"
FIAT,500 Abarth,2013,"54,100",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$9,999"
FIAT,500 Pop,2016,"68,734",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,995"
FIAT,500 Sport,2012,"78,475",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,995"
FIAT,500 Pop Convertible,2012,"47,893",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$8,995"
FIAT,500 Pop,2013,"62,625",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,899"
FIAT,500X Trekking Plus AWD,2019,"44,860",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$16,051"
