brand,model,year,kilometer,engine,transmission,fuel,nb_of_doors,price
Volkswagen,Atlas SE 4Motion with Technology R-Line,2019,"55,265",3.6L V6,Automatic,Gasoline,4 doors,"$26,950"
Volkswagen,Tiguan S 4Motion,2020,"46,997",184 hp 2L I4,Automatic,Gasoline,4 doors,"$17,586"
Volkswagen,Taos S FWD,2022,"47,100",1.5L I4,Automatic,Gasoline,4 doors,"$17,999"
Volkswagen,Tiguan SE FWD,2023,"14,879",184 hp 2L I4,Automatic,Gasoline,4 doors,"$26,490"
Volkswagen,Tiguan SE 4Motion,2021,"59,938",184 hp 2L I4,Automatic,Gasoline,4 doors,"$19,395"
Volkswagen,Atlas Cross Sport SE FWD with Technology,2023,"31,804",235 hp 2L I4,Automatic,Gasoline,4 doors,"$29,369"
Volkswagen,Tiguan SEL 4Motion,2018,"41,498",184 hp 2L I4,Automatic,Gasoline,4 doors,"$17,489"
Volkswagen,Beetle 2.5L,2014,"35,894",170 hp 2.5L I5,Automatic,Gasoline,2 doors,"$12,991"
Volkswagen,Jetta SE FWD,2021,"44,879",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$16,495"
Volkswagen,Jetta R-Line FWD,2019,"62,710",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$14,795"
Volkswagen,Passat S 1.8,2014,"113,192",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$6,999"
Volkswagen,Eos Lux SULEV,2012,"125,514",200 hp 2L I4,Automatic,Gasoline,2 doors,"$6,650"
Volkswagen,Golf GTI 2.0T Autobahn FWD,2022,"31,031",241 hp 2L I4,Automatic,Gasoline,4 doors,"$29,356"
Volkswagen,Tiguan S 4Motion,2013,"136,456",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,500"
Volkswagen,Passat 2.0T SE FWD,2021,"51,875",174 hp 2L I4,Automatic,Gasoline,4 doors,"$16,244"
Volkswagen,Taos S FWD,2022,"22,113",1.5L I4,Automatic,Gasoline,4 doors,"$19,635"
Volkswagen,Tiguan SEL R-Line 4Motion,2022,"36,202",184 hp 2L I4,Automatic,Gasoline,4 doors,"$29,289"
Volkswagen,Atlas V6 SEL Premium 4Motion,2021,"70,158",3.6L V6,Automatic,Gasoline,4 doors,"$28,476"
Volkswagen,Tiguan SE 4Motion,2024,"2,397",184 hp 2L I4,Automatic,Gasoline,4 doors,"$30,990"
Volkswagen,Atlas SEL 4Motion,2019,"51,531",3.6L V6,Automatic,Gasoline,4 doors,"$24,999"
Volkswagen,Tiguan S FWD,2019,"64,994",184 hp 2L I4,Automatic,Gasoline,4 doors,"$15,877"
Volkswagen,Beetle 2.0T S Hatchback FWD,2018,"32,425",174 hp 2L I4,Automatic,Gasoline,2 doors,"$21,000"
Volkswagen,CC 2.0T Lux Limited FWD,2012,"96,000",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,500"
Volkswagen,Jetta S,2015,"96,830",115 hp 2L I4,Automatic,Gasoline,4 doors,"$7,500"
Volkswagen,Jetta 1.4T SE FWD,2016,"150,600",150 hp 1.4L I4,Automatic,Gasoline,4 doors,"$6,499"
Volkswagen,Tiguan SE 4Motion,2020,"22,223",184 hp 2L I4,Automatic,Gasoline,4 doors,"$23,110"
Volkswagen,Golf,2012,"133,079",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$5,998"
Volkswagen,Tiguan SE R-Line Black FWD,2022,"22,568",184 hp 2L I4,Automatic,Gasoline,4 doors,"$25,998"
Volkswagen,Jetta SE with Connectivity,2014,"127,000",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$6,900"
Volkswagen,Taos SE 4Motion,2022,"14,112",1.5L I4,Automatic,Gasoline,4 doors,"$21,290"
Volkswagen,Atlas Cross Sport SEL 4Motion,2022,"27,492",235 hp 2L I4,Automatic,Gasoline,4 doors,"$31,189"
Volkswagen,Beetle 2.5L with Sound and Navigation,2012,"49,146",170 hp 2.5L I5,Automatic,Gasoline,2 doors,"$11,724"
Volkswagen,Atlas Cross Sport V6 SE 4Motion AWD with Technology,2023,"14,583",276 hp 3.6L V6,Automatic,Gasoline,4 doors,"$32,999"
Volkswagen,Jetta SE with Connectivity,2014,"91,729",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$6,991"
Volkswagen,Jetta 1.5T SE FWD,2023,"6,150",1.5L I4,Automatic,Gasoline,4 doors,"$22,989"
Volkswagen,Atlas Cross Sport SEL R-Line Black 4Motion,2023,"21,869",235 hp 2L I4,Automatic,Gasoline,4 doors,"$37,691"
Volkswagen,Tiguan SE 4Motion,2020,"62,047",184 hp 2L I4,Automatic,Gasoline,4 doors,"$15,990"
Volkswagen,Tiguan SE FWD,2022,"1,051",184 hp 2L I4,Automatic,Gasoline,4 doors,"$25,498"
Volkswagen,Tiguan S FWD,2023,"12,828",184 hp 2L I4,Automatic,Gasoline,4 doors,"$23,995"
Volkswagen,Jetta R-Line FWD,2020,"34,860",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$18,590"
Volkswagen,Passat 1.8T SE,2017,"122,586",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$8,788"
Volkswagen,Passat SE V6 with Sunroof,2013,"121,800",280 hp 3.6L V6,Automatic,Gasoline,4 doors,"$7,995"
Volkswagen,Tiguan SE FWD,2023,"13,511",184 hp 2L I4,Automatic,Gasoline,4 doors,"$26,490"
Volkswagen,Tiguan S 4Motion,2021,"61,115",184 hp 2L I4,Automatic,Gasoline,4 doors,"$15,986"
Volkswagen,Golf SportWagen 1.8T S,2017,"40,388",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$14,183"
Volkswagen,Atlas SE 4Motion with Technology R-Line,2019,"62,532",3.6L V6,Automatic,Gasoline,4 doors,"$23,299"
Volkswagen,Jetta SE FWD,2021,"40,776",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$16,997"
Volkswagen,Atlas 3.6L SEL 4Motion AWD,2023,"6,965",276 hp 3.6L V6,Automatic,Gasoline,4 doors,"$39,445"
Volkswagen,Jetta SE FWD,2019,"154,340",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$9,900"
Volkswagen,Tiguan SE,2018,"56,426",184 hp 2L I4,Automatic,Gasoline,4 doors,"$16,998"
Volkswagen,Tiguan S FWD,2023,"11,176",184 hp 2L I4,Automatic,Gasoline,4 doors,"$23,995"
Volkswagen,Atlas Cross Sport SE 4Motion with Technology,2021,"22,766",235 hp 2L I4,Automatic,Gasoline,4 doors,"$27,995"
Volkswagen,Tiguan SEL R-Line 4Motion,2022,"20,419",184 hp 2L I4,Automatic,Gasoline,4 doors,"$25,800"
Volkswagen,Tiguan SEL FWD,2019,"45,841",184 hp 2L I4,Automatic,Gasoline,4 doors,"$22,998"
Volkswagen,Arteon 2.0T SE R-Line FWD,2023,"8,219",300 hp 2L I4,Automatic,Gasoline,4 doors,"$33,000"
Volkswagen,Atlas Cross Sport V6 SEL 4Motion AWD,2023,"5,215",276 hp 3.6L V6,Automatic,Gasoline,4 doors,"$39,804"
Volkswagen,Tiguan SE 4Motion,2016,"99,678",200 hp 2L I4,Automatic,Gasoline,4 doors,"$11,995"
Volkswagen,Taos SE 4Motion,2022,"5,543",1.5L I4,Automatic,Gasoline,4 doors,"$23,397"
Volkswagen,Jetta SE FWD,2021,"83,700",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$13,850"
Volkswagen,Beetle 2.5L,2007,"114,000",150 hp 2.5L I5,Automatic,Gasoline,2 doors,"$4,990"
Volkswagen,Passat 1.8T SE FWD with Sunroof and Navigation,2015,"124,535",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$7,990"
Volkswagen,Jetta S FWD,2019,"37,702",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$14,195"
Volkswagen,Atlas Cross Sport V6 SEL R-Line 4Motion,2020,"28,094",3.6L V6,Automatic,Gasoline,4 doors,"$31,334"
Volkswagen,Jetta S FWD,2021,"73,982",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$14,994"
Volkswagen,Jetta S FWD,2020,"53,789",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$13,792"
Volkswagen,Touareg VR6 Sport,2014,"96,869",280 hp 3.6L V6,Automatic,Gasoline,4 doors,"$9,595"
Volkswagen,Tiguan SE 4Motion,2022,"28,364",184 hp 2L I4,Automatic,Gasoline,4 doors,"$21,450"
Volkswagen,Taos SE FWD,2023,"8,053",1.5L I4,Automatic,Gasoline,4 doors,"$25,574"
Volkswagen,Tiguan SEL 4Motion,2014,"42,580",200 hp 2L I4,Automatic,Gasoline,4 doors,"$13,998"
Volkswagen,Jetta S,2015,"81,556",115 hp 2L I4,Automatic,Gasoline,4 doors,"$8,990"
Volkswagen,Atlas 2.0T SE FWD with Technology,2023,"11,368",235 hp 2L I4,Automatic,Gasoline,4 doors,"$33,989"
Volkswagen,Arteon SEL R-Line 4Motion,2022,"16,040",300 hp 2L I4,Automatic,Gasoline,4 doors,"$32,995"
Volkswagen,Touareg 2 VR6,2008,"161,002",280 hp 3.6L V6,Automatic,Gasoline,4 doors,"$3,995"
Volkswagen,Tiguan S,2012,"57,139",200 hp 2L I4,Automatic,Gasoline,4 doors,"$9,500"
Volkswagen,Golf GTI 2.0T SE 4-Door FWD,2016,"90,228",210 hp 2L I4,Automatic,Gasoline,4 doors,"$13,999"
Volkswagen,Passat 2.0T Wolfsburg FWD,2019,"27,020",174 hp 2L I4,Automatic,Gasoline,4 doors,"$17,999"
Volkswagen,Tiguan S FWD,2020,"40,256",184 hp 2L I4,Automatic,Gasoline,4 doors,"$16,996"
Volkswagen,Atlas SE 4Motion,2018,"92,188",3.6L V6,Automatic,Gasoline,4 doors,"$16,891"
Volkswagen,Jetta 1.5T SE FWD,2023,"19,107",1.5L I4,Automatic,Gasoline,4 doors,"$22,987"
Volkswagen,Jetta S FWD,2020,"52,770",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$13,900"
Volkswagen,Tiguan SEL 4Motion,2021,"40,632",184 hp 2L I4,Automatic,Gasoline,4 doors,"$21,119"
Volkswagen,Tiguan SEL R-Line 4Motion,2022,"33,925",184 hp 2L I4,Automatic,Gasoline,4 doors,"$29,888"
Volkswagen,Passat Wolfsburg Edition 1.8,2014,"105,389",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$7,800"
Volkswagen,Atlas V6 SE FWD with Technology,2021,"61,261",3.6L V6,Automatic,Gasoline,4 doors,"$20,744"
Volkswagen,Golf TSI SE FWD,2015,"108,291",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$10,695"
Volkswagen,Tiguan SEL 4Motion,2021,"62,935",184 hp 2L I4,Automatic,Gasoline,4 doors,"$19,850"
Volkswagen,Tiguan SEL FWD,2020,"98,944",184 hp 2L I4,Automatic,Gasoline,4 doors,"$17,800"
Volkswagen,Beetle 2.5L Convertible with Sound and Navigation,2013,"83,000",170 hp 2.5L I5,Automatic,Gasoline,2 doors,"$13,250"
Volkswagen,Tiguan S,2018,"75,201",184 hp 2L I4,Automatic,Gasoline,4 doors,"$14,995"
Volkswagen,CC 2.0T Sport FWD,2013,"115,878",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,500"
Volkswagen,Tiguan S 4Motion AWD,2017,"107,983",200 hp 2L I4,Automatic,Gasoline,4 doors,"$9,995"
Volkswagen,Tiguan S,2009,"70,065",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,895"
Volkswagen,Touareg V6,2010,"154,576",280 hp 3.6L V6,Automatic,Gasoline,4 doors,"$5,000"
Volkswagen,Atlas 2.0T SE 4Motion AWD with Technology,2023,"19,367",235 hp 2L I4,Automatic,Gasoline,4 doors,"$35,999"
Volkswagen,Taos SE FWD,2023,"5,286",1.5L I4,Automatic,Gasoline,4 doors,"$22,808"
Volkswagen,Tiguan SE 4Motion,2021,"56,394",184 hp 2L I4,Automatic,Gasoline,4 doors,"$17,581"
Volkswagen,Jetta SE,2015,"95,578",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$8,795"
Volkswagen,Jetta S FWD,2019,"64,479",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$14,900"
Volkswagen,Jetta 1.5T SE FWD,2023,"15,684",1.5L I4,Automatic,Gasoline,4 doors,"$23,744"
Volkswagen,Passat 1.8T SE FWD with Sunroof and Navigation,2015,"98,532",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$8,991"
Volkswagen,Atlas 2.0T SE,2018,"98,468",2L I4,Automatic,Gasoline,4 doors,"$15,998"
Volkswagen,Jetta S,2014,"111,164",115 hp 2L I4,Automatic,Gasoline,4 doors,"$6,795"
Volkswagen,Passat 1.8T S,2017,"135,915",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$7,290"
Volkswagen,Atlas 3.6L SE FWD with Technology,2023,"2,709",276 hp 3.6L V6,Automatic,Gasoline,4 doors,"$36,791"
Volkswagen,Tiguan S FWD,2021,"24,016",184 hp 2L I4,Automatic,Gasoline,4 doors,"$21,995"
Volkswagen,Tiguan SEL 4Motion,2019,"94,366",184 hp 2L I4,Automatic,Gasoline,4 doors,"$14,785"
Volkswagen,Atlas 2.0T SE 4Motion AWD with Technology,2023,"15,602",235 hp 2L I4,Automatic,Gasoline,4 doors,"$30,997"
Volkswagen,Golf GTI 2.0T S 4-Door FWD,2015,"77,682",210 hp 2L I4,Automatic,Gasoline,4 doors,"$13,991"
Volkswagen,Atlas 2.0T SE FWD with Technology,2023,"13,381",235 hp 2L I4,Automatic,Gasoline,4 doors,"$34,750"
Volkswagen,Tiguan S FWD,2021,"61,171",184 hp 2L I4,Automatic,Gasoline,4 doors,"$16,771"
Volkswagen,Jetta Sport,2015,"104,717",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$9,950"
Volkswagen,Atlas SEL Premium 4Motion,2019,"33,040",3.6L V6,Automatic,Gasoline,4 doors,"$29,998"
Volkswagen,Golf GTI 2.0T Wolfsburg Edition 4-Door FWD,2013,"81,749",200 hp 2L I4,Automatic,Gasoline,4 doors,"$11,999"
Volkswagen,Jetta 1.4T S FWD,2017,"118,623",150 hp 1.4L I4,Automatic,Gasoline,4 doors,"$7,989"
Volkswagen,Tiguan SE FWD,2023,"6,746",184 hp 2L I4,Automatic,Gasoline,4 doors,"$27,089"
Volkswagen,Tiguan SE FWD,2020,"31,141",184 hp 2L I4,Automatic,Gasoline,4 doors,"$17,790"
Volkswagen,CC 2.0T Sport Plus FWD,2013,"132,010",200 hp 2L I4,Automatic,Gasoline,4 doors,"$5,999"
Volkswagen,Tiguan,2012,"127,414",200 hp 2L I4,Automatic,Gasoline,4 doors,"$5,995"
Volkswagen,Golf TSI FWD,2021,"61,523",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$16,957"
Volkswagen,Tiguan SEL 4Motion,2019,"81,498",184 hp 2L I4,Automatic,Gasoline,4 doors,"$17,341"
Volkswagen,Jetta 1.4T S FWD,2018,"34,174",150 hp 1.4L I4,Automatic,Gasoline,4 doors,"$14,688"
Volkswagen,Jetta SE,2014,"104,302",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$7,400"
Volkswagen,Jetta SE FWD,2021,"60,837",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$16,977"
Volkswagen,Golf TSI S 4-Door FWD,2016,"56,386",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$12,800"
Volkswagen,Atlas SE 4Motion with Technology,2019,"101,000",3.6L V6,Automatic,Gasoline,4 doors,"$18,999"
Volkswagen,CC 2.0T Sport FWD,2017,"101,876",200 hp 2L I4,Automatic,Gasoline,4 doors,"$10,298"
Volkswagen,Passat SE 1.8,2014,"84,318",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$9,850"
Volkswagen,Golf SportWagen SE,2015,"99,772",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$12,488"
Volkswagen,Tiguan S 4Motion,2016,"63,959",200 hp 2L I4,Automatic,Gasoline,4 doors,"$13,288"
Volkswagen,Eos Komfort SULEV,2015,"87,426",200 hp 2L I4,Automatic,Gasoline,2 doors,"$13,989"
Volkswagen,Jetta GLS Wagon FWD,2004,"135,025",115 hp 2L I4,Automatic,Gasoline,4 doors,"$3,995"
Volkswagen,Atlas V6 SE FWD with Technology,2022,"45,003",276 hp 3.6L V6,Automatic,Gasoline,4 doors,"$28,977"
Volkswagen,Jetta S FWD,2019,"86,511",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$11,998"
Volkswagen,Tiguan S,2014,"92,949",200 hp 2L I4,Automatic,Gasoline,4 doors,"$8,550"
Volkswagen,Passat 1.8T SE with Technology Pkg,2017,"105,800",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$10,995"
Volkswagen,Tiguan SE FWD,2023,"16,662",184 hp 2L I4,Automatic,Gasoline,4 doors,"$25,991"
Volkswagen,Jetta SE,2014,"110,486",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$7,495"
Volkswagen,Golf GTI 2.0T S 4-Door FWD,2015,"42,106",210 hp 2L I4,Automatic,Gasoline,4 doors,"$16,990"
Volkswagen,Golf 2.5L,2011,"142,735",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$6,490"
Volkswagen,Tiguan S,2015,"108,697",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,995"
Volkswagen,Passat SE,2013,"118,360",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$7,988"
Volkswagen,Tiguan SE 4Motion,2013,"63,791",200 hp 2L I4,Automatic,Gasoline,4 doors,"$12,500"
Volkswagen,Jetta SE,2015,"133,575",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$6,999"
Volkswagen,Golf Alltrack S 4Motion AWD,2017,"84,755",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$15,984"
Volkswagen,Golf GTI 2.0T 4-Door FWD,2013,"116,454",200 hp 2L I4,Automatic,Gasoline,4 doors,"$11,000"
Volkswagen,Atlas SE 4Motion AWD with Technology,2024,"2,661",2L I4,Automatic,Gasoline,4 doors,"$41,489"
Volkswagen,Beetle 2.0T S Hatchback FWD,2018,"55,535",174 hp 2L I4,Automatic,Gasoline,2 doors,"$17,995"
Volkswagen,Tiguan SEL 4Motion,2018,"70,384",184 hp 2L I4,Automatic,Gasoline,4 doors,"$16,995"
Volkswagen,Tiguan SEL FWD,2019,"37,343",184 hp 2L I4,Automatic,Gasoline,4 doors,"$19,743"
Volkswagen,Beetle 1.8T S Convertible,2016,"91,305",170 hp 1.8L I4,Automatic,Gasoline,2 doors,"$12,499"
Volkswagen,Jetta 1.4T SE FWD,2016,"103,422",150 hp 1.4L I4,Automatic,Gasoline,4 doors,"$7,690"
Volkswagen,Tiguan S,2012,"93,877",200 hp 2L I4,Automatic,Gasoline,4 doors,"$8,977"
Volkswagen,Tiguan SE,2016,"90,399",200 hp 2L I4,Automatic,Gasoline,4 doors,"$10,995"
Volkswagen,Passat SEL Premium,2013,"81,467",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$9,400"
Volkswagen,Tiguan S FWD,2021,"23,678",184 hp 2L I4,Automatic,Gasoline,4 doors,"$18,500"
Volkswagen,CC 2.0T Sport FWD,2012,"95,845",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,299"
Volkswagen,Atlas Cross Sport V6 SEL Premium R-Line 4Motion AWD,2022,"29,923",276 hp 3.6L V6,Automatic,Gasoline,4 doors,"$38,299"
Volkswagen,Golf TSI S FWD,2015,"102,530",170 hp 1.8L I4,Automatic,Gasoline,2 doors,"$10,495"
Volkswagen,Tiguan S,2016,"73,909",200 hp 2L I4,Automatic,Gasoline,4 doors,"$11,495"
Volkswagen,Tiguan SE,2016,"90,798",200 hp 2L I4,Automatic,Gasoline,4 doors,"$11,500"
Volkswagen,Tiguan S FWD,2019,"50,894",184 hp 2L I4,Automatic,Gasoline,4 doors,"$17,500"
Volkswagen,CC 2.0T Sport FWD,2013,"122,594",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,799"
Volkswagen,Tiguan S,2015,"153,467",200 hp 2L I4,Automatic,Gasoline,4 doors,"$7,495"
Volkswagen,Jetta 1.4T S FWD,2017,"111,420",150 hp 1.4L I4,Automatic,Gasoline,4 doors,"$9,500"
Volkswagen,Passat Wolfsburg Edition 1.8,2014,"108,049",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$8,495"
Volkswagen,Taos SE FWD,2023,"10,969",1.5L I4,Automatic,Gasoline,4 doors,"$22,178"
Volkswagen,Jetta SE w/ Conv,2011,"83,200",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$7,800"
Volkswagen,Atlas SE 4Motion,2019,"78,923",3.6L V6,Automatic,Gasoline,4 doors,"$18,988"
Volkswagen,Beetle 2.5L with Sunroof,2013,"104,653",170 hp 2.5L I5,Automatic,Gasoline,2 doors,"$10,290"
Volkswagen,Jetta 1.4T S FWD,2018,"91,808",150 hp 1.4L I4,Automatic,Gasoline,4 doors,"$10,891"
Volkswagen,Jetta S,2015,"127,287",115 hp 2L I4,Automatic,Gasoline,4 doors,"$7,190"
Volkswagen,Atlas SE with Technology,2018,"104,183",3.6L V6,Automatic,Gasoline,4 doors,"$15,981"
Volkswagen,Passat 2.0T S FWD,2018,"117,881",174 hp 2L I4,Automatic,Gasoline,4 doors,"$10,495"
Volkswagen,Passat 2.0T SE FWD,2021,"55,467",174 hp 2L I4,Automatic,Gasoline,4 doors,"$16,895"
Volkswagen,Atlas V6 SE 4Motion with Technology,2021,"35,214",3.6L V6,Automatic,Gasoline,4 doors,"$26,488"
Volkswagen,Golf GTI 2.0T Driver's Edition 4-Door FWD,2013,"83,032",200 hp 2L I4,Automatic,Gasoline,4 doors,"$12,500"
Volkswagen,Passat 1.8T S FWD,2015,"107,966",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$7,994"
Volkswagen,Tiguan,2016,"111,002",200 hp 2L I4,Automatic,Gasoline,4 doors,"$10,999"
Volkswagen,Passat 1.8T SE,2016,"116,991",170 hp 1.8L I4,Automatic,Gasoline,4 doors,"$9,495"
Volkswagen,Atlas V6 SEL Premium R-Line 4Motion,2022,"9,929",276 hp 3.6L V6,Automatic,Gasoline,4 doors,"$39,991"
Volkswagen,Tiguan SEL Premium R-Line 4Motion,2020,"58,093",184 hp 2L I4,Automatic,Gasoline,4 doors,"$23,450"
Volkswagen,Atlas SE with Technology,2018,"87,200",3.6L V6,Automatic,Gasoline,4 doors,"$18,950"
Volkswagen,Beetle Denim Convertible,2016,"26,652",170 hp 1.8L I4,Automatic,Gasoline,2 doors,"$20,994"
Volkswagen,Tiguan S FWD,2022,"16,843",184 hp 2L I4,Automatic,Gasoline,4 doors,"$21,999"
Volkswagen,Tiguan SE R-Line Black 4Motion,2022,"37,973",184 hp 2L I4,Automatic,Gasoline,4 doors,"$25,000"
Volkswagen,Jetta 1.4T S FWD,2017,"117,250",150 hp 1.4L I4,Automatic,Gasoline,4 doors,"$8,988"
Volkswagen,Tiguan SE R-Line Black FWD,2023,"7,553",184 hp 2L I4,Automatic,Gasoline,4 doors,"$29,991"
Volkswagen,Jetta R-Line FWD,2019,"81,854",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$14,421"
Volkswagen,Touareg VR6 Lux,2016,"72,365",280 hp 3.6L V6,Automatic,Gasoline,4 doors,"$16,990"
Volkswagen,Tiguan S FWD,2023,"12,933",184 hp 2L I4,Automatic,Gasoline,4 doors,"$22,995"
Volkswagen,Jetta SEL Premium FWD,2021,"45,664",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$18,998"
Volkswagen,Atlas Cross Sport SE 4Motion with Technology,2020,"32,205",2L I4,Automatic,Gasoline,4 doors,"$24,962"
Volkswagen,Tiguan S FWD,2020,"41,745",184 hp 2L I4,Automatic,Gasoline,4 doors,"$16,900"
Volkswagen,Atlas Cross Sport SE FWD with Technology,2020,"44,406",2L I4,Automatic,Gasoline,4 doors,"$21,777"
Volkswagen,Tiguan SE,2018,"34,593",184 hp 2L I4,Automatic,Gasoline,4 doors,"$18,999"
Volkswagen,Jetta S FWD,2019,"95,291",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$12,995"
Volkswagen,Tiguan,2016,"114,272",200 hp 2L I4,Automatic,Gasoline,4 doors,"$9,177"
Volkswagen,Atlas V6 SEL Premium 4Motion,2020,"66,409",3.6L V6,Automatic,Gasoline,4 doors,"$25,980"
Volkswagen,Atlas SEL 4Motion,2018,"96,957",3.6L V6,Automatic,Gasoline,4 doors,"$20,985"
Volkswagen,Tiguan SE 4Motion AWD,2018,"62,415",184 hp 2L I4,Automatic,Gasoline,4 doors,"$16,977"
Volkswagen,Atlas Cross Sport SE 4Motion with Technology,2020,"57,782",2L I4,Automatic,Gasoline,4 doors,"$22,995"
Volkswagen,Tiguan S,2018,"75,098",184 hp 2L I4,Automatic,Gasoline,4 doors,"$13,498"
Volkswagen,Jetta 1.5T SE FWD,2022,"37,141",1.5L I4,Automatic,Gasoline,4 doors,"$18,991"
Volkswagen,Jetta R-Line FWD,2019,"50,934",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$16,811"
Volkswagen,Taos SE FWD,2023,"4,791",1.5L I4,Automatic,Gasoline,4 doors,"$23,499"
Volkswagen,Touareg VR6 Sport,2016,"90,190",280 hp 3.6L V6,Automatic,Gasoline,4 doors,"$16,499"
Volkswagen,Passat SE,2013,"100,421",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$8,700"
Volkswagen,Golf FWD,2013,"83,740",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$9,500"
Volkswagen,Atlas SEL Premium 4Motion,2019,"112,916",3.6L V6,Automatic,Gasoline,4 doors,"$18,995"
Volkswagen,Jetta 1.5T Sport FWD,2023,"7,181",1.5L I4,Automatic,Gasoline,4 doors,"$20,488"
Volkswagen,Jetta S FWD,2019,"54,795",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$14,595"
Volkswagen,Tiguan SE 4Motion,2022,"37,424",184 hp 2L I4,Automatic,Gasoline,4 doors,"$22,594"
Volkswagen,Tiguan S 4Motion,2014,"92,150",200 hp 2L I4,Automatic,Gasoline,4 doors,"$9,495"
Volkswagen,Atlas SEL 4Motion,2019,"37,255",3.6L V6,Automatic,Gasoline,4 doors,"$26,179"
Volkswagen,Jetta SEL Premium FWD,2021,"12,502",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$22,499"
Volkswagen,Atlas V6 SEL Premium 4Motion,2021,"41,172",3.6L V6,Automatic,Gasoline,4 doors,"$30,790"
Volkswagen,Passat SE,2013,"133,936",170 hp 2.5L I5,Automatic,Gasoline,4 doors,"$6,995"
Volkswagen,Taos SE 4Motion,2023,"5,691",1.5L I4,Automatic,Gasoline,4 doors,"$22,997"
Volkswagen,Jetta S FWD,2019,"36,399",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$15,500"
Volkswagen,Atlas Cross Sport SEL Premium 4Motion,2021,"25,375",235 hp 2L I4,Automatic,Gasoline,4 doors,"$33,999"
Volkswagen,Tiguan S FWD,2020,"40,197",184 hp 2L I4,Automatic,Gasoline,4 doors,"$16,830"
Volkswagen,Tiguan SE FWD,2019,"82,286",184 hp 2L I4,Automatic,Gasoline,4 doors,"$14,900"
Volkswagen,Taos SE 4Motion,2022,"19,301",1.5L I4,Automatic,Gasoline,4 doors,"$22,311"
Volkswagen,Tiguan SE R-Line Black 4Motion,2022,"35,818",184 hp 2L I4,Automatic,Gasoline,4 doors,"$25,998"
Volkswagen,Atlas SE 4Motion with Technology,2018,"94,560",3.6L V6,Automatic,Gasoline,4 doors,"$17,973"
Volkswagen,Jetta SE FWD,2021,"58,520",147 hp 1.4L I4,Automatic,Gasoline,4 doors,"$15,991"
