brand,model,engine,nb of doors,year,transmission,price,fuel,kilometer
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2017,Automatic,"$13,998",Gasoline,"78,626 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2020,Automatic,"$12,995",Gasoline,"19,935 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$17,805",Gasoline,"25,967 mi"
Kia,Forte LX,147 hp 2L I4,4 doors,2017,Automatic,"$7,999",Gasoline,"116,800 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$12,995",Gasoline,"98,361 mi"
Kia,Soul Base,130 hp 1.6L I4,4 doors,2016,Automatic,"$8,495",Gasoline,"101,250 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2021,Automatic,"$12,094",Gasoline,"66,228 mi"
Kia,Niro EX Touring FWD,1.6L I4 Hybrid,4 doors,2023,Automatic,"$24,489",Hybrid,"21,938 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2022,Automatic,"$14,888",Gasoline,"45,697 mi"
Kia,Sportage EX AWD,181 hp 2.4L I4,4 doors,2018,Automatic,"$15,200",Gasoline,"92,356 mi"
Kia,Forte FE FWD,147 hp 2L I4,4 doors,2019,Automatic,"$14,372",Gasoline,"32,645 mi"
Kia,Forte S,147 hp 2L I4,4 doors,2017,Automatic,"$10,695",Gasoline,"92,341 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2022,Automatic,"$16,481",Gasoline,"28,568 mi"
Kia,Soul EX FWD,147 hp 2L I4,4 doors,2020,Automatic,"$14,995",Gasoline,"48,607 mi"
Kia,Soul Base,130 hp 1.6L I4,4 doors,2014,Automatic,"$8,977",Gasoline,"63,945 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2021,Automatic,"$17,998",Gasoline,"21,026 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$13,999",Gasoline,"102,644 mi"
Kia,Forte LX,147 hp 2L I4,4 doors,2017,Automatic,"$8,995",Gasoline,"76,136 mi"
Kia,Rio LX,1.6L I4,4 doors,2014,Automatic,"$4,999",Gasoline,"157,311 mi"
Kia,Seltos S FWD,146 hp 2L I4,4 doors,2023,Automatic,"$20,891",Gasoline,"12,109 mi"
Kia,K5 EX FWD,180 hp 1.6L I4,4 doors,2021,Automatic,"$17,995",Gasoline,"90,455 mi"
Kia,Sorento 2.0T EX AWD,240 hp 2L I4,4 doors,2017,Automatic,"$14,295",Gasoline,"103,894 mi"
Kia,Sportage EX AWD,181 hp 2.4L I4,4 doors,2017,Automatic,"$12,799",Gasoline,"110,401 mi"
Kia,Seltos S AWD,146 hp 2L I4,4 doors,2021,Automatic,"$19,530",Gasoline,"22,017 mi"
Kia,Sorento EX 4WD,175 hp 2.4L I4,4 doors,2011,Automatic,"$6,999",Gasoline,"107,533 mi"
Kia,Sorento EX V6 AWD,290 hp 3.3L V6,4 doors,2020,Automatic,"$23,594",Gasoline,"41,202 mi"
Kia,Sorento LX FWD,185 hp 2.4L I4,4 doors,2018,Automatic,"$12,888",Gasoline,"115,092 mi"
Kia,Soul +,2L I4,4 doors,2012,Automatic,"$4,999",Gasoline,"150,187 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2023,Automatic,"$13,980",Gasoline,"23,431 mi"
Kia,Soul +,130 hp 1.6L I4,4 doors,2015,Automatic,"$6,999",Gasoline,"124,332 mi"
Kia,Telluride LX AWD,291 hp 3.8L V6,4 doors,2022,Automatic,"$25,533",Gasoline,"82,931 mi"
Kia,Forte FE FWD,147 hp 2L I4,4 doors,2022,Automatic,"$15,035",Gasoline,"39,670 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$16,900",Gasoline,"59,010 mi"
Kia,Sorento X-Line EX AWD,281 hp 2.5L I4,4 doors,2022,Automatic,"$31,989",Gasoline,"27,846 mi"
Kia,Soul Base,130 hp 1.6L I4,4 doors,2018,Automatic,"$12,481",Gasoline,"60,313 mi"
Kia,K5 GT-Line FWD,180 hp 1.6L I4,4 doors,2022,Automatic,"$21,868",Gasoline,"85,954 mi"
Kia,Niro Hybrid Plug-In LX FWD,1.6L I4 Hybrid,4 doors,2019,Automatic,"$19,950",Hybrid,"29,758 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2021,Automatic,"$12,400",Gasoline,"55,669 mi"
Kia,Soul Base,130 hp 1.6L I4,4 doors,2016,Automatic,"$6,995",Gasoline,"114,362 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2021,Automatic,"$12,990",Gasoline,"50,607 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2018,Automatic,"$13,900",Gasoline,"82,267 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$16,990",Gasoline,"26,961 mi"
Kia,Optima LX,200 hp 2.4L I4,4 doors,2013,Automatic,"$6,999",Gasoline,"107,146 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$16,799",Gasoline,"19,013 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2020,Automatic,"$14,529",Gasoline,"55,251 mi"
Kia,Telluride LX AWD,291 hp 3.8L V6,4 doors,2020,Automatic,"$25,064",Gasoline,"59,636 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$12,499",Gasoline,"51,521 mi"
Kia,Sorento EX V6 AWD,290 hp 3.3L V6,4 doors,2016,Automatic,"$11,999",Gasoline,"96,936 mi"
Kia,Niro EX Touring FWD,1.6L I4 Hybrid,4 doors,2023,Automatic,"$22,900",Hybrid,"8,405 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2020,Automatic,"$15,490",Gasoline,"20,452 mi"
Kia,Soul + FWD,161 hp 2L I4,4 doors,2019,Automatic,"$10,997",Gasoline,"96,513 mi"
Kia,Sorento L FWD,185 hp 2.4L I4,4 doors,2018,Automatic,"$13,498",Gasoline,"53,439 mi"
Kia,Sorento LX AWD,185 hp 2.4L I4,4 doors,2016,Automatic,"$10,295",Gasoline,"100,783 mi"
Kia,EV6 Wind RWD,Electric,4 doors,2023,Automatic,"$27,279",Electric,"13,732 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$15,530",Gasoline,"57,337 mi"
Kia,Sedona SX,276 hp 3.3L V6,4 doors,2018,Automatic,"$12,993",Gasoline,"109,902 mi"
Kia,K5 GT-Line FWD,180 hp 1.6L I4,4 doors,2021,Automatic,"$24,612",Gasoline,"29,973 mi"
Kia,Sportage SX Turbo AWD,237 hp 2L I4,4 doors,2019,Automatic,"$17,596",Gasoline,"70,044 mi"
Kia,Rio5 LX,1.6L I4,4 doors,2015,Automatic,"$6,833",Gasoline,"139,386 mi"
Kia,Sportage LX,181 hp 2.4L I4,4 doors,2017,Automatic,"$10,999",Gasoline,"79,486 mi"
Kia,Sorento LX FWD,191 hp 2.5L I4,4 doors,2022,Automatic,"$22,731",Gasoline,"55,798 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$14,599",Gasoline,"57,162 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$15,500",Gasoline,"74,157 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2019,Automatic,"$15,684",Gasoline,"67,639 mi"
Kia,Sportage LX FWD,181 hp 2.4L I4,4 doors,2020,Automatic,"$16,575",Gasoline,"66,825 mi"
Kia,Optima LX,185 hp 2.4L I4,4 doors,2016,Automatic,"$8,718",Gasoline,"106,704 mi"
Kia,Soul Base,130 hp 1.6L I4,4 doors,2018,Automatic,"$9,995",Gasoline,"86,625 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$15,000",Gasoline,"76,776 mi"
Kia,Sorento LX AWD,191 hp 2.5L I4,4 doors,2022,Automatic,"$22,988",Gasoline,"43,430 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$15,800",Gasoline,"66,718 mi"
Kia,Sorento LX V6 FWD,290 hp 3.3L V6,4 doors,2017,Automatic,"$11,450",Gasoline,"94,830 mi"
Kia,Optima S FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$14,995",Gasoline,"107,059 mi"
Kia,Seltos EX AWD,146 hp 2L I4,4 doors,2023,Automatic,"$23,495",Gasoline,"10,476 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2020,Automatic,"$11,577",Gasoline,"103,042 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$12,994",Gasoline,"92,099 mi"
Kia,Optima LX,185 hp 2.4L I4,4 doors,2017,Automatic,"$7,995",Gasoline,"124,655 mi"
Kia,Niro LX FWD,1.6L I4 Hybrid,4 doors,2020,Automatic,"$10,800",Hybrid,"111,866 mi"
Kia,Niro EX FWD,1.6L I4 Hybrid,4 doors,2019,Automatic,"$13,990",Hybrid,"91,263 mi"
Kia,Niro EV EX Premium FWD,Electric,4 doors,2022,Automatic,"$24,348",Electric,"22,621 mi"
Kia,Sorento EX V6 AWD,290 hp 3.3L V6,4 doors,2018,Automatic,"$17,995",Gasoline,"51,674 mi"
Kia,Sorento SX V6 AWD,290 hp 3.3L V6,4 doors,2020,Automatic,"$24,999",Gasoline,"46,629 mi"
Kia,Sorento SX FWD,281 hp 2.5L I4,4 doors,2022,Automatic,"$29,991",Gasoline,"14,386 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$14,997",Gasoline,"53,400 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2021,Automatic,"$13,999",Gasoline,"46,393 mi"
Kia,Sportage EX AWD,181 hp 2.4L I4,4 doors,2019,Automatic,"$17,869",Gasoline,"57,869 mi"
Kia,Sorento S FWD,191 hp 2.5L I4,4 doors,2021,Automatic,"$25,995",Gasoline,"31,522 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$16,994",Gasoline,"31,817 mi"
Kia,Forte LX,147 hp 2L I4,4 doors,2017,Automatic,"$9,995",Gasoline,"97,297 mi"
Kia,Sorento LX AWD,185 hp 2.4L I4,4 doors,2017,Automatic,"$9,999",Gasoline,"125,847 mi"
Kia,Forte GT FWD,201 hp 1.6L I4,4 doors,2021,Automatic,"$18,790",Gasoline,"36,606 mi"
Kia,Optima LX Turbo,178 hp 1.6L I4,4 doors,2017,Automatic,"$10,499",Gasoline,"85,001 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$14,531",Gasoline,"67,216 mi"
Kia,Soul Base FWD,130 hp 1.6L I4,4 doors,2019,Automatic,"$9,200",Gasoline,"95,609 mi"
Kia,Optima,185 hp 2.4L I4,4 doors,2020,Automatic,"$15,900",Gasoline,"97,069 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$10,295",Gasoline,"145,182 mi"
Kia,Forte5 EX,173 hp 2L I4,4 doors,2016,Automatic,"$9,995",Gasoline,"50,200 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$12,991",Gasoline,"66,985 mi"
Kia,Seltos LX AWD,146 hp 2L I4,4 doors,2023,Automatic,"$20,472",Gasoline,"28,119 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$16,988",Gasoline,"40,366 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2019,Automatic,"$13,998",Gasoline,"40,101 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$14,600",Gasoline,"75,530 mi"
Kia,Sedona LX,276 hp 3.3L V6,4 doors,2017,Automatic,"$10,299",Gasoline,"115,949 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$14,777",Gasoline,"92,600 mi"
Kia,Forte GT-Line FWD,147 hp 2L I4,4 doors,2023,Automatic,"$20,995",Gasoline,"4,690 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$15,799",Gasoline,"32,764 mi"
Kia,Sorento L FWD,185 hp 2.4L I4,4 doors,2018,Automatic,"$15,888",Gasoline,"51,352 mi"
Kia,Niro LX FWD,1.6L I4 Hybrid,4 doors,2019,Automatic,"$13,000",Hybrid,"93,106 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$12,691",Gasoline,"68,635 mi"
Kia,K5 GT-Line FWD,180 hp 1.6L I4,4 doors,2022,Automatic,"$22,042",Gasoline,"74,840 mi"
Kia,Forte EX,156 hp 2L I4,4 doors,2010,Automatic,"$5,977",Gasoline,"54,993 mi"
Kia,Seltos SX Turbo AWD,175 hp 1.6L I4,4 doors,2021,Automatic,"$22,990",Gasoline,"17,996 mi"
Kia,Optima SX Turbo,245 hp 2L I4,4 doors,2018,Automatic,"$11,997",Gasoline,"100,410 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2020,Automatic,"$19,900",Gasoline,"14,783 mi"
Kia,Niro Touring FWD,1.6L I4 Hybrid,4 doors,2021,Automatic,"$24,222",Hybrid,"10,803 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2021,Automatic,"$18,999",Gasoline,"38,560 mi"
Kia,Niro LX FWD,1.6L I4 Hybrid,4 doors,2022,Automatic,"$21,019",Hybrid,"40,402 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2020,Automatic,"$13,900",Gasoline,"53,365 mi"
Kia,Forte GT Line FWD,147 hp 2L I4,4 doors,2021,Automatic,"$18,500",Gasoline,"32,260 mi"
Kia,Forte GT FWD,201 hp 1.6L I4,4 doors,2021,Automatic,"$17,199",Gasoline,"28,041 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$15,999",Gasoline,"27,968 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$18,129",Gasoline,"21,645 mi"
Kia,Soul Base,130 hp 1.6L I4,4 doors,2018,Automatic,"$7,995",Gasoline,"123,161 mi"
Kia,Sportage LX,181 hp 2.4L I4,4 doors,2017,Automatic,"$11,995",Gasoline,"60,619 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2020,Automatic,"$15,999",Gasoline,"30,101 mi"
Kia,Sportage S FWD,181 hp 2.4L I4,4 doors,2020,Automatic,"$20,500",Gasoline,"21,399 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2020,Automatic,"$14,994",Gasoline,"61,381 mi"
Kia,Seltos S FWD,146 hp 2L I4,4 doors,2022,Automatic,"$20,293",Gasoline,"24,101 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2019,Automatic,"$15,699",Gasoline,"42,594 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$13,995",Gasoline,"72,314 mi"
Kia,Sportage SX Turbo FWD,181 hp 2.4L I4,4 doors,2021,Automatic,"$23,957",Gasoline,"34,616 mi"
Kia,Forte FE FWD,147 hp 2L I4,4 doors,2021,Automatic,"$17,495",Gasoline,"38,209 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2022,Automatic,"$18,977",Gasoline,"1,593 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$16,995",Gasoline,"33,182 mi"
Kia,Optima LX,185 hp 2.4L I4,4 doors,2017,Automatic,"$7,999",Gasoline,"135,779 mi"
Kia,Telluride EX AWD,291 hp 3.8L V6,4 doors,2020,Automatic,"$26,990",Gasoline,"79,004 mi"
Kia,Optima EX,185 hp 2.4L I4,4 doors,2016,Automatic,"$9,495",Gasoline,"110,263 mi"
Kia,Sportage EX AWD,181 hp 2.4L I4,4 doors,2020,Automatic,"$18,495",Gasoline,"56,602 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$13,998",Gasoline,"61,613 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2023,Automatic,"$18,950",Gasoline,"20,464 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$17,991",Gasoline,"12,306 mi"
Kia,Sorento LX V6 AWD,290 hp 3.3L V6,4 doors,2019,Automatic,"$15,999",Gasoline,"77,678 mi"
Kia,Soul +,161 hp 2L I4,4 doors,2017,Automatic,"$8,275",Gasoline,"107,030 mi"
Kia,K5 LXS FWD,180 hp 1.6L I4,4 doors,2022,Automatic,"$19,485",Gasoline,"59,589 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2020,Automatic,"$16,570",Gasoline,"75,577 mi"
Kia,Soul + FWD,161 hp 2L I4,4 doors,2019,Automatic,"$12,904",Gasoline,"72,962 mi"
Kia,Sorento LX,191 hp 2.4L I4,4 doors,2014,Automatic,"$7,495",Gasoline,"143,264 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2021,Automatic,"$15,830",Gasoline,"67,760 mi"
Kia,Seltos S FWD,146 hp 2L I4,4 doors,2021,Automatic,"$19,573",Gasoline,"36,027 mi"
Kia,Soul Base,130 hp 1.6L I4,4 doors,2015,Automatic,"$8,986",Gasoline,"77,370 mi"
Kia,Soul GT-Line FWD,147 hp 2L I4,4 doors,2020,Automatic,"$14,888",Gasoline,"53,111 mi"
Kia,K5 GT-Line AWD,180 hp 1.6L I4,4 doors,2021,Automatic,"$19,997",Gasoline,"39,003 mi"
Kia,Niro SX FWD,1.6L I4 Hybrid,4 doors,2023,Automatic,"$27,394",Hybrid,"12,035 mi"
Kia,Sportage LX FWD,181 hp 2.4L I4,4 doors,2020,Automatic,"$16,792",Gasoline,"59,054 mi"
Kia,Sorento LX,175 hp 2.4L I4,4 doors,2013,Automatic,"$7,100",Gasoline,"107,908 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$18,999",Gasoline,"19,032 mi"
Kia,Telluride EX AWD,291 hp 3.8L V6,4 doors,2022,Automatic,"$31,950",Gasoline,"71,874 mi"
Kia,Telluride SX AWD,291 hp 3.8L V6,4 doors,2022,Automatic,"$38,944",Gasoline,"49,160 mi"
Kia,Optima LX,185 hp 2.4L I4,4 doors,2018,Automatic,"$7,995",Gasoline,"143,161 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$17,250",Gasoline,"38,997 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2020,Automatic,"$16,530",Gasoline,"73,988 mi"
Kia,Sorento EX AWD,281 hp 2.5L I4,4 doors,2021,Automatic,"$28,495",Gasoline,"35,524 mi"
Kia,Sorento EX,240 hp 2L I4,4 doors,2016,Automatic,"$15,102",Gasoline,"57,556 mi"
Kia,K5 LXS FWD,180 hp 1.6L I4,4 doors,2021,Automatic,"$18,124",Gasoline,"55,703 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$13,000",Gasoline,"62,874 mi"
Kia,Sportage EX AWD,181 hp 2.4L I4,4 doors,2019,Automatic,"$16,571",Gasoline,"83,549 mi"
Kia,Sorento LX,175 hp 2.4L I4,4 doors,2013,Automatic,"$6,888",Gasoline,"126,357 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2020,Automatic,"$16,165",Gasoline,"40,132 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$17,777",Gasoline,"28,835 mi"
Kia,Sorento SX FWD,281 hp 2.5L I4,4 doors,2022,Automatic,"$31,990",Gasoline,"31,546 mi"
Kia,Forte GT Line FWD,147 hp 2L I4,4 doors,2020,Automatic,"$14,991",Gasoline,"43,732 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2020,Automatic,"$16,996",Gasoline,"18,912 mi"
Kia,Sorento SX,276 hp 3.5L V6,4 doors,2012,Automatic,"$7,500",Gasoline,"151,610 mi"
Kia,Sorento L,185 hp 2.4L I4,4 doors,2016,Automatic,"$10,995",Gasoline,"101,536 mi"
Kia,Sportage SX Turbo AWD,237 hp 2L I4,4 doors,2018,Automatic,"$19,000",Gasoline,"38,311 mi"
Kia,Seltos S FWD,146 hp 2L I4,4 doors,2021,Automatic,"$19,400",Gasoline,"26,156 mi"
Kia,K5 LXS FWD,180 hp 1.6L I4,4 doors,2021,Automatic,"$18,504",Gasoline,"71,262 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$17,389",Gasoline,"31,269 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2020,Automatic,"$16,995",Gasoline,"32,651 mi"
Kia,Seltos LX AWD,146 hp 2L I4,4 doors,2023,Automatic,"$22,582",Gasoline,"11,756 mi"
Kia,Soul EX FWD,147 hp 2L I4,4 doors,2020,Automatic,"$17,900",Gasoline,"12,638 mi"
Kia,Rio5 S FWD,120 hp 1.6L I4,4 doors,2020,Automatic,"$15,732",Gasoline,"30,473 mi"
Kia,Telluride EX AWD,291 hp 3.8L V6,4 doors,2020,Automatic,"$24,800",Gasoline,"68,311 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2020,Automatic,"$12,495",Gasoline,"94,064 mi"
Kia,Sorento LX FWD,191 hp 2.5L I4,4 doors,2023,Automatic,"$25,289",Gasoline,"28,154 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2023,Automatic,"$17,172",Gasoline,"24,686 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2021,Automatic,"$13,924",Gasoline,"83,397 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$16,987",Gasoline,"17,536 mi"
Kia,Forte GT-Line FWD,147 hp 2L I4,4 doors,2022,Automatic,"$20,499",Gasoline,"20,722 mi"
Kia,Optima SX,274 hp 2L I4,4 doors,2013,Automatic,"$11,995",Gasoline,"54,563 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$18,499",Gasoline,"18,193 mi"
Kia,Forte FE FWD,147 hp 2L I4,4 doors,2022,Automatic,"$18,161",Gasoline,"23,450 mi"
Kia,Sedona EX FWD,276 hp 3.3L V6,4 doors,2021,Automatic,"$25,500",Gasoline,"47,488 mi"
Kia,Niro EV EX Premium FWD,Electric,4 doors,2020,Automatic,"$21,337",Electric,"24,306 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2017,Automatic,"$10,779",Gasoline,"110,192 mi"
Kia,Telluride SX-X-Pro AWD,291 hp 3.8L V6,4 doors,2023,Automatic,"$46,900",Gasoline,"8,128 mi"
Kia,Sorento SX AWD,281 hp 2.5L I4,4 doors,2022,Automatic,"$34,201",Gasoline,"22,814 mi"
Kia,Seltos S AWD,146 hp 2L I4,4 doors,2022,Automatic,"$21,642",Gasoline,"18,615 mi"
Kia,Sorento LX AWD,191 hp 2.5L I4,4 doors,2023,Automatic,"$26,999",Gasoline,"25,138 mi"
Kia,Sorento EX V6 AWD,290 hp 3.3L V6,4 doors,2016,Automatic,"$10,995",Gasoline,"120,427 mi"
Kia,Sorento LX V6 FWD,290 hp 3.3L V6,4 doors,2020,Automatic,"$18,775",Gasoline,"55,636 mi"
Kia,K5 LXS FWD,180 hp 1.6L I4,4 doors,2023,Automatic,"$21,477",Gasoline,"27,662 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2021,Automatic,"$20,755",Gasoline,"21,333 mi"
Kia,K5 GT-Line FWD,180 hp 1.6L I4,4 doors,2021,Automatic,"$16,875",Gasoline,"125,931 mi"
Kia,Soul GT-Line FWD,147 hp 2L I4,4 doors,2020,Automatic,"$15,995",Gasoline,"58,424 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$19,228",Gasoline,"18,103 mi"
Kia,Soul +,164 hp 2L I4,4 doors,2016,Automatic,"$9,988",Gasoline,"87,166 mi"
Kia,Sportage X-Line AWD,187 hp 2.5L I4,4 doors,2023,Automatic,"$24,988",Gasoline,"22,842 mi"
Kia,K5 GT-Line AWD,180 hp 1.6L I4,4 doors,2023,Automatic,"$27,341",Gasoline,"23,424 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2021,Automatic,"$18,889",Gasoline,"10,246 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$17,744",Gasoline,"5,080 mi"
Kia,Sportage EX,181 hp 2.4L I4,4 doors,2018,Automatic,"$15,998",Gasoline,"46,319 mi"
Kia,Seltos SX AWD,195 hp 1.6L I4,4 doors,2024,Automatic,"$27,762",Gasoline,"4,823 mi"
Kia,K5 LXS FWD,180 hp 1.6L I4,4 doors,2022,Automatic,"$17,998",Gasoline,"63,971 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2019,Automatic,"$14,995",Gasoline,"36,469 mi"
Kia,Seltos LX AWD,146 hp 2L I4,4 doors,2022,Automatic,"$20,998",Gasoline,"18,220 mi"
Kia,Forte EX,164 hp 2L I4,4 doors,2018,Automatic,"$9,995",Gasoline,"104,796 mi"
Kia,Sorento S FWD,191 hp 2.5L I4,4 doors,2021,Automatic,"$23,771",Gasoline,"69,255 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2020,Automatic,"$15,999",Gasoline,"20,003 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2021,Automatic,"$15,999",Gasoline,"69,658 mi"
Kia,Optima Hybrid,206 hp 2.4L I4 Hybrid,4 doors,2011,Automatic,"$4,995",Hybrid,"179,952 mi"
Kia,Seltos LX AWD,146 hp 2L I4,4 doors,2021,Automatic,"$16,999",Gasoline,"52,172 mi"
Kia,Optima Hybrid LX,199 hp 2.4L I4 Hybrid,4 doors,2016,Automatic,"$8,500",Hybrid,"111,520 mi"
Kia,Sportage X-Line AWD,187 hp 2.5L I4,4 doors,2023,Automatic,"$26,995",Gasoline,"31,460 mi"
Kia,Forte GT-Line FWD,147 hp 2L I4,4 doors,2022,Automatic,"$17,499",Gasoline,"19,362 mi"
Kia,Optima LX FWD,185 hp 2.4L I4,4 doors,2019,Automatic,"$12,795",Gasoline,"78,805 mi"
Kia,Sorento S FWD,191 hp 2.5L I4,4 doors,2022,Automatic,"$29,999",Gasoline,"8,339 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2022,Automatic,"$18,599",Gasoline,"15,826 mi"
Kia,Forte LXS FWD,147 hp 2L I4,4 doors,2023,Automatic,"$16,250",Gasoline,"10,402 mi"
Kia,Sorento SX AWD,290 hp 3.3L V6,4 doors,2014,Automatic,"$10,490",Gasoline,"113,771 mi"
Kia,Soul LX FWD,147 hp 2L I4,4 doors,2022,Automatic,"$16,296",Gasoline,"8,063 mi"
Kia,Sportage LX AWD,181 hp 2.4L I4,4 doors,2018,Automatic,"$11,495",Gasoline,"98,616 mi"
Kia,Sportage LX FWD,187 hp 2.5L I4,4 doors,2023,Automatic,"$18,958",Gasoline,"18,535 mi"
Kia,Sorento LX FWD,185 hp 2.4L I4,4 doors,2018,Automatic,"$12,950",Gasoline,"102,200 mi"
Kia,Soul S FWD,147 hp 2L I4,4 doors,2020,Automatic,"$12,991",Gasoline,"48,260 mi"
Kia,Seltos SX Turbo AWD,175 hp 1.6L I4,4 doors,2022,Automatic,"$23,888",Gasoline,"28,312 mi"
Kia,Sorento SX FWD,281 hp 2.5L I4,4 doors,2021,Automatic,"$26,292",Gasoline,"90,740 mi"
Kia,Telluride EX AWD,291 hp 3.8L V6,4 doors,2021,Automatic,"$35,980",Gasoline,"35,040 mi"
Kia,EV6 GT-Line AWD,Electric,4 doors,2023,Automatic,"$37,996",Electric,"9,277 mi"
